name time T kT_1 I
00 14:25:38 285.7 40.58 4.990E-006
00 14:40:36 288 40.26 4.896E-006
00 14:48:02 290 39.98 6.519E-006
00 14:55:58 294.2 39.41 5.468E-006
00 15:04:08 299.2 38.75 5.779E-006
001 15:12:40 304.4 38.09 6.448E-006
001 15:19:50 309.4 37.47 7.531E-006
001 15:27:04 314.4 36.88 8.915E-006
001 15:34:54 319.5 36.29 1.106E-005
001 15:42:48 323.8 35.81 1.351E-005
002 15:51:06 330.5 35.08 1.812E-005
002 15:58:34 335.2 34.59 2.389E-005
002 16:07:06 341.2 33.98 3.074E-005
002 16:14:26 345.3 33.58 3.855E-005
002 16:22:34 348.9 33.23 4.497E-005
