name time T kT_1 I
00 14:25:38 285.7 40.58 1.001E-005
00 14:40:36 288 40.26 9.702E-006
00 14:48:02 290 39.98 1.315E-005
00 14:55:58 294.2 39.41 1.077E-005
00 15:04:08 299.2 38.75 1.110E-005
001 15:12:40 304.4 38.09 1.204E-005
001 15:19:50 309.4 37.47 1.362E-005
001 15:27:04 314.4 36.88 1.539E-005
001 15:34:54 319.5 36.29 1.845E-005
001 15:42:48 323.8 35.81 2.235E-005
002 15:51:06 330.5 35.08 2.822E-005
002 15:58:34 335.2 34.59 3.745E-005
002 16:07:06 341.2 33.98 4.524E-005
002 16:14:26 345.3 33.58 5.616E-005
002 16:22:34 348.9 33.23 6.372E-005
