N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.253829144E+00 1.248119084E+00 1.241927826E+00 1.237239278E+00
1.016672606E+01 1.272890087E+00 1.268101155E+00 1.262651755E+00 1.258669914E+00
1.033324570E+01 1.287823789E+00 1.283854543E+00 1.279099617E+00 1.275789013E+00
1.049996187E+01 1.299302529E+00 1.295991413E+00 1.291818432E+00 1.289080649E+00
1.066670514E+01 1.308091462E+00 1.305270644E+00 1.301552518E+00 1.299274015E+00
1.083333839E+01 1.314880822E+00 1.312408908E+00 1.309036511E+00 1.307119016E+00
1.100000000E+01 1.320220935E+00 1.317999743E+00 1.314897982E+00 1.313273062E+00
1.116672606E+01 1.324527129E+00 1.322507198E+00 1.319639369E+00 1.318270873E+00
1.133324570E+01 1.328118392E+00 1.326295498E+00 1.323658012E+00 1.322534736E+00
1.149996187E+01 1.331258436E+00 1.329661763E+00 1.327271360E+00 1.326393912E+00
1.166670514E+01 1.334180599E+00 1.332854675E+00 1.330731262E+00 1.330097023E+00
1.183333839E+01 1.337093187E+00 1.336077027E+00 1.334227140E+00 1.333818943E+00
1.200000000E+01 1.340171295E+00 1.339479959E+00 1.337886346E+00 1.337669046E+00
1.216672606E+01 1.343544357E+00 1.343158435E+00 1.341779391E+00 1.341704983E+00
1.233324570E+01 1.347287257E+00 1.347154175E+00 1.345932531E+00 1.345950854E+00
1.249996187E+01 1.351420705E+00 1.351467913E+00 1.350345592E+00 1.350415122E+00
1.266670514E+01 1.355923243E+00 1.356077944E+00 1.355009074E+00 1.355102621E+00
1.283333839E+01 1.360751686E+00 1.360957692E+00 1.359914033E+00 1.360017628E+00
1.300000000E+01 1.365860808E+00 1.366084549E+00 1.365052630E+00 1.365160645E+00
