fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0US1 9:45:50 308.2 37.62 1.000E+000 1.000E+000 1.635E-006 7.640E+002 2.504E+000 3.265E-008 1.438E-005 9.966E-003 1.436E-005 3.589E-008 2.508E-001 5.000E-003 7.033E-006 1.307E-003 
0US2 9:58:40 312 37.16 1.000E+000 1.000E+000 1.969E-006 7.620E+002 2.462E+000 3.900E-008 1.646E-005 1.124E-002 1.643E-005 4.635E-008 2.510E-001 5.600E-003 8.131E-006 3.296E-003 
0US3 10:43:34 315 36.81 1.000E+000 1.000E+000 1.632E-006 7.739E+002 2.429E+000 4.366E-008 1.398E-005 9.565E-003 1.396E-005 3.350E-008 2.509E-001 4.800E-003 6.833E-006 1.365E-003 
0US4 11:05:30 319.1 36.33 1.000E+000 1.000E+000 1.705E-006 7.710E+002 2.385E+000 5.225E-008 1.374E-005 9.227E-003 1.372E-005 3.177E-008 2.510E-001 4.600E-003 6.759E-006 2.374E-003 
0US5 11:24:56 322.5 35.95 1.000E+000 1.000E+000 1.591E-006 7.519E+002 2.350E+000 5.888E-008 1.564E-005 1.009E-002 1.562E-005 3.959E-008 2.512E-001 5.100E-003 7.608E-006 1.653E-003 
0US6 11:44:48 325.2 35.65 1.000E+000 1.000E+000 1.703E-006 7.619E+002 2.322E+000 6.438E-008 1.726E-005 1.107E-002 1.723E-005 4.799E-008 2.515E-001 5.600E-003 8.414E-006 3.488E-003 
0US7 12:03:14 327.6 35.39 1.000E+000 1.000E+000 1.689E-006 7.384E+002 2.298E+000 7.121E-008 1.641E-005 1.015E-002 1.639E-005 4.182E-008 2.514E-001 5.100E-003 8.039E-006 1.822E-003 
0US8 12:20:18 331.8 34.94 1.000E+000 1.000E+000 1.952E-006 7.393E+002 2.257E+000 8.218E-008 1.708E-005 1.030E-002 1.705E-005 4.420E-008 2.517E-001 5.200E-003 8.334E-006 2.173E-003 
0US9 12:37:24 335.5 34.56 1.000E+000 1.000E+000 1.867E-006 7.216E+002 2.221E+000 9.241E-008 1.657E-005 9.554E-003 1.654E-005 3.978E-008 2.517E-001 4.800E-003 8.114E-006 2.169E-003 
US10 12:56:20 337.9 34.31 1.000E+000 1.000E+000 1.953E-006 6.991E+002 2.198E+000 1.014E-007 1.709E-005 9.474E-003 1.706E-005 4.069E-008 2.517E-001 4.800E-003 8.296E-006 3.639E-003 
