fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 36014 340.04 34.097 1.270621655E-01 1.710364532E-04 5.642452429E-06 6.518104835E-02 8.845143871E-05 2.596348415E-01 0.000000000E+00 
00L2 36144 340.04 34.097 1.272912134E-01 1.707330000E-04 5.651539880E-06 6.579371128E-02 8.786419261E-05 2.600464315E-01 0.000000000E+00 
00L3 36230 340.03 34.098 1.276519258E-01 1.712985149E-04 5.671331683E-06 6.620748234E-02 8.763675486E-05 2.593606455E-01 0.000000000E+00 
00L4 36318 340.06 34.095 1.275728539E-01 1.709985149E-04 5.647148905E-06 6.640709567E-02 8.704207487E-05 2.588681559E-01 0.000000000E+00 
00L5 36408 340.05 34.096 1.275568062E-01 1.708150000E-04 5.667294041E-06 6.586837358E-02 8.796368457E-05 2.601034449E-01 0.000000000E+00 
00L6 36502 340.03 34.098 1.275600426E-01 1.709420000E-04 5.667067884E-06 6.637356658E-02 8.736462170E-05 2.598932371E-01 0.000000000E+00 
00L7 36588 340.05 34.096 1.275605356E-01 1.713263415E-04 5.671104210E-06 6.664186907E-02 8.711722194E-05 2.594938997E-01 0.000000000E+00 
00L8 36676 340.03 34.098 1.285398779E-01 1.709900498E-04 5.664064430E-06 6.665551205E-02 8.699369546E-05 2.577029934E-01 0.000000000E+00 
00L9 36754 340.04 34.097 1.273275846E-01 1.714621891E-04 5.641653306E-06 6.610518675E-02 8.733104707E-05 2.584136970E-01 0.000000000E+00 
0L10 36842 340.04 34.097 1.279670174E-01 1.713154229E-04 5.664551509E-06 6.611126866E-02 8.764798262E-05 2.583872145E-01 0.000000000E+00 
0L11 36934 340.04 34.097 1.279967415E-01 1.714844221E-04 5.689676320E-06 6.683295245E-02 8.713891485E-05 2.592172940E-01 0.000000000E+00 
0L12 37024 340.03 34.098 1.278325706E-01 1.715176471E-04 5.013166186E-06 6.577928066E-02 7.677929451E-05 2.286450317E-01 0.000000000E+00 
0L13 37112 340.02 34.099 1.283312233E-01 1.710602941E-04 5.673097093E-06 6.611621428E-02 8.776957365E-05 2.584274653E-01 0.000000000E+00 
0L14 37202 340.03 34.098 1.280347761E-01 1.705714286E-04 5.662396654E-06 6.609438887E-02 8.762956269E-05 2.592782313E-01 0.000000000E+00 
0L15 37302 340.05 34.096 1.107667799E-01 1.423500000E-04 4.171605989E-06 5.641378293E-02 7.469830236E-05 2.645673701E-01 0.000000000E+00 
0L16 37422 339.73 34.128 1.126889791E-01 1.482211055E-04 4.376950630E-06 5.825577960E-02 7.520441697E-05 2.620475811E-01 0.000000000E+00 
0L17 37512 339.86 34.115 1.146397957E-01 1.502793103E-04 4.510010705E-06 5.849643183E-02 7.727670955E-05 2.617839257E-01 0.000000000E+00 
0L18 37606 340 34.101 1.162875776E-01 1.526295573E-04 4.607495526E-06 6.032456412E-02 7.725862388E-05 2.595929858E-01 0.000000000E+00 
0L19 37690 340.03 34.098 1.176488081E-01 1.545147783E-04 4.693655656E-06 6.071624317E-02 7.837751677E-05 2.581984734E-01 0.000000000E+00 
0L20 37782 340.05 34.096 1.178884193E-01 1.560985149E-04 4.755919494E-06 6.066960063E-02 7.954054656E-05 2.584428839E-01 0.000000000E+00 
0L21 37868 340.05 34.096 1.188078518E-01 1.579240000E-04 4.843955403E-06 6.193525658E-02 7.964015164E-05 2.581706434E-01 0.000000000E+00 
0L22 37962 340.02 34.099 1.200068714E-01 1.593278607E-04 4.944612710E-06 6.180668364E-02 8.136497573E-05 2.586035260E-01 0.000000000E+00 
0L23 38048 340.03 34.098 1.210999235E-01 1.607308824E-04 5.030278541E-06 6.263689466E-02 8.185713208E-05 2.584335160E-01 0.000000000E+00 
0L24 38138 340.03 34.098 1.221259796E-01 1.625221106E-04 5.092054935E-06 6.321887016E-02 8.225054090E-05 2.565503234E-01 0.000000000E+00 
0L25 38230 340.02 34.099 1.228299034E-01 1.627989950E-04 5.205384962E-06 6.295580964E-02 8.419275169E-05 2.603136989E-01 0.000000000E+00 
0L26 38314 340.03 34.098 1.234699099E-01 1.638049751E-04 5.207227092E-06 6.361403770E-02 8.358031441E-05 2.574650592E-01 0.000000000E+00 
0L27 38404 340.02 34.099 1.237295670E-01 1.633090047E-04 5.238605455E-06 6.439019055E-02 8.326933901E-05 2.592579400E-01 0.000000000E+00 
0L28 38494 340.03 34.098 1.243792488E-01 1.657985149E-04 5.324568077E-06 6.509334865E-02 8.373572768E-05 2.581997507E-01 0.000000000E+00 
0L29 38584 340.03 34.098 1.252198139E-01 1.668452261E-04 5.367952532E-06 6.433384242E-02 8.527471144E-05 2.569341477E-01 0.000000000E+00 
0L30 38670 340.04 34.097 1.253831968E-01 1.670336585E-04 5.419412896E-06 6.429308705E-02 8.606307683E-05 2.587670103E-01 0.000000000E+00 
0L31 38762 340.02 34.099 1.253881989E-01 1.676090452E-04 5.392910334E-06 6.502246709E-02 8.489491820E-05 2.566073451E-01 0.000000000E+00 
0L32 38852 340.02 34.099 1.257814600E-01 1.676920398E-04 5.463188724E-06 6.473751593E-02 8.621771100E-05 2.590103533E-01 0.000000000E+00 
0L33 38936 340.03 34.098 1.261212442E-01 1.685985149E-04 5.484130844E-06 6.558649278E-02 8.560185581E-05 2.579085956E-01 0.000000000E+00 
0L34 39030 340.02 34.099 1.263054596E-01 1.687263415E-04 5.519376496E-06 6.570996609E-02 8.596066536E-05 2.589911993E-01 0.000000000E+00 
0L35 39114 340.02 34.099 1.265885263E-01 1.692049751E-04 5.564721302E-06 6.501687627E-02 8.743000270E-05 2.597980852E-01 0.000000000E+00 
0L36 39208 340.03 34.098 1.266573387E-01 1.698855721E-04 5.524723476E-06 6.512527456E-02 8.675127000E-05 2.567578261E-01 0.000000000E+00 
0L37 39294 340.03 34.098 1.268361368E-01 1.693820896E-04 5.550153818E-06 6.617689247E-02 8.585665763E-05 2.583417085E-01 0.000000000E+00 
0L38 39380 340.02 34.099 1.269635204E-01 1.701683417E-04 5.584512113E-06 6.615244308E-02 8.641718263E-05 2.584803390E-01 0.000000000E+00 
0L39 39474 340.02 34.099 1.274633860E-01 1.718978378E-04 5.593562543E-06 6.621307688E-02 8.648450006E-05 2.552893122E-01 0.000000000E+00 
0L40 39560 340.02 34.099 1.275917299E-01 1.708154229E-04 5.623156129E-06 6.619781618E-02 8.693736475E-05 2.580064337E-01 0.000000000E+00 
0L41 39650 340.03 34.098 1.280399347E-01 1.707207921E-04 5.629485653E-06 6.649642453E-02 8.665219920E-05 2.575353533E-01 0.000000000E+00 
0L42 39736 340.04 34.097 1.274619810E-01 1.702571429E-04 5.635056910E-06 6.616077790E-02 8.714090930E-05 2.596643339E-01 0.000000000E+00 
0L43 39826 340.04 34.097 1.274688192E-01 1.704762376E-04 5.657083531E-06 6.618590765E-02 8.742006931E-05 2.603303346E-01 0.000000000E+00 
0L44 39918 340.03 34.098 1.275467690E-01 1.706178218E-04 5.661243880E-06 6.657272258E-02 8.702920905E-05 2.601465134E-01 0.000000000E+00 
0L45 40004 340.04 34.097 1.278741056E-01 1.711655000E-04 5.670726680E-06 6.656854100E-02 8.718143909E-05 2.590835703E-01 0.000000000E+00 
0L46 40092 340.03 34.098 1.279442362E-01 1.711887255E-04 5.691657227E-06 6.588559051E-02 8.831488314E-05 2.598620456E-01 0.000000000E+00 
0L47 40184 340.04 34.097 1.278031746E-01 1.705624390E-04 5.666819503E-06 6.611781039E-02 8.767336179E-05 2.599646762E-01 0.000000000E+00 
0L48 40270 340.04 34.097 1.276094721E-01 1.707676471E-04 5.650852505E-06 6.631740274E-02 8.721333037E-05 2.593137020E-01 0.000000000E+00 
0L49 40360 340.04 34.097 1.277826723E-01 1.710820896E-04 5.646234845E-06 6.668674893E-02 8.669960310E-05 2.582750329E-01 0.000000000E+00 
