N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+16 335 1.500E-4 1.201143873E+00 1.217275732E+00
1.468000E+10 1.000E+16 335 1.500E-4 1.206301893E+00 1.217554998E+00
2.154000E+10 1.000E+16 335 1.500E-4 1.210169765E+00 1.217961279E+00
3.162000E+10 1.000E+16 335 1.500E-4 1.213183592E+00 1.218549944E+00
4.642000E+10 1.000E+16 335 1.500E-4 1.215715333E+00 1.219397756E+00
6.813000E+10 1.000E+16 335 1.500E-4 1.218087814E+00 1.220608312E+00
1.000000E+11 1.000E+16 335 1.500E-4 1.220593071E+00 1.222315472E+00
1.468000E+11 1.000E+16 335 1.500E-4 1.223504602E+00 1.224680748E+00
2.154000E+11 1.000E+16 335 1.500E-4 1.227074038E+00 1.227877485E+00
3.162000E+11 1.000E+16 335 1.500E-4 1.231502895E+00 1.232052939E+00
4.642000E+11 1.000E+16 335 1.500E-4 1.236885622E+00 1.237264024E+00
6.813000E+11 1.000E+16 335 1.500E-4 1.243138631E+00 1.243401183E+00
1.000000E+12 1.000E+16 335 1.500E-4 1.249962159E+00 1.250146664E+00
1.468000E+12 1.000E+16 335 1.500E-4 1.256897828E+00 1.257029564E+00
2.154000E+12 1.000E+16 335 1.500E-4 1.263492654E+00 1.263588343E+00
3.162000E+12 1.000E+16 335 1.500E-4 1.269472752E+00 1.269543485E+00
4.642000E+12 1.000E+16 335 1.500E-4 1.274796429E+00 1.274849688E+00
6.813000E+12 1.000E+16 335 1.500E-4 1.279572030E+00 1.279613006E+00
1.000000E+13 1.000E+16 335 1.500E-4 1.283945785E+00 1.283978073E+00
