T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 -2.570227000E-03 1.248400000E-02 2.102940700E-02 2.675406700E-02 3.393274000E-02 4.687344500E-02 6.182686100E-02 7.304988500E-02 8.233206900E-02
295 -1.780343100E-02 8.319471000E-03 1.968518900E-02 2.648363900E-02 3.283004200E-02 4.499143800E-02 5.930549700E-02 7.026067600E-02 7.935218700E-02
300 -5.040232200E-02 -1.508778000E-03 1.697829700E-02 2.545109100E-02 3.203459700E-02 4.367185500E-02 5.825910800E-02 6.923509300E-02 7.774697500E-02
305 -1.123872130E-01 -2.192548900E-02 1.069497300E-02 2.356626700E-02 3.168007400E-02 4.338473400E-02 5.756086000E-02 6.881828200E-02 7.841955300E-02
310 -1.666210790E-01 -6.153124800E-02 -1.859765000E-03 1.938842100E-02 3.060075100E-02 4.308453500E-02 5.765853000E-02 6.957956600E-02 7.996264800E-02
315 -1.395681050E-01 -1.307504760E-01 -2.576213400E-02 1.237894800E-02 2.858889200E-02 4.285281200E-02 5.912600500E-02 7.229364500E-02 8.303983700E-02
320 -7.632753500E-02 -1.740459210E-01 -6.968810300E-02 -1.480830000E-03 2.507917900E-02 4.306700600E-02 6.038258800E-02 7.521471700E-02 8.872180500E-02
325 1.041772300E-02 -1.433082080E-01 -1.418867410E-01 -2.776501800E-02 1.733805700E-02 4.163481600E-02 6.173277300E-02 7.879656400E-02 9.459089400E-02
330 1.869443600E-02 -7.633214800E-02 -1.816796530E-01 -7.242490000E-02 2.821990000E-03 3.818874700E-02 6.389331100E-02 8.417737700E-02 1.010282070E-01
335 2.940827800E-02 9.558831000E-03 -1.502110050E-01 -1.448114790E-01 -2.244883300E-02 3.199593800E-02 6.405915100E-02 8.844137800E-02 1.104621340E-01
340 4.252840600E-02 1.588329800E-02 -8.488467200E-02 -1.901561940E-01 -6.596649800E-02 1.839731100E-02 6.221102500E-02 9.233447900E-02 1.185812350E-01
