N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.030771648E+00 1.027338693E+00 1.025170404E+00 1.023928233E+00
1.600000000E+01 1.263588340E+00 1.263334473E+00 1.261406297E+00 1.262324545E+00
1.700000000E+01 1.356361217E+00 1.355895133E+00 1.355159904E+00 1.355426264E+00
1.549996187E+01 1.073756799E+00 1.081127413E+00 1.086111557E+00 1.087819888E+00
1.649996187E+01 1.312660352E+00 1.313021129E+00 1.312705302E+00 1.312430843E+00
1.674996808E+01 1.334520200E+00 1.333168115E+00 1.333487977E+00 1.333262955E+00
1.624993176E+01 1.291961262E+00 1.291604185E+00 1.291180226E+00 1.290580367E+00
1.574996808E+01 1.208132560E+00 1.207875227E+00 1.209978486E+00 1.210600855E+00
1.524993176E+01 1.016573569E+00 1.015415937E+00 1.014768415E+00 1.014433062E+00
