N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+15 335 3.300E-4 3.011660E-1 2.188680E+1 3.897960E-1 7.457610E+1
1.468000E+10 1.000E+15 335 3.300E-4 3.007311E-1 2.171920E+1 3.880140E-1 7.445250E+1
2.154000E+10 1.000E+15 335 3.300E-4 3.000988E-1 2.147650E+1 3.855870E-1 7.424000E+1
3.162000E+10 1.000E+15 335 3.300E-4 2.991834E-1 2.117230E+1 3.823580E-1 7.403250E+1
4.642000E+10 1.000E+15 335 3.300E-4 2.978666E-1 2.077740E+1 3.780940E-1 7.379560E+1
6.813000E+10 1.000E+15 335 3.300E-4 2.959889E-1 2.026640E+1 3.727180E-1 7.348210E+1
1.000000E+11 1.000E+15 335 3.300E-4 2.933453E-1 1.964760E+1 3.662130E-1 7.315740E+1
1.468000E+11 1.000E+15 335 3.300E-4 2.896879E-1 1.893080E+1 3.587700E-1 7.285930E+1
2.154000E+11 1.000E+15 335 3.300E-4 2.847468E-1 1.809160E+1 3.505860E-1 7.249100E+1
3.162000E+11 1.000E+15 335 3.300E-4 2.782761E-1 1.715320E+1 3.419430E-1 7.210670E+1
4.642000E+11 1.000E+15 335 3.300E-4 2.701258E-1 1.614380E+1 3.331780E-1 7.175020E+1
6.813000E+11 1.000E+15 335 3.300E-4 2.603175E-1 1.506000E+1 3.245280E-1 7.130680E+1
1.000000E+12 1.000E+15 335 3.300E-4 2.490766E-1 1.394360E+1 3.161460E-1 7.082970E+1
1.468000E+12 1.000E+15 335 3.300E-4 2.367775E-1 1.282600E+1 3.080970E-1 7.032720E+1
2.154000E+12 1.000E+15 335 3.300E-4 2.238086E-1 1.174140E+1 3.003380E-1 6.987030E+1
3.162000E+12 1.000E+15 335 3.300E-4 2.104400E-1 1.067600E+1 2.926600E-1 6.933900E+1
4.642000E+12 1.000E+15 335 3.300E-4 1.967802E-1 9.641800E+0 2.850050E-1 6.876800E+1
6.813000E+12 1.000E+15 335 3.300E-4 1.828427E-1 8.646100E+0 2.772430E-1 6.822440E+1
1.000000E+13 1.000E+15 335 3.300E-4 1.686533E-1 7.669200E+0 2.692690E-1 6.755050E+1
1.468000E+13 1.000E+15 335 3.300E-4 1.543196E-1 6.726300E+0 2.609550E-1 6.681190E+1
2.154000E+13 1.000E+15 335 3.300E-4 1.400330E-1 5.829200E+0 2.522730E-1 6.600420E+1
3.162000E+13 1.000E+15 335 3.300E-4 1.260285E-1 4.989700E+0 2.432250E-1 6.511120E+1
4.642000E+13 1.000E+15 335 3.300E-4 1.125409E-1 4.222200E+0 2.337800E-1 6.419200E+1
6.813000E+13 1.000E+15 335 3.300E-4 9.977613E-2 3.522600E+0 2.238990E-1 6.307360E+1
1.000000E+14 1.000E+15 335 3.300E-4 8.789620E-2 2.900700E+0 2.135340E-1 6.181960E+1
