N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.106226000E-02 -1.235040440E-01 -1.667287400E-01 -3.691049900E-02 1.419099300E-02 3.900792400E-02 5.516817300E-02 6.332857400E-02 6.342249900E-02
1.016672606E+01 1.107194800E-02 -1.243690170E-01 -1.672560400E-01 -3.737121200E-02 1.418728900E-02 3.984552100E-02 5.735026000E-02 6.732761600E-02 6.923410000E-02
1.033324570E+01 1.099629100E-02 -1.252247140E-01 -1.663243470E-01 -3.717808100E-02 1.432163400E-02 4.042324700E-02 5.879414900E-02 6.996606500E-02 7.308728000E-02
1.049996187E+01 1.082999200E-02 -1.261967940E-01 -1.638003440E-01 -3.628572900E-02 1.462184800E-02 4.078237000E-02 5.957104000E-02 7.132632300E-02 7.499194300E-02
1.066670514E+01 1.055680700E-02 -1.274157860E-01 -1.594091130E-01 -3.460260200E-02 1.512012600E-02 4.094633600E-02 5.972119300E-02 7.150313000E-02 7.513496800E-02
1.083333839E+01 1.015115100E-02 -1.290282220E-01 -1.527476470E-01 -3.199997300E-02 1.585190300E-02 4.092743500E-02 5.927051900E-02 7.060896000E-02 7.383087800E-02
1.100000000E+01 9.581410000E-03 -1.312006050E-01 -1.433425350E-01 -2.830613900E-02 1.684691800E-02 4.073255200E-02 5.825779300E-02 6.881144600E-02 7.149336400E-02
1.116672606E+01 8.817323000E-03 -1.341106280E-01 -1.307875370E-01 -2.352623900E-02 1.811158600E-02 4.036990300E-02 5.676492800E-02 6.636770700E-02 6.859463700E-02
1.133324570E+01 7.844059000E-03 -1.379167120E-01 -1.149906530E-01 -1.767826600E-02 1.960516200E-02 3.985756800E-02 5.493865000E-02 6.361770300E-02 6.559613500E-02
1.149996187E+01 6.683543000E-03 -1.426974150E-01 -9.649703800E-02 -1.107366800E-02 2.122265600E-02 3.923286600E-02 5.298699800E-02 6.092500900E-02 6.287274400E-02
1.166670514E+01 5.416316000E-03 -1.483648570E-01 -7.670258100E-02 -4.283194000E-03 2.280518500E-02 3.855696600E-02 5.114085700E-02 5.859201300E-02 6.066624200E-02
1.183333839E+01 5.905140000E-04 -1.545865280E-01 -5.764378200E-02 2.007257000E-03 2.419024900E-02 3.790888300E-02 4.959377200E-02 5.679830000E-02 5.908440400E-02
1.200000000E+01 -2.254093000E-02 -1.607878590E-01 -4.124115800E-02 7.251192000E-03 2.527996900E-02 3.736703900E-02 4.845413100E-02 5.559216100E-02 5.813158700E-02
1.216672606E+01 -4.559659300E-02 -1.306879330E-01 -2.846056000E-02 1.124683000E-02 2.607473400E-02 3.698610900E-02 4.773646000E-02 5.492670400E-02 5.774780900E-02
1.233324570E+01 -6.587811400E-02 -1.070440580E-01 -1.910941400E-02 1.412758800E-02 2.664558600E-02 3.678301700E-02 4.738897200E-02 5.470986400E-02 5.788781200E-02
1.249996187E+01 -8.147349600E-02 -8.948948600E-02 -1.234654200E-02 1.618254500E-02 2.707711000E-02 3.674099500E-02 4.733380500E-02 5.484323400E-02 5.835774500E-02
1.266670514E+01 -9.200707900E-02 -7.601691700E-02 -7.317630000E-03 1.768249300E-02 2.742910700E-02 3.682657800E-02 4.749739800E-02 5.522589300E-02 5.887099300E-02
1.283333839E+01 -9.830767300E-02 -6.519712600E-02 -3.440895000E-03 1.880910200E-02 2.773114900E-02 3.700620400E-02 4.782262000E-02 5.571570500E-02 5.983272800E-02
1.300000000E+01 -1.015048860E-01 -5.630983600E-02 -3.896520000E-04 1.966321800E-02 2.799358600E-02 3.725345700E-02 4.823569600E-02 5.646167200E-02 6.084401600E-02
