N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.218665916E+00 1.215031122E+00 1.212298745E+00 1.210539361E+00
1.016672606E+01 1.225046001E+00 1.221807403E+00 1.219492598E+00 1.209890123E+00
1.033324570E+01 1.230055958E+00 1.227196584E+00 1.225283265E+00 1.218262908E+00
1.049996187E+01 1.234136003E+00 1.231661409E+00 1.230143958E+00 1.225239462E+00
1.066670514E+01 1.237649077E+00 1.235574871E+00 1.234444861E+00 1.231103958E+00
1.083333839E+01 1.240882587E+00 1.239215097E+00 1.238446461E+00 1.236258453E+00
1.100000000E+01 1.244048689E+00 1.242767901E+00 1.242309435E+00 1.241056108E+00
1.116672606E+01 1.247294566E+00 1.246339763E+00 1.246120391E+00 1.245339275E+00
1.133324570E+01 1.250641018E+00 1.249982219E+00 1.249925577E+00 1.249550849E+00
1.149996187E+01 1.254217737E+00 1.253720473E+00 1.253827112E+00 1.253571307E+00
1.166670514E+01 1.257981802E+00 1.257576364E+00 1.257444182E+00 1.257570519E+00
1.183333839E+01 1.261940686E+00 1.261579819E+00 1.261579450E+00 1.261671472E+00
1.200000000E+01 1.266111168E+00 1.265771958E+00 1.265804629E+00 1.265993636E+00
1.216672606E+01 1.270518468E+00 1.270167019E+00 1.270286247E+00 1.270516438E+00
1.233324570E+01 1.275190154E+00 1.274846526E+00 1.274967673E+00 1.275058869E+00
1.249996187E+01 1.280157537E+00 1.279808451E+00 1.279891782E+00 1.280083036E+00
1.266670514E+01 1.285395901E+00 1.285097824E+00 1.285241292E+00 1.285382027E+00
1.283333839E+01 1.290978733E+00 1.290644658E+00 1.290851225E+00 1.290935777E+00
1.300000000E+01 1.296866089E+00 1.296573890E+00 1.296716840E+00 1.296874947E+00
