N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.011874077E+00 1.010561319E+00 1.009608002E+00 1.008884255E+00
1.016672606E+01 1.011877291E+00 1.010564445E+00 1.009610772E+00 1.008886409E+00
1.033324570E+01 1.011882024E+00 1.010569066E+00 1.009614900E+00 1.008889679E+00
1.049996187E+01 1.011889001E+00 1.010575917E+00 1.009621091E+00 1.008894707E+00
1.066670514E+01 1.011899310E+00 1.010586120E+00 1.009630455E+00 1.008902568E+00
1.083333839E+01 1.011913460E+00 1.010601404E+00 1.009644785E+00 1.008915107E+00
1.100000000E+01 1.012308564E+00 1.010624482E+00 1.009667023E+00 1.008935557E+00
1.116672606E+01 1.015265074E+00 1.010659682E+00 1.009702112E+00 1.008969658E+00
1.133324570E+01 1.019456873E+00 1.010714019E+00 1.009758445E+00 1.009027590E+00
1.149996187E+01 1.025358349E+00 1.010798993E+00 1.009850291E+00 1.009127072E+00
1.166670514E+01 1.033464717E+00 1.018025926E+00 1.010001491E+00 1.009297745E+00
1.183333839E+01 1.044267114E+00 1.032915779E+00 1.025800815E+00 1.021729947E+00
1.200000000E+01 1.058053247E+00 1.050994035E+00 1.047365063E+00 1.045705341E+00
1.216672606E+01 1.074621540E+00 1.071297197E+00 1.069928973E+00 1.069094344E+00
1.233324570E+01 1.093007963E+00 1.091952428E+00 1.091036988E+00 1.089377139E+00
1.249996187E+01 1.111469615E+00 1.110710756E+00 1.108628744E+00 1.105189802E+00
1.266670514E+01 1.128038197E+00 1.125950019E+00 1.121954843E+00 1.116699535E+00
1.283333839E+01 1.141377883E+00 1.137312799E+00 1.131551019E+00 1.124951981E+00
1.300000000E+01 1.151290693E+00 1.145474380E+00 1.138473231E+00 1.131026503E+00
