T d154 d184 d214 d244
d 150 180 210 240
290 1.335749837E+00 1.334545638E+00 1.333462073E+00 1.333844520E+00
295 1.334103889E+00 1.332804805E+00 1.331688358E+00 1.332090925E+00
300 1.333332546E+00 1.332172747E+00 1.330835336E+00 1.331281991E+00
305 1.333566270E+00 1.332760579E+00 1.331015811E+00 1.331606401E+00
310 1.334842617E+00 1.334114167E+00 1.332358047E+00 1.332762015E+00
315 1.337028923E+00 1.336388773E+00 1.334720072E+00 1.334989934E+00
320 1.340035892E+00 1.339507950E+00 1.337834831E+00 1.338059937E+00
325 1.343544357E+00 1.343158435E+00 1.341779391E+00 1.341704983E+00
330 1.347410817E+00 1.346724376E+00 1.345851919E+00 1.346013348E+00
335 1.351708021E+00 1.351005591E+00 1.350123335E+00 1.350299115E+00
340 1.355926362E+00 1.355094771E+00 1.354275790E+00 1.354507281E+00
