d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.096925554E+00 1.039889362E+00 5.703619200E-02 1.097058415E+00 1.037002087E+00 6.005632800E-02 -1.328610000E-04 2.887275000E-03
150 1.549996187E+01 1.223286452E+00 1.074659791E+00 1.486266610E-01 1.219129155E+00 1.063594338E+00 1.555348170E-01 4.157297000E-03 1.106545300E-02
150 1.600000000E+01 1.255098691E+00 1.070348090E+00 1.847506010E-01 1.243486923E+00 1.053786946E+00 1.896999770E-01 1.161176800E-02 1.656114400E-02
150 1.649996187E+01 1.283653599E+00 1.060397464E+00 2.232561350E-01 1.256689386E+00 1.040508854E+00 2.161805320E-01 2.696421300E-02 1.988861000E-02
150 1.700000000E+01 1.320372519E+00 1.050319733E+00 2.700527860E-01 1.265452364E+00 1.029181804E+00 2.362705600E-01 5.492015500E-02 2.113792900E-02
180 1.500000000E+01 1.078306877E+00 1.029748194E+00 4.855868300E-02 1.078541264E+00 1.027818137E+00 5.072312700E-02 -2.343870000E-04 1.930057000E-03
180 1.549996187E+01 1.217839971E+00 1.067616974E+00 1.502229970E-01 1.214120836E+00 1.058150774E+00 1.559700620E-01 3.719135000E-03 9.466200000E-03
180 1.600000000E+01 1.251953921E+00 1.064538843E+00 1.874150780E-01 1.241398303E+00 1.050004070E+00 1.913942330E-01 1.055561800E-02 1.453477300E-02
180 1.649996187E+01 1.279721680E+00 1.054727715E+00 2.249939650E-01 1.254314261E+00 1.037217555E+00 2.170967060E-01 2.540741900E-02 1.751016000E-02
180 1.700000000E+01 1.316490272E+00 1.045993156E+00 2.704971160E-01 1.262658678E+00 1.026953064E+00 2.357056140E-01 5.383159400E-02 1.904009200E-02
210 1.500000000E+01 1.060485623E+00 1.020769205E+00 3.971641800E-02 1.060799532E+00 1.019588038E+00 4.121149400E-02 -3.139090000E-04 1.181167000E-03
210 1.549996187E+01 1.214569725E+00 1.062829275E+00 1.517404500E-01 1.211136954E+00 1.054501776E+00 1.566351780E-01 3.432771000E-03 8.327499000E-03
210 1.600000000E+01 1.249054355E+00 1.059404844E+00 1.896495110E-01 1.239209482E+00 1.046539246E+00 1.926702360E-01 9.844873000E-03 1.286559800E-02
210 1.649996187E+01 1.277264943E+00 1.050369945E+00 2.268949980E-01 1.252842617E+00 1.034652137E+00 2.181904800E-01 2.442232600E-02 1.571780800E-02
210 1.700000000E+01 1.312146009E+00 1.042323723E+00 2.698222860E-01 1.258805170E+00 1.024962140E+00 2.338430300E-01 5.334083900E-02 1.736158300E-02
240 1.500000000E+01 1.042538351E+00 1.184837609E+00 -1.422992580E-01 1.042923135E+00 1.182817071E+00 -1.398939360E-01 -3.847840000E-04 2.020538000E-03
240 1.549996187E+01 1.210705113E+00 1.202400637E+00 8.304476000E-03 1.207477911E+00 1.198068423E+00 9.409488000E-03 3.227202000E-03 4.332214000E-03
240 1.600000000E+01 1.246284688E+00 1.216014815E+00 3.026987300E-02 1.236923874E+00 1.208061048E+00 2.886282600E-02 9.360814000E-03 7.953767000E-03
240 1.649996187E+01 1.275115607E+00 1.217863864E+00 5.725174300E-02 1.251329132E+00 1.203675324E+00 4.765380800E-02 2.378647500E-02 1.418854000E-02
240 1.700000000E+01 1.310549844E+00 1.233296663E+00 7.725318100E-02 1.257270570E+00 1.207089233E+00 5.018133700E-02 5.327927400E-02 2.620743000E-02
