N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.319230100E-01 -1.314602400E-01 -1.309978910E-01 -1.302417760E-01
1.600000000E+01 2.883482000E-02 2.896511100E-02 2.863258000E-02 2.834343600E-02
1.700000000E+01 6.026736500E-02 5.990003600E-02 5.856151400E-02 5.902088000E-02
1.549996187E+01 -2.606943000E-03 -1.475907000E-03 4.276890000E-04 1.447343000E-03
1.649996187E+01 4.741744000E-02 4.790261300E-02 4.780068600E-02 4.778740100E-02
1.674996808E+01 5.642441400E-02 5.489103500E-02 5.533107600E-02 5.525105900E-02
1.624993176E+01 3.782159500E-02 3.790011500E-02 3.769242800E-02 3.724111300E-02
1.574996808E+01 1.947935200E-02 2.010004900E-02 1.978123900E-02 2.059657400E-02
1.524993176E+01 -6.697882000E-02 -5.987086800E-02 -5.561816800E-02 -5.374213300E-02
