N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+15 315 3.800E-4 3.837539E+1 1.744140E+1 5.754860E-1 7.897560E+1
1.468000E+10 1.000E+15 315 3.800E-4 3.835633E+1 1.742480E+1 5.754320E-1 7.894730E+1
2.154000E+10 1.000E+15 315 3.800E-4 3.832845E+1 1.740050E+1 5.753520E-1 7.890560E+1
3.162000E+10 1.000E+15 315 3.800E-4 3.828778E+1 1.736490E+1 5.752340E-1 7.884390E+1
4.642000E+10 1.000E+15 315 3.800E-4 3.822858E+1 1.731280E+1 5.750620E-1 7.875270E+1
6.813000E+10 1.000E+15 315 3.800E-4 3.814280E+1 1.723660E+1 5.748090E-1 7.861700E+1
1.000000E+11 1.000E+15 315 3.800E-4 3.801926E+1 1.712540E+1 5.744360E-1 7.841420E+1
1.468000E+11 1.000E+15 315 3.800E-4 3.784307E+1 1.696340E+1 5.738890E-1 7.810870E+1
2.154000E+11 1.000E+15 315 3.800E-4 3.759548E+1 1.672870E+1 5.730840E-1 7.764390E+1
3.162000E+11 1.000E+15 315 3.800E-4 3.725550E+1 1.639060E+1 5.718960E-1 7.692870E+1
4.642000E+11 1.000E+15 315 3.800E-4 3.680510E+1 1.590640E+1 5.701380E-1 7.580250E+1
6.813000E+11 1.000E+15 315 3.800E-4 3.623968E+1 1.524620E+1 5.674590E-1 7.413850E+1
1.000000E+12 1.000E+15 315 3.800E-4 3.557970E+1 1.444310E+1 5.634800E-1 7.204090E+1
1.468000E+12 1.000E+15 315 3.800E-4 3.486737E+1 1.371020E+1 5.574190E-1 7.054100E+1
2.154000E+12 1.000E+15 315 3.800E-4 3.413957E+1 1.309690E+1 5.479670E-1 7.000910E+1
3.162000E+12 1.000E+15 315 3.800E-4 3.340753E+1 1.254720E+1 5.325720E-1 7.052210E+1
4.642000E+12 1.000E+15 315 3.800E-4 3.266409E+1 1.202650E+1 5.084860E-1 7.240880E+1
6.813000E+12 1.000E+15 315 3.800E-4 3.190025E+1 1.151890E+1 4.941370E-1 7.307500E+1
1.000000E+13 1.000E+15 315 3.800E-4 3.111082E+1 1.101810E+1 4.855210E-1 7.294340E+1
1.468000E+13 1.000E+15 315 3.800E-4 3.029389E+1 1.052470E+1 4.770080E-1 7.283350E+1
2.154000E+13 1.000E+15 315 3.800E-4 2.944934E+1 1.002950E+1 4.683850E-1 7.271070E+1
3.162000E+13 1.000E+15 315 3.800E-4 2.857880E+1 9.535100E+0 4.597350E-1 7.257250E+1
4.642000E+13 1.000E+15 315 3.800E-4 2.768533E+1 9.044800E+0 4.511100E-1 7.242110E+1
6.813000E+13 1.000E+15 315 3.800E-4 2.677363E+1 8.549600E+0 4.425120E-1 7.216320E+1
1.000000E+14 1.000E+15 315 3.800E-4 2.585030E+1 8.052600E+0 4.338850E-1 7.179550E+1
