N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.914410000E-04 2.484010000E-04 2.202000000E-04 2.004890000E-04
1.600000000E+01 1.347141000E-03 1.145435000E-03 1.071558000E-03 1.106782000E-03
1.700000000E+01 3.538093000E-03 3.283862000E-03 3.255733000E-03 4.648713000E-03
1.549996187E+01 7.170430000E-04 6.239810000E-04 5.646150000E-04 5.237590000E-04
1.649996187E+01 2.020581000E-03 1.929293000E-03 1.876273000E-03 1.839226000E-03
1.674996808E+01 2.581926000E-03 2.512365000E-03 2.465622000E-03 2.516143000E-03
1.624993176E+01 1.589165000E-03 1.484246000E-03 1.419428000E-03 1.374510000E-03
1.574996808E+01 9.809050000E-04 8.674280000E-04 8.674710000E-04 8.050980000E-04
1.524993176E+01 4.932390000E-04 4.267580000E-04 3.829370000E-04 3.537660000E-04
