N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.202906878E+00 1.203760930E+00 1.203225209E+00 1.201784769E+00 1.199037626E+00 1.194045596E+00 1.188298453E+00 1.181159749E+00 1.171992408E+00 1.162901183E+00 1.153177329E+00
1.016672606E+01 1.206726793E+00 1.208242763E+00 1.208330031E+00 1.207721207E+00 1.206670518E+00 1.202999059E+00 1.198657548E+00 1.192909382E+00 1.184948526E+00 1.176993006E+00 1.168172702E+00
1.033324570E+01 1.209936705E+00 1.211917756E+00 1.212694799E+00 1.212993812E+00 1.212635084E+00 1.210146493E+00 1.206974677E+00 1.202428682E+00 1.195595438E+00 1.188732139E+00 1.180855467E+00
1.049996187E+01 1.212810402E+00 1.215008931E+00 1.216420748E+00 1.217388920E+00 1.217486581E+00 1.216055857E+00 1.213845005E+00 1.210309970E+00 1.204491389E+00 1.198608101E+00 1.191617563E+00
1.066670514E+01 1.215555953E+00 1.217958523E+00 1.219771931E+00 1.221266805E+00 1.221991000E+00 1.221219771E+00 1.219818678E+00 1.217147070E+00 1.212252349E+00 1.207239798E+00 1.201055470E+00
1.083333839E+01 1.218354777E+00 1.220870172E+00 1.222989957E+00 1.224912714E+00 1.226162047E+00 1.225981889E+00 1.225329839E+00 1.223435146E+00 1.219421816E+00 1.215215445E+00 1.209786933E+00
1.100000000E+01 1.221328409E+00 1.223887900E+00 1.226224054E+00 1.228488540E+00 1.230204872E+00 1.230588210E+00 1.230657300E+00 1.229509208E+00 1.226383094E+00 1.222978631E+00 1.218311913E+00
1.116672606E+01 1.224547612E+00 1.227092209E+00 1.229556067E+00 1.232069202E+00 1.234200918E+00 1.235210951E+00 1.235915644E+00 1.235518603E+00 1.233314593E+00 1.230758626E+00 1.226916707E+00
1.133324570E+01 1.228065306E+00 1.230463702E+00 1.232952737E+00 1.235684959E+00 1.238162010E+00 1.239738903E+00 1.241085178E+00 1.241446949E+00 1.240197429E+00 1.238557991E+00 1.235636994E+00
1.149996187E+01 1.231859952E+00 1.234037221E+00 1.236446873E+00 1.239289758E+00 1.242070966E+00 1.244130567E+00 1.246076474E+00 1.247178515E+00 1.246881908E+00 1.246208713E+00 1.244297222E+00
1.166670514E+01 1.235943910E+00 1.237817640E+00 1.240070950E+00 1.242937056E+00 1.245855637E+00 1.248335259E+00 1.250802886E+00 1.252584999E+00 1.253188834E+00 1.253481528E+00 1.252620745E+00
1.183333839E+01 1.240325497E+00 1.241823296E+00 1.243812957E+00 1.246585485E+00 1.249608488E+00 1.252345321E+00 1.255227944E+00 1.257591482E+00 1.258995482E+00 1.260194286E+00 1.260358757E+00
1.200000000E+01 1.245011775E+00 1.246075913E+00 1.247732635E+00 1.250340405E+00 1.253329962E+00 1.256198038E+00 1.259374498E+00 1.262197270E+00 1.264270064E+00 1.266268189E+00 1.267372612E+00
1.216672606E+01 1.250022554E+00 1.250630871E+00 1.251868054E+00 1.254224719E+00 1.257080662E+00 1.259959613E+00 1.263307279E+00 1.266459580E+00 1.269057483E+00 1.271722544E+00 1.273643880E+00
1.233324570E+01 1.255343007E+00 1.255460557E+00 1.256270895E+00 1.258292055E+00 1.260926353E+00 1.263706688E+00 1.267109585E+00 1.270465092E+00 1.273445222E+00 1.276637568E+00 1.279236944E+00
1.249996187E+01 1.260990888E+00 1.260612966E+00 1.260954213E+00 1.262587526E+00 1.264928189E+00 1.267513858E+00 1.270866611E+00 1.274307830E+00 1.277534881E+00 1.281118128E+00 1.284255176E+00
1.266670514E+01 1.266952650E+00 1.266130492E+00 1.265964388E+00 1.267163124E+00 1.269164657E+00 1.271464800E+00 1.274691324E+00 1.278093632E+00 1.281396709E+00 1.285290585E+00 1.288812275E+00
1.283333839E+01 1.273207873E+00 1.271931589E+00 1.271270876E+00 1.272048702E+00 1.273673013E+00 1.275617386E+00 1.278637122E+00 1.281978067E+00 1.285277039E+00 1.289269587E+00 1.293090512E+00
1.300000000E+01 1.279687886E+00 1.278031127E+00 1.276920049E+00 1.277208885E+00 1.278412947E+00 1.280032915E+00 1.282784179E+00 1.285827245E+00 1.289116613E+00 1.293143860E+00 1.297087527E+00
