f G/w
1.0000000E+6 1.1753805E-5
8.9779585E+5 1.3109218E-5
8.0603739E+5 1.4571809E-5
7.2365703E+5 1.6061008E-5
6.4969628E+5 1.7689319E-5
5.8329463E+5 1.9496774E-5
5.2367949E+5 2.1324822E-5
4.7015728E+5 2.3444143E-5
4.2210526E+5 2.5680146E-5
3.7896435E+5 2.8170975E-5
3.4023262E+5 3.0869887E-5
3.0545943E+5 3.3692496E-5
2.7424021E+5 3.6994365E-5
2.4621173E+5 4.0542241E-5
2.2104787E+5 4.4266405E-5
1.9845586E+5 4.8494698E-5
1.7817285E+5 5.3147271E-5
1.5996284E+5 5.8396238E-5
1.4361398E+5 6.3784924E-5
1.2893603E+5 6.9845422E-5
1.1575824E+5 7.6697552E-5
1.0392726E+5 8.3993697E-5
9.3305466E+4 9.2171412E-5
8.3769261E+4 1.0111453E-4
7.5207695E+4 1.1086392E-4
6.7521156E+4 1.2134587E-4
6.0620214E+4 1.3287929E-4
5.4424577E+4 1.4565011E-4
4.8862159E+4 1.5949752E-4
4.3868244E+4 1.7469941E-4
3.9384728E+4 1.9120924E-4
3.5359445E+4 2.0919481E-4
3.1745563E+4 2.2877865E-4
2.8501035E+4 2.4979196E-4
2.5588111E+4 2.7134510E-4
2.2972900E+4 2.9631829E-4
2.0624974E+4 3.2171949E-4
1.8517016E+4 3.5054225E-4
1.6624501E+4 3.8182441E-4
1.4925408E+4 4.1323136E-4
1.3399969E+4 4.4986714E-4
1.2030437E+4 4.8808830E-4
1.0800876E+4 5.2844390E-4
9.6969820E+3 5.7271048E-4
8.7059100E+3 6.1948951E-4
7.8161300E+3 6.7059398E-4
7.0172890E+3 7.2782018E-4
6.3000930E+3 7.9118038E-4
5.6561970E+3 8.5902220E-4
5.0781110E+3 9.3586577E-4
4.5591070E+3 1.0168525E-3
4.0931470E+3 1.1094564E-3
3.6748100E+3 1.2142425E-3
3.2992300E+3 1.3295852E-3
2.9620350E+3 1.4518535E-3
2.6593020E+3 1.5919273E-3
2.3875110E+3 1.7473788E-3
2.1434970E+3 1.9211183E-3
1.9244230E+3 2.1149667E-3
1.7277390E+3 2.3264082E-3
1.5511570E+3 2.5579934E-3
1.3926220E+3 2.8228394E-3
1.2502900E+3 3.1178053E-3
1.1225050E+3 3.3242463E-3
1.0077810E+3 3.6681395E-3
9.0478100E+2 4.0568124E-3
8.1230900E+2 4.4763391E-3
7.2928800E+2 4.9411370E-3
6.5475100E+2 5.4662843E-3
5.8783300E+2 6.0575841E-3
5.2775400E+2 6.6809688E-3
4.7381500E+2 7.4073117E-3
4.2539000E+2 8.1819686E-3
3.8191300E+2 9.0610908E-3
3.4288000E+2 1.0019502E-2
3.0783600E+2 1.1117863E-2
2.7637400E+2 1.2287027E-2
2.4812700E+2 1.3635334E-2
2.2276800E+2 1.5091313E-2
2.0000000E+2 1.6781775E-2
