f G/w
1.0000000E+6 2.7197126E-5
8.9779585E+5 2.8714474E-5
8.0603739E+5 3.0358962E-5
7.2365703E+5 3.2061162E-5
6.4969628E+5 3.3783060E-5
5.8329463E+5 3.5826001E-5
5.2367949E+5 3.8032698E-5
4.7015728E+5 4.0453647E-5
4.2210526E+5 4.3100345E-5
3.7896435E+5 4.5993377E-5
3.4023262E+5 4.9183954E-5
3.0545943E+5 5.2635745E-5
2.7424021E+5 5.6501673E-5
2.4621173E+5 6.0671596E-5
2.2104787E+5 6.5288654E-5
1.9845586E+5 7.0356835E-5
1.7817285E+5 7.6066134E-5
1.5996284E+5 8.2187209E-5
1.4361398E+5 8.9032013E-5
1.2893603E+5 9.6623001E-5
1.1575824E+5 1.0502531E-4
1.0392726E+5 1.1436170E-4
9.3305466E+4 1.2473474E-4
8.3769261E+4 1.3596819E-4
7.5207695E+4 1.4859026E-4
6.7521156E+4 1.6266774E-4
6.0620214E+4 1.7826067E-4
5.4424577E+4 1.9528153E-4
4.8862159E+4 2.1451898E-4
4.3868244E+4 2.3517732E-4
3.9384728E+4 2.5823084E-4
3.5359445E+4 2.8370551E-4
3.1745563E+4 3.1186780E-4
2.8501035E+4 3.4306306E-4
2.5588111E+4 3.7697122E-4
2.2972900E+4 4.1446190E-4
2.0624974E+4 4.5482465E-4
1.8517016E+4 4.9824868E-4
1.6624501E+4 5.4640321E-4
1.4925408E+4 5.9815322E-4
1.3399969E+4 6.5292501E-4
1.2030437E+4 7.1244457E-4
1.0800876E+4 7.7523644E-4
9.6969820E+3 8.4082870E-4
8.7059100E+3 9.0958495E-4
7.8161300E+3 9.8210319E-4
7.0172890E+3 1.0559876E-3
6.3000930E+3 1.1315403E-3
5.6561970E+3 1.2069967E-3
5.0781110E+3 1.2834525E-3
4.5591070E+3 1.3583261E-3
4.0931470E+3 1.4351490E-3
3.6748100E+3 1.5112016E-3
3.2992300E+3 1.5881849E-3
2.9620350E+3 1.6655950E-3
2.6593020E+3 1.7481609E-3
2.3875110E+3 1.8353101E-3
2.1434970E+3 1.9309484E-3
1.9244230E+3 2.0298699E-3
1.7277390E+3 2.1419259E-3
1.5511570E+3 2.2689591E-3
1.3926220E+3 2.4082337E-3
1.2502900E+3 2.5667771E-3
1.1225050E+3 2.7425502E-3
1.0077810E+3 2.9484180E-3
9.0478100E+2 3.1896346E-3
8.1230900E+2 3.4528743E-3
7.2928800E+2 3.7501522E-3
6.5475100E+2 4.0900659E-3
5.8783300E+2 4.4755573E-3
5.2775400E+2 4.9188245E-3
4.7381500E+2 5.3842122E-3
4.2539000E+2 5.9271841E-3
3.8191300E+2 6.5368921E-3
3.4288000E+2 7.2158547E-3
3.0783600E+2 7.9796379E-3
2.7637400E+2 8.8343225E-3
2.4812700E+2 9.7743896E-3
2.2276800E+2 1.0830005E-2
2.0000000E+2 1.2002737E-2
