f G/w
1.0000000E+6 1.9793337E-5
8.9779585E+5 2.0677367E-5
8.0603739E+5 2.1636859E-5
7.2365703E+5 2.2635378E-5
6.4969628E+5 2.2790928E-5
5.8329463E+5 2.3108932E-5
5.2367949E+5 2.3882175E-5
4.7015728E+5 2.5236548E-5
4.2210526E+5 2.6797923E-5
3.7896435E+5 2.8364972E-5
3.4023262E+5 3.0103960E-5
3.0545943E+5 3.1942477E-5
2.7424021E+5 3.4144060E-5
2.4621173E+5 3.5457162E-5
2.2104787E+5 3.7905081E-5
1.9845586E+5 4.0127405E-5
1.7817285E+5 4.2131839E-5
1.5996284E+5 4.2784285E-5
1.4361398E+5 4.4946377E-5
1.2893603E+5 4.7542740E-5
1.1575824E+5 5.0405110E-5
1.0392726E+5 5.2879599E-5
9.3305466E+4 5.5945675E-5
8.3769261E+4 5.8778045E-5
7.5207695E+4 6.1938391E-5
6.7521156E+4 6.5444056E-5
6.0620214E+4 6.8903272E-5
5.4424577E+4 7.2546517E-5
4.8862159E+4 7.6458833E-5
4.3868244E+4 8.0706208E-5
3.9384728E+4 8.5095103E-5
3.5359445E+4 8.9554749E-5
3.1745563E+4 9.4796900E-5
2.8501035E+4 1.0049808E-4
2.5588111E+4 1.0625261E-4
2.2972900E+4 1.1248721E-4
2.0624974E+4 1.1921404E-4
1.8517016E+4 1.2682789E-4
1.6624501E+4 1.3499571E-4
1.4925408E+4 1.4412600E-4
1.3399969E+4 1.5352166E-4
1.2030437E+4 1.6386133E-4
1.0800876E+4 1.7603320E-4
9.6969820E+3 1.9034798E-4
8.7059100E+3 2.0451365E-4
7.8161300E+3 2.2032459E-4
7.0172890E+3 2.3986562E-4
6.3000930E+3 2.5854547E-4
5.6561970E+3 2.7915729E-4
5.0781110E+3 3.0179326E-4
4.5591070E+3 3.2736808E-4
4.0931470E+3 3.5538028E-4
3.6748100E+3 3.8433637E-4
3.2992300E+3 4.1604814E-4
2.9620350E+3 4.5085357E-4
2.6593020E+3 4.9047400E-4
2.3875110E+3 5.3391425E-4
2.1434970E+3 5.8370126E-4
1.9244230E+3 6.3754377E-4
1.7277390E+3 6.9683997E-4
1.5511570E+3 7.6107377E-4
1.3926220E+3 8.3350153E-4
1.2502900E+3 9.1178244E-4
1.1225050E+3 1.0006837E-3
1.0077810E+3 1.0975518E-3
9.0478100E+2 1.2039721E-3
8.1230900E+2 1.3245594E-3
7.2928800E+2 1.4561598E-3
6.5475100E+2 1.6042284E-3
5.8783300E+2 1.7701502E-3
5.2775400E+2 1.9559652E-3
4.7381500E+2 2.1568906E-3
4.2539000E+2 2.3877599E-3
3.8191300E+2 2.6403794E-3
3.4288000E+2 2.9185813E-3
3.0783600E+2 3.2410410E-3
2.7637400E+2 3.5941124E-3
2.4812700E+2 3.9945996E-3
2.2276800E+2 4.4338358E-3
2.0000000E+2 4.9238050E-3
