f G/w
1.0000000E+6 4.6839225E-5
8.9779585E+5 4.9931336E-5
8.0603739E+5 5.3162061E-5
7.2365703E+5 5.6586719E-5
6.4969628E+5 6.0074794E-5
5.8329463E+5 6.4011945E-5
5.2367949E+5 6.8285396E-5
4.7015728E+5 7.2846687E-5
4.2210526E+5 7.7756067E-5
3.7896435E+5 8.3048757E-5
3.4023262E+5 8.8769423E-5
3.0545943E+5 9.4977067E-5
2.7424021E+5 1.0179072E-4
2.4621173E+5 1.0915955E-4
2.2104787E+5 1.1729306E-4
1.9845586E+5 1.2607962E-4
1.7817285E+5 1.3577992E-4
1.5996284E+5 1.4636451E-4
1.4361398E+5 1.5801725E-4
1.2893603E+5 1.7071356E-4
1.1575824E+5 1.8464270E-4
1.0392726E+5 1.9988655E-4
9.3305466E+4 2.1657170E-4
8.3769261E+4 2.3479290E-4
7.5207695E+4 2.5449548E-4
6.7521156E+4 2.7598480E-4
6.0620214E+4 2.9919504E-4
5.4424577E+4 3.2403528E-4
4.8862159E+4 3.5094750E-4
4.3868244E+4 3.7950972E-4
3.9384728E+4 4.0978141E-4
3.5359445E+4 4.4222693E-4
3.1745563E+4 4.7672332E-4
2.8501035E+4 5.1271394E-4
2.5588111E+4 5.5124982E-4
2.2972900E+4 5.9145533E-4
2.0624974E+4 6.3421184E-4
1.8517016E+4 6.7987360E-4
1.6624501E+4 7.2834333E-4
1.4925408E+4 7.7989496E-4
1.3399969E+4 8.3519353E-4
1.2030437E+4 8.9455179E-4
1.0800876E+4 9.5818488E-4
9.6969820E+3 1.0254799E-3
8.7059100E+3 1.0986862E-3
7.8161300E+3 1.1768785E-3
7.0172890E+3 1.2609986E-3
6.3000930E+3 1.3519353E-3
5.6561970E+3 1.4498250E-3
5.0781110E+3 1.5567433E-3
4.5591070E+3 1.6749745E-3
4.0931470E+3 1.8045163E-3
3.6748100E+3 1.9486110E-3
3.2992300E+3 2.1087857E-3
2.9620350E+3 2.2880657E-3
2.6593020E+3 2.4886051E-3
2.3875110E+3 2.7147003E-3
2.1434970E+3 2.9661298E-3
1.9244230E+3 3.2499681E-3
1.7277390E+3 3.5710542E-3
1.5511570E+3 3.9248051E-3
1.3926220E+3 4.3274208E-3
1.2502900E+3 4.7735408E-3
1.1225050E+3 5.2809471E-3
1.0077810E+3 5.8355768E-3
9.0478100E+2 6.4741608E-3
8.1230900E+2 7.1844625E-3
7.2928800E+2 7.9617941E-3
6.5475100E+2 8.8582049E-3
5.8783300E+2 9.8367509E-3
5.2775400E+2 1.0925512E-2
4.7381500E+2 1.2148849E-2
4.2539000E+2 1.3528950E-2
3.8191300E+2 1.5063244E-2
3.4288000E+2 1.6769369E-2
3.0783600E+2 1.8629058E-2
2.7637400E+2 2.0724574E-2
2.4812700E+2 2.3121255E-2
2.2276800E+2 2.5745940E-2
2.0000000E+2 2.8688050E-2
