f G/w
1.0000000E+6 1.3127424E-4
8.9779585E+5 1.3812219E-4
8.0603739E+5 1.4558357E-4
7.2365703E+5 1.5369126E-4
6.4969628E+5 1.6252688E-4
5.8329463E+5 1.7238890E-4
5.2367949E+5 1.8325995E-4
4.7015728E+5 1.9525077E-4
4.2210526E+5 2.0837564E-4
3.7896435E+5 2.2272924E-4
3.4023262E+5 2.3834622E-4
3.0545943E+5 2.5541991E-4
2.7424021E+5 2.7401111E-4
2.4621173E+5 2.9404526E-4
2.2104787E+5 3.1570801E-4
1.9845586E+5 3.3891343E-4
1.7817285E+5 3.6367403E-4
1.5996284E+5 3.8972826E-4
1.4361398E+5 4.1728417E-4
1.2893603E+5 4.4595398E-4
1.1575824E+5 4.7557309E-4
1.0392726E+5 5.0595673E-4
9.3305466E+4 5.3680379E-4
8.3769261E+4 5.6762801E-4
7.5207695E+4 5.9831087E-4
6.7521156E+4 6.2808149E-4
6.0620214E+4 6.5676018E-4
5.4424577E+4 6.8447327E-4
4.8862159E+4 7.1044322E-4
4.3868244E+4 7.3470916E-4
3.9384728E+4 7.5686834E-4
3.5359445E+4 7.7727896E-4
3.1745563E+4 7.9553320E-4
2.8501035E+4 8.1209041E-4
2.5588111E+4 8.2663303E-4
2.2972900E+4 8.3997783E-4
2.0624974E+4 8.5176622E-4
1.8517016E+4 8.6241949E-4
1.6624501E+4 8.7221619E-4
1.4925408E+4 8.8094009E-4
1.3399969E+4 8.8979184E-4
1.2030437E+4 8.9829709E-4
1.0800876E+4 9.0688724E-4
9.6969820E+3 9.1537513E-4
8.7059100E+3 9.2409216E-4
7.8161300E+3 9.3376227E-4
7.0172890E+3 9.4424494E-4
6.3000930E+3 9.5587916E-4
5.6561970E+3 9.6865174E-4
5.0781110E+3 9.8266448E-4
4.5591070E+3 9.9800489E-4
4.0931470E+3 1.0169116E-3
3.6748100E+3 1.0371534E-3
3.2992300E+3 1.0606595E-3
2.9620350E+3 1.0862925E-3
2.6593020E+3 1.1171974E-3
2.3875110E+3 1.1563406E-3
2.1434970E+3 1.1885001E-3
1.9244230E+3 1.2291401E-3
1.7277390E+3 1.2764116E-3
1.5511570E+3 1.3301352E-3
1.3926220E+3 1.3913200E-3
1.2502900E+3 1.4610808E-3
1.1225050E+3 1.5403000E-3
1.0077810E+3 1.6249368E-3
9.0478100E+2 1.7229255E-3
8.1230900E+2 1.8415455E-3
7.2928800E+2 1.9630022E-3
6.5475100E+2 2.1104910E-3
5.8783300E+2 2.2695053E-3
5.2775400E+2 2.4574731E-3
4.7381500E+2 2.6594712E-3
4.2539000E+2 2.8863807E-3
3.8191300E+2 3.1346397E-3
3.4288000E+2 3.4320857E-3
3.0783600E+2 3.7437250E-3
2.7637400E+2 4.0953525E-3
2.4812700E+2 4.5107564E-3
2.2276800E+2 4.9431725E-3
2.0000000E+2 5.4315675E-3
