f G/w
1.0000000E+6 8.9163868E-6
8.9779585E+5 8.8586780E-6
8.0603739E+5 8.9811346E-6
7.2365703E+5 9.1129638E-6
6.4969628E+5 9.2588057E-6
5.8329463E+5 9.4158993E-6
5.2367949E+5 9.6340568E-6
4.7015728E+5 9.8658151E-6
4.2210526E+5 1.0146757E-5
3.7896435E+5 1.0447179E-5
3.4023262E+5 1.0796852E-5
3.0545943E+5 1.1175278E-5
2.7424021E+5 1.1628756E-5
2.4621173E+5 1.2119385E-5
2.2104787E+5 1.2670116E-5
1.9845586E+5 1.3324375E-5
1.7817285E+5 1.4023209E-5
1.5996284E+5 1.4792075E-5
1.4361398E+5 1.5647749E-5
1.2893603E+5 1.6575064E-5
1.1575824E+5 1.7623221E-5
1.0392726E+5 1.8770343E-5
9.3305466E+4 2.0008974E-5
8.3769261E+4 2.1450232E-5
7.5207695E+4 2.2987926E-5
6.7521156E+4 2.4692980E-5
6.0620214E+4 2.6568955E-5
5.4424577E+4 2.8664967E-5
4.8862159E+4 3.0938115E-5
4.3868244E+4 3.3488234E-5
3.9384728E+4 3.6258568E-5
3.5359445E+4 3.9371340E-5
3.1745563E+4 4.2781706E-5
2.8501035E+4 4.6602444E-5
2.5588111E+4 5.0767657E-5
2.2972900E+4 5.5376968E-5
2.0624974E+4 6.0614777E-5
1.8517016E+4 6.6304823E-5
1.6624501E+4 7.2733178E-5
1.4925408E+4 7.9565570E-5
1.3399969E+4 8.7646570E-5
1.2030437E+4 9.6034851E-5
1.0800876E+4 1.0549831E-4
9.6969820E+3 1.1587903E-4
8.7059100E+3 1.2738081E-4
7.8161300E+3 1.3997617E-4
7.0172890E+3 1.5377467E-4
6.3000930E+3 1.6934201E-4
5.6561970E+3 1.8611773E-4
5.0781110E+3 2.0482854E-4
4.5591070E+3 2.2562217E-4
4.0931470E+3 2.4827625E-4
3.6748100E+3 2.7311160E-4
3.2992300E+3 3.0060381E-4
2.9620350E+3 3.3114653E-4
2.6593020E+3 3.6456970E-4
2.3875110E+3 4.0234013E-4
2.1434970E+3 4.4349155E-4
1.9244230E+3 4.8958311E-4
1.7277390E+3 5.4007600E-4
1.5511570E+3 5.9699248E-4
1.3926220E+3 6.6034751E-4
1.2502900E+3 7.3070439E-4
1.1225050E+3 8.0804807E-4
1.0077810E+3 8.9563851E-4
9.0478100E+2 9.9331897E-4
8.1230900E+2 1.1005984E-3
7.2928800E+2 1.2226891E-3
6.5475100E+2 1.3580698E-3
5.8783300E+2 1.5058743E-3
5.2775400E+2 1.6748360E-3
4.7381500E+2 1.8614704E-3
4.2539000E+2 2.0671553E-3
3.8191300E+2 2.2981160E-3
3.4288000E+2 2.5541478E-3
3.0783600E+2 2.8399161E-3
2.7637400E+2 3.1653869E-3
2.4812700E+2 3.5158126E-3
2.2276800E+2 3.9194416E-3
2.0000000E+2 4.3508176E-3
