N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 315 1.500E-4 1.169020065E+00 1.170699098E+00
1.468000E+10 1.000E+15 315 1.500E-4 1.169707903E+00 1.170854174E+00
2.154000E+10 1.000E+15 315 1.500E-4 1.017810812E+00 1.171096513E+00
3.162000E+10 1.000E+15 315 1.500E-4 1.170915221E+00 1.171450889E+00
4.642000E+10 1.000E+15 315 1.500E-4 1.171593139E+00 1.171958596E+00
6.813000E+10 1.000E+15 315 1.500E-4 1.172510997E+00 1.172760941E+00
1.000000E+11 1.000E+15 315 1.500E-4 1.173751805E+00 1.173922983E+00
1.468000E+11 1.000E+15 315 1.500E-4 1.174070229E+00 1.174192900E+00
2.154000E+11 1.000E+15 315 1.500E-4 1.174225001E+00 1.174308444E+00
3.162000E+11 1.000E+15 315 1.500E-4 1.174414539E+00 1.174471286E+00
4.642000E+11 1.000E+15 315 1.500E-4 1.174658222E+00 1.174696775E+00
6.813000E+11 1.000E+15 315 1.500E-4 1.174975454E+00 1.175001595E+00
1.000000E+12 1.000E+15 315 1.500E-4 1.176712904E+00 1.176730703E+00
1.468000E+12 1.000E+15 315 1.500E-4 1.180898849E+00 1.180911688E+00
2.154000E+12 1.000E+15 315 1.500E-4 1.185640528E+00 1.185650087E+00
3.162000E+12 1.000E+15 315 1.500E-4 1.187337998E+00 1.187380897E+00
4.642000E+12 1.000E+15 315 1.500E-4 1.196616657E+00 1.196630084E+00
6.813000E+12 1.000E+15 315 1.500E-4 1.202248073E+00 1.202254265E+00
1.000000E+13 1.000E+15 315 1.500E-4 1.211559066E+00 1.211564472E+00
