fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0US1 8:59 301.9 38.4 1.000E+000 1.303E+000 1.795E-006 1.532E+004 2.644E+000 2.108E-008 1.224E-005 5.026E-002 1.224E-005 1.733E-007 2.818E-001 2.670E-002 6.467E-006 3.259E-003 
0US2 9:15 305 38.01 1.000E+000 1.262E+000 1.819E-006 1.359E+004 2.633E+000 2.330E-008 1.209E-005 4.468E-002 1.209E-005 1.500E-007 2.778E-001 2.350E-002 6.356E-006 1.385E-003 
0US3 9:36 307.6 37.69 1.000E+000 1.466E+000 2.229E-006 1.222E+004 2.616E+000 2.575E-008 1.214E-005 4.118E-002 1.213E-005 1.375E-007 2.753E-001 2.160E-002 6.338E-006 1.511E-002 
0US4 9:55 309.5 37.46 1.000E+000 1.486E+000 1.784E-006 1.127E+004 2.619E+000 2.624E-008 1.234E-005 3.816E-002 1.234E-005 1.287E-007 2.733E-001 1.990E-002 6.435E-006 3.111E-003 
0US5 10:20 312 37.16 1.000E+000 1.422E+000 2.044E-006 1.009E+004 2.598E+000 2.932E-008 1.228E-005 3.522E-002 1.227E-005 1.172E-007 2.712E-001 1.830E-002 6.370E-006 1.924E-003 
0US6 10:38 313.6 36.97 1.000E+000 1.425E+000 1.948E-006 9.380E+003 2.596E+000 3.046E-008 1.176E-005 3.179E-002 1.175E-005 1.005E-007 2.689E-001 1.650E-002 6.051E-006 1.951E-001 
0US7 11:3 315.2 36.78 1.000E+000 1.547E+000 2.049E-006 8.702E+003 2.599E+000 3.160E-008 1.208E-005 3.048E-002 1.207E-005 9.857E-008 2.679E-001 1.580E-002 6.199E-006 4.636E-003 
0US8 11:22 317.3 36.54 1.000E+000 1.539E+000 2.121E-006 7.866E+003 2.591E+000 3.344E-008 1.200E-005 2.784E-002 1.200E-005 8.889E-008 2.661E-001 1.440E-002 6.130E-006 1.538E-003 
0US9 11:43 319.5 36.29 1.000E+000 1.562E+000 2.154E-006 7.057E+003 2.580E+000 3.562E-008 1.232E-005 2.608E-002 1.231E-005 8.506E-008 2.650E-001 1.340E-002 6.300E-006 8.548E-004 
US10 11:57 321.9 36.02 1.000E+000 1.452E+000 2.018E-006 6.255E+003 2.562E+000 3.837E-008 1.241E-005 2.389E-002 1.240E-005 7.804E-008 2.635E-001 1.230E-002 6.293E-006 9.596E-004 
US11 12:18 324.6 35.72 1.000E+000 1.505E+000 2.006E-006 5.456E+003 2.560E+000 4.094E-008 1.203E-005 2.074E-002 1.202E-005 6.515E-008 2.615E-001 1.060E-002 6.089E-006 1.483E-003 
US12 12:36 327.8 35.37 1.000E+000 1.495E+000 2.173E-006 4.658E+003 2.561E+000 4.395E-008 1.277E-005 1.914E-002 1.276E-005 6.358E-008 2.603E-001 9.800E-003 6.421E-006 4.414E-003 
US13 12:54 330 35.13 1.000E+000 1.542E+000 2.205E-006 4.206E+003 2.554E+000 4.624E-008 1.253E-005 1.717E-002 1.252E-005 5.572E-008 2.592E-001 8.700E-003 6.332E-006 1.587E-002 
US14 13:7 332.7 34.85 1.000E+000 1.685E+000 2.581E-006 3.762E+003 2.550E+000 4.933E-008 1.182E-005 1.464E-002 1.180E-005 4.454E-008 2.577E-001 7.400E-003 5.938E-006 4.006E-004 
