N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.195977785E+00 1.196041602E+00 1.196134638E+00 1.196269887E+00 1.196465668E+00 1.196747335E+00 1.197148966E+00 1.197714508E+00 1.198497088E+00 1.199554798E+00 1.200941389E+00 1.202692592E+00 1.204814079E+00 1.207281633E+00 1.210059524E+00 1.213124938E+00 1.216474277E+00 1.220103875E+00 1.223986476E+00
1.600000000E+01 1.250516736E+00 1.250559413E+00 1.250621781E+00 1.250712920E+00 1.250845935E+00 1.251039646E+00 1.251320789E+00 1.251726812E+00 1.252309025E+00 1.253135593E+00 1.254293005E+00 1.255883893E+00 1.258018247E+00 1.260795872E+00 1.264281324E+00 1.268479168E+00 1.273323080E+00 1.278689631E+00 1.284432887E+00
1.700000000E+01 1.318961089E+00 1.319061412E+00 1.319207722E+00 1.319420837E+00 1.319730425E+00 1.320178208E+00 1.320821741E+00 1.321738153E+00 1.323026443E+00 1.324805795E+00 1.327206107E+00 1.330347320E+00 1.334307844E+00 1.339090776E+00 1.344605191E+00 1.350678865E+00 1.357101730E+00 1.363677179E+00 1.370253479E+00
1.549996187E+01 1.227006797E+00 1.227038823E+00 1.227085631E+00 1.227154011E+00 1.227253767E+00 1.227398921E+00 1.227609354E+00 1.227912805E+00 1.228347136E+00 1.228962498E+00 1.229822611E+00 1.231004014E+00 1.232591800E+00 1.234670513E+00 1.237309659E+00 1.240545761E+00 1.244367201E+00 1.248711666E+00 1.253481744E+00
1.649996187E+01 1.279426263E+00 1.279492314E+00 1.279588770E+00 1.279729546E+00 1.279934654E+00 1.280232592E+00 1.280663423E+00 1.281282346E+00 1.282163203E+00 1.283400613E+00 1.285108226E+00 1.287409731E+00 1.290419497E+00 1.294213418E+00 1.298798233E+00 1.304095209E+00 1.309952818E+00 1.316186962E+00 1.322626954E+00
1.674996808E+01 1.297687720E+00 1.297770256E+00 1.297890714E+00 1.298066361E+00 1.298321918E+00 1.298692400E+00 1.299226591E+00 1.299990839E+00 1.301072240E+00 1.302579218E+00 1.304636405E+00 1.307369984E+00 1.310881629E+00 1.315215150E+00 1.320329145E+00 1.326093729E+00 1.332320188E+00 1.338810734E+00 1.345400253E+00
1.624993176E+01 1.263775981E+00 1.263828743E+00 1.263905827E+00 1.264018410E+00 1.264182612E+00 1.264421495E+00 1.264767692E+00 1.265266607E+00 1.265979855E+00 1.266988107E+00 1.268391485E+00 1.270304721E+00 1.272843840E+00 1.276102903E+00 1.280124831E+00 1.284878154E+00 1.290255297E+00 1.296099229E+00 1.302246181E+00
1.574996808E+01 1.238476817E+00 1.238512390E+00 1.238564388E+00 1.238640390E+00 1.238751337E+00 1.238912965E+00 1.239147661E+00 1.239486855E+00 1.239973789E+00 1.240666283E+00 1.241638517E+00 1.242980196E+00 1.244790789E+00 1.247166639E+00 1.250180876E+00 1.253860709E+00 1.258172417E+00 1.263025423E+00 1.268297368E+00
1.524993176E+01 1.214783679E+00 1.214819727E+00 1.214872364E+00 1.214949110E+00 1.215060725E+00 1.215222413E+00 1.215455308E+00 1.215788097E+00 1.216258430E+00 1.216913522E+00 1.217809125E+00 1.219006350E+00 1.220566737E+00 1.222546853E+00 1.224992866E+00 1.227933086E+00 1.231367202E+00 1.235257941E+00 1.239534769E+00
