X Y Xfit Yfit
1.4457700E+1 1.6045000E+2 1.4948272E+1 1.5848919E+2
1.5942800E+1 1.7571600E+2 1.6117678E+1 1.7402627E+2
1.7459100E+1 1.9233900E+2 1.7459100E+1 1.9101377E+2
1.9134200E+1 2.1061300E+2 1.8984693E+1 2.0957498E+2
2.0900500E+1 2.3054400E+2 2.0703308E+1 2.2984395E+2
2.2752200E+1 2.5239700E+2 2.2619300E+1 2.5196760E+2
2.4818500E+1 2.7630100E+2 2.4731451E+1 2.7610846E+2
2.7179200E+1 3.0232400E+2 2.7032222E+1 3.0244792E+2
2.9507500E+1 3.3084300E+2 2.9507500E+1 3.3119010E+2
3.2013900E+1 3.6209300E+2 3.2137015E+1 3.6256604E+2
3.4785200E+1 3.9627800E+2 3.4895480E+1 3.9683795E+2
3.7466200E+1 4.3368100E+2 3.7754397E+1 4.3430338E+2
4.0258600E+1 4.7452800E+2 4.0684373E+1 4.7529899E+2
4.3324100E+1 5.1929600E+2 4.3657644E+1 5.2020381E+2
4.6467300E+1 5.6864600E+2 4.6650533E+1 5.6944208E+2
4.9522500E+1 6.2252200E+2 4.9645550E+1 6.2348576E+2
5.2365700E+1 6.8187200E+2 5.2632966E+1 6.8285701E+2
5.5611800E+1 7.4664300E+2 5.5611800E+1 7.4813079E+2
5.8601000E+1 8.1829400E+2 5.8590282E+1 8.1993827E+2
6.2302200E+1 8.9705900E+2 6.1585921E+1 8.9897077E+2
6.5434400E+1 9.8366300E+2 6.4625355E+1 9.8598444E+2
6.8595400E+1 1.0781200E+3 6.7744209E+1 1.0818067E+3
7.2515600E+1 1.1832800E+3 7.0987046E+1 1.1873424E+3
7.4553000E+1 1.2991900E+3 7.4407646E+1 1.3035827E+3
7.9063200E+1 1.4260000E+3 7.8069621E+1 1.4316130E+3
8.3690300E+1 1.5661400E+3 8.2047509E+1 1.5726241E+3
8.8074800E+1 1.7221400E+3 8.6428363E+1 1.7279221E+3
9.2391300E+1 1.8923800E+3 9.1313927E+1 1.8989416E+3
9.6284200E+1 2.0787800E+3 9.6823447E+1 2.0872579E+3
1.0267300E+2 2.2848500E+3 1.0309721E+2 2.2946026E+3
1.0879000E+2 2.5106400E+3 1.1030093E+2 2.5228786E+3
1.1640300E+2 2.7590800E+3 1.1863105E+2 2.7741779E+3
1.2964000E+2 3.0375200E+3 1.2832129E+2 3.0508002E+3
1.3410400E+2 3.3409900E+3 1.3965044E+2 3.3552736E+3
1.5181000E+2 3.6764200E+3 1.5295190E+2 3.6903772E+3
1.7282100E+2 4.0395100E+3 1.6862505E+2 4.0591652E+3
1.8655500E+2 4.4491500E+3 1.8714911E+2 4.4649935E+3
2.1581800E+2 4.9099500E+3 2.0909971E+2 4.9115487E+3
2.2401600E+2 5.3981300E+3 2.3516901E+2 5.4028789E+3
2.5387500E+2 5.9179600E+3 2.6618981E+2 5.9434278E+3
2.9210000E+2 6.5234700E+3 3.0316466E+2 6.5380702E+3
3.4730100E+2 7.1493300E+3 3.4730100E+2 7.1921511E+3
3.9448100E+2 7.9171700E+3 4.0005332E+2 7.9115255E+3
4.6599700E+2 8.7101900E+3 4.6317397E+2 8.7026021E+3
5.6414600E+2 9.5524700E+3 5.3877422E+2 9.5723877E+3
6.8318400E+2 1.0534400E+4 6.2939746E+2 1.0528531E+4
8.2058100E+2 1.1504800E+4 7.3810706E+2 1.1579370E+4
9.3319800E+2 1.2702800E+4 8.6859134E+2 1.2733974E+4
1.1242600E+3 1.4019400E+4 1.0252888E+3 1.4002180E+4
1.2895000E+3 1.5388500E+4 1.2135377E+3 1.5394634E+4
1.6203900E+3 1.6922800E+4 1.4397516E+3 1.6922800E+4
1.8873900E+3 1.8578100E+4 1.7116290E+3 1.8598975E+4
2.3164600E+3 2.0424300E+4 2.0383984E+3 2.0436273E+4
2.7254200E+3 2.2477100E+4 2.4311011E+3 2.2448559E+4
3.2775800E+3 2.4651100E+4 2.9029232E+3 2.4650371E+4
3.7590200E+3 2.7171800E+4 3.4695692E+3 2.7056749E+4
4.3917900E+3 2.9739400E+4 4.1496874E+3 2.9683012E+4
5.3035700E+3 3.2640000E+4 4.9653311E+3 3.2544393E+4
6.4663000E+3 3.5714800E+4 5.9424635E+3 3.5655584E+4
7.1084900E+3 3.9490100E+4 7.1114702E+3 3.9030073E+4
8.0294000E+3 4.3157900E+4 8.5076646E+3 4.2679306E+4
9.3179800E+3 4.7122300E+4 1.0171722E+4 4.6611560E+4
1.1506700E+4 5.1302100E+4 1.2150008E+4 5.0830598E+4
1.4169700E+4 5.6376800E+4 1.4494647E+4 5.5333922E+4
1.7261200E+4 6.0666900E+4 1.7263231E+4 6.0110717E+4
2.0801400E+4 6.6722800E+4 2.0518134E+4 6.5139694E+4
2.4072500E+4 7.1841000E+4 2.4324875E+4 7.0386306E+4
2.7863500E+4 7.6687500E+4 2.8749955E+4 7.5800528E+4
3.3857200E+4 8.2374300E+4 3.3857200E+4 8.1314240E+4
4.0613200E+4 8.9480400E+4 3.9703367E+4 8.6839865E+4
4.6805100E+4 9.3500000E+4 4.6332325E+4 9.2269756E+4
5.3956900E+4 9.9308400E+4 5.3768648E+4 9.7477602E+4
5.9901000E+4 1.0443400E+5 6.2010697E+4 1.0232190E+5
7.3164700E+4 1.0798400E+5 7.1024327E+4 1.0665217E+5
8.5522300E+4 1.1143000E+5 8.0738866E+4 1.1031796E+5
9.0784100E+4 1.1630900E+5 9.1045030E+4 1.1317952E+5
