Ytrue Ypred RSE
1984402567019.554932 121391022080.000000 14.408366
1984402567019.554932 477842800640.000000 2.393635
1984402567019.554932 3303521648640.000000 0.265437
6533411700041.114258 8460849119232.000000 0.067206
6533411700041.114258 10590922735616.000000 0.237928
6533411700041.114258 33625852608512.000000 3.341050
18769849624583.125000 76093348380672.000000 2.300689
18769849624583.125000 109996041830400.000000 4.030893
18769849624583.125000 257059815686144.000000 11.768376
28625277623119.945312 533803869143040.000000 16.701614
28625277623119.945312 463554176090112.000000 14.255627
28625277623119.945312 341518216855552.000000 10.014469
3666775668132.104492 5948107128832.000000 0.238624
3666775668132.104492 4776781152256.000000 0.070345
3666775668132.104492 9480774352896.000000 0.972348
9693705885210.888672 18510082211840.000000 0.433194
9693705885210.888672 17003464097792.000000 0.324174
9693705885210.888672 33633607876608.000000 1.757848
