N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 4.963256000E-03 4.586970000E-03 4.547696000E-03 4.660863000E-03
1.600000000E+01 2.436515500E-02 2.483417900E-02 2.343541800E-02 2.437655300E-02
1.700000000E+01 5.965809500E-02 5.910515000E-02 5.849377600E-02 5.886276700E-02
1.549996187E+01 -4.850256600E-02 -4.545661000E-02 -4.305980900E-02 -4.212388200E-02
1.649996187E+01 4.659949300E-02 4.738574200E-02 4.749961400E-02 4.747587600E-02
1.674996808E+01 5.594249700E-02 5.478011600E-02 5.536624700E-02 5.543152500E-02
1.624993176E+01 3.614364300E-02 3.643603600E-02 3.641799500E-02 3.601917800E-02
1.574996808E+01 4.668356000E-03 5.685424000E-03 5.963862000E-03 6.640425000E-03
1.524993176E+01 -1.510384570E-01 -1.502488550E-01 -1.485143610E-01 -1.460255620E-01
