N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.663421800E-02 1.655257700E-02 1.621992500E-02 1.572590400E-02
1.600000000E+01 9.192724000E-03 7.554029000E-03 4.812441000E-03 4.939380000E-03
1.700000000E+01 8.274788900E-02 8.201040400E-02 8.073892900E-02 8.039031200E-02
1.549996187E+01 -1.896124840E-01 -1.842255540E-01 -1.795492800E-01 -1.750861320E-01
1.649996187E+01 5.770312600E-02 5.941699700E-02 5.996264600E-02 6.005244600E-02
1.674996808E+01 7.416247400E-02 7.365533400E-02 7.421381800E-02 7.387435700E-02
1.624993176E+01 3.749029400E-02 3.801583500E-02 3.815277700E-02 3.786594700E-02
1.574996808E+01 -5.050716300E-02 -5.752389600E-02 -6.254273200E-02 -6.507719600E-02
1.524993176E+01 -9.901382300E-02 -8.497897700E-02 -7.256312900E-02 -6.183683800E-02
