fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
0UT1 9:20 302 38.39 1.000E+000 1.650E+000 1.089E-010 7.059E+002 2.909E+000 6.578E-006 9.900E-004 
0UT2 9:45 306 37.89 1.000E+000 1.670E+000 2.025E-010 7.249E+002 2.877E+000 7.649E-006 1.512E-003 
0UT3 10:5 308.8 37.55 1.000E+000 1.669E+000 3.045E-010 7.378E+002 2.785E+000 7.679E-006 1.254E-003 
0UT4 10:26 311.2 37.26 1.000E+000 1.766E+000 4.719E-010 7.486E+002 2.862E+000 9.736E-006 1.880E-003 
0UT5 10:46 313.3 37.01 1.000E+000 1.709E+000 6.115E-010 7.578E+002 2.735E+000 9.034E-006 1.189E-003 
0UT6 11:10 315.8 36.71 1.000E+000 1.797E+000 9.537E-010 7.684E+002 2.799E+000 1.127E-005 9.016E-004 
0UT7 11:32 318.4 36.41 1.000E+000 1.705E+000 1.328E-009 7.788E+002 2.719E+000 1.154E-005 1.341E-003 
0UT8 11:53 321.4 36.07 1.000E+000 1.649E+000 1.932E-009 7.901E+002 2.652E+000 1.229E-005 1.207E-003 
0UT9 12:15 324.4 35.74 1.000E+000 1.686E+000 2.973E-009 8.004E+002 2.656E+000 1.443E-005 8.924E-004 
UT10 12:34 327.6 35.39 1.000E+000 1.730E+000 4.721E-009 8.103E+002 2.669E+000 1.722E-005 2.361E-003 
UT11 12:53 329.8 35.16 1.000E+000 1.873E+000 7.156E-009 8.163E+002 2.672E+000 1.955E-005 1.055E-003 
UT12 13:13 332.6 34.86 1.000E+000 1.646E+000 1.010E-008 8.231E+002 2.671E+000 2.220E-005 6.514E-004 
