fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0L01 8:32:00 290.1 39.97 1.000E+000 4.519E-001 1.575E-011 1.437E+004 2.789E+000 5.099E-006 1.579E-004 2.343E-001 1.579E-004 1.632E-005 4.410E-001 1.525E-001 1.070E-004 7.150E-003 
0L02 9:11:18 292.3 39.67 1.000E+000 4.454E-001 2.222E-011 1.364E+004 2.774E+000 5.640E-006 1.585E-004 2.281E-001 1.585E-004 1.575E-005 4.353E-001 1.500E-001 1.050E-004 1.702E-002 
0L03 9:33:28 296.2 39.14 1.000E+000 3.693E-001 4.750E-011 1.211E+004 2.763E+000 6.915E-006 1.614E-004 2.172E-001 1.613E-004 1.490E-005 4.251E-001 1.400E-001 1.064E-004 9.634E-003 
0L04 10:01:36 299.7 38.69 1.000E+000 3.873E-001 8.752E-011 1.268E+004 2.775E+000 8.617E-006 1.611E-004 2.064E-001 1.611E-004 1.387E-005 4.169E-001 1.303E-001 1.064E-004 2.553E-003 
0L05 10:26:40 303.1 38.25 1.000E+000 3.701E-001 1.508E-010 9.895E+003 2.743E+000 9.862E-006 1.558E-004 1.932E-001 1.558E-004 1.212E-005 4.024E-001 1.203E-001 1.007E-004 1.175E-002 
0L06 10:49:32 305.7 37.93 1.000E+000 4.800E-001 2.572E-010 1.614E+004 2.828E+000 1.304E-005 1.578E-004 1.865E-001 1.577E-004 1.177E-005 4.003E-001 1.200E-001 9.811E-005 2.186E-003 
0L07 11:12:28 309.1 37.51 1.000E+000 3.215E-001 3.731E-010 7.396E+003 2.693E+000 1.251E-005 1.526E-004 1.740E-001 1.526E-004 1.015E-005 3.822E-001 1.100E-001 9.227E-005 3.146E-003 
0L08 11:34:14 311.5 37.22 1.000E+000 4.103E-001 5.757E-010 7.397E+003 2.715E+000 1.480E-005 1.547E-004 1.672E-001 1.547E-004 9.762E-006 3.774E-001 1.025E-001 9.524E-005 1.585E-002 
0L09 11:57:34 315.3 36.77 1.000E+000 5.756E-001 1.230E-009 1.671E+004 2.857E+000 2.255E-005 1.581E-004 1.573E-001 1.581E-004 9.336E-006 3.754E-001 9.500E-002 9.828E-005 1.043E+000 
0L10 12:18:52 318.6 36.39 1.000E+000 5.534E-001 1.927E-009 1.369E+004 2.847E+000 2.609E-005 1.577E-004 1.478E-001 1.577E-004 8.524E-006 3.657E-001 9.000E-002 9.471E-005 6.132E-001 
0L11 12:38:50 321.7 36.04 1.000E+000 4.680E-001 2.595E-009 5.326E+003 2.672E+000 2.349E-005 1.502E-004 1.364E-001 1.502E-004 7.160E-006 3.496E-001 8.000E-002 8.950E-005 1.817E-003 
0L12 12:55:04 324.2 35.76 1.000E+000 5.561E-001 3.989E-009 5.688E+003 2.730E+000 2.905E-005 1.618E-004 1.335E-001 1.617E-004 7.503E-006 3.476E-001 8.000E-002 9.379E-005 1.681E-003 
0L13 13:15:10 327.3 35.42 1.000E+000 5.743E-001 6.054E-009 4.705E+003 2.705E+000 3.242E-005 1.478E-004 1.192E-001 1.477E-004 5.886E-006 3.343E-001 7.000E-002 8.409E-005 5.995E-003 
0L14 13:34:02 330.3 35.1 1.000E+000 5.681E-001 8.952E-009 3.921E+003 2.679E+000 3.595E-005 1.454E-004 1.104E-001 1.453E-004 5.224E-006 3.256E-001 6.500E-002 8.036E-005 1.361E-002 
0L15 13:53:54 333.5 34.77 1.000E+000 6.000E-001 1.436E-008 3.984E+003 2.724E+000 4.467E-005 1.544E-004 1.057E-001 1.544E-004 5.269E-006 3.230E-001 6.000E-002 8.781E-005 1.291E-003 
0L16 14:28:36 336.2 34.49 1.000E+000 5.569E-001 1.864E-008 2.310E+003 2.568E+000 4.071E-005 1.509E-004 9.673E-002 1.508E-004 4.533E-006 3.107E-001 5.500E-002 8.242E-005 1.692E-003 
0L17 15:00:22 340.3 34.07 1.000E+000 6.500E-001 3.588E-008 3.592E+003 2.775E+000 6.502E-005 1.498E-004 8.726E-002 1.497E-004 4.024E-006 3.081E-001 5.000E-002 8.048E-005 9.877E-004 
