d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.266988107E+00 1.221368622E+00 4.561948500E-02 1.265464526E+00 1.220840208E+00 4.462431800E-02 1.523581000E-03 5.284140000E-04
150 295 1.267336117E+00 1.223651149E+00 4.368496800E-02 1.265995612E+00 1.223142225E+00 4.285338700E-02 1.340505000E-03 5.089240000E-04
150 300 1.268665500E+00 1.226449536E+00 4.221596400E-02 1.267480094E+00 1.225945496E+00 4.153459800E-02 1.185406000E-03 5.040400000E-04
150 305 1.270824423E+00 1.229188725E+00 4.163569800E-02 1.269759091E+00 1.228676373E+00 4.108271800E-02 1.065332000E-03 5.123520000E-04
150 310 1.273358682E+00 1.232393275E+00 4.096540700E-02 1.272372930E+00 1.231843795E+00 4.052913500E-02 9.857520000E-04 5.494800000E-04
150 315 1.276023314E+00 1.235493956E+00 4.052935800E-02 1.275075011E+00 1.234901198E+00 4.017381300E-02 9.483030000E-04 5.927580000E-04
150 320 1.278281988E+00 1.237780808E+00 4.050118000E-02 1.277330963E+00 1.237118960E+00 4.021200300E-02 9.510250000E-04 6.618480000E-04
150 325 1.279555854E+00 1.240050570E+00 3.950528400E-02 1.278565373E+00 1.239284770E+00 3.928060300E-02 9.904810000E-04 7.658000000E-04
150 330 1.279132441E+00 1.241796575E+00 3.733586600E-02 1.278073076E+00 1.240901121E+00 3.717195500E-02 1.059365000E-03 8.954540000E-04
150 335 1.275686158E+00 1.242165767E+00 3.352039100E-02 1.274546588E+00 1.241128524E+00 3.341806400E-02 1.139570000E-03 1.037243000E-03
150 340 1.267051396E+00 1.242265141E+00 2.478625500E-02 1.265845617E+00 1.241053511E+00 2.479210600E-02 1.205779000E-03 1.211630000E-03
180 290 1.264387904E+00 1.219889720E+00 4.449818400E-02 1.263078568E+00 1.219417967E+00 4.366060100E-02 1.309336000E-03 4.717530000E-04
180 295 1.265096047E+00 1.222260710E+00 4.283533700E-02 1.263944218E+00 1.221804250E+00 4.213996800E-02 1.151829000E-03 4.564600000E-04
180 300 1.266513472E+00 1.224935067E+00 4.157840500E-02 1.265490772E+00 1.224479225E+00 4.101154700E-02 1.022700000E-03 4.558420000E-04
180 305 1.268589501E+00 1.227467775E+00 4.112172600E-02 1.267660578E+00 1.227005921E+00 4.065465700E-02 9.289230000E-04 4.618540000E-04
180 310 1.271055915E+00 1.230305838E+00 4.075007700E-02 1.270183210E+00 1.229796849E+00 4.038636100E-02 8.727050000E-04 5.089890000E-04
180 315 1.273599321E+00 1.233067652E+00 4.053166900E-02 1.272743012E+00 1.232499245E+00 4.024376700E-02 8.563090000E-04 5.684070000E-04
180 320 1.275820967E+00 1.235068336E+00 4.075263100E-02 1.274944021E+00 1.234427497E+00 4.051652400E-02 8.769460000E-04 6.408390000E-04
180 325 1.276858950E+00 1.236956490E+00 3.990246000E-02 1.275928349E+00 1.236222101E+00 3.970624800E-02 9.306010000E-04 7.343890000E-04
180 330 1.275993000E+00 1.238207853E+00 3.778514700E-02 1.274983505E+00 1.237344650E+00 3.763885500E-02 1.009495000E-03 8.632030000E-04
