Ytrue Nb T d Ypred RSE
2.6E11 1.36E15 340 3.8E-4 1.69459859E11 0.210945
3.7E11 1.36E15 340 3.8E-4 2.01074115E11 0.416525
6.6E12 1.36E15 340 3.8E-4 5.19390678E12 0.060135
2.8E13 1.36E15 340 3.8E-4 2.70047621E13 9.79E-4
4.2E13 1.36E15 340 3.8E-4 2.75509108E13 0.173803
3.9E11 1.36E15 300 3.8E-4 3.36047407E11 0.030137
3.7E12 1.36E15 300 3.8E-4 5.80372922E12 0.197795
6.6E12 1.36E15 300 3.8E-4 6.99429133E12 0.002809
2.9E13 1.36E15 300 3.8E-4 3.08196493E13 0.004359
4.2E13 1.36E15 320 3.8E-4 4.51028902E13 0.00624
3.9E11 1.36E15 320 3.8E-4 3.72673217E11 0.004893
2.8E13 1.36E15 330 3.8E-4 2.10185277E13 0.07999
2.6E11 1.36E15 305 3.8E-4 2.21201744E11 0.035784

