Ytrue Nb T d Ypred RSE
2.6E11 1.36E15 340 3.8E-4 3.96444754E10 4.888029
3.7E11 1.36E15 340 3.8E-4 1.18551716E11 1.512079
6.6E12 1.36E15 340 3.8E-4 2.24625741E12 1.291674
2.8E13 1.36E15 340 3.8E-4 3.65473363E13 0.074064
4.2E13 1.36E15 340 3.8E-4 4.51548157E13 0.006424
3.9E11 1.36E15 300 3.8E-4 1.0000044E11 2.246878
3.7E12 1.36E15 300 3.8E-4 1.35648444E12 1.11566
6.6E12 1.36E15 300 3.8E-4 1.1796328E12 3.801016
2.9E13 1.36E15 300 3.8E-4 3.07420547E13 0.004032
4.2E13 1.36E15 320 3.8E-4 4.68497969E13 0.013699
3.9E11 1.36E15 320 3.8E-4 1.62864824E11 0.86149
2.8E13 1.36E15 330 3.8E-4 2.74899948E13 1.82E-4
2.6E11 1.36E15 305 3.8E-4 7.4982998E10 1.843977

