Ytrue Nb T d Ypred RSE
1.9E11 1.36E15 340 3.8E-4 1.08607324E11 0.35672
2.2E11 1.36E15 340 3.8E-4 1.39918442E11 0.235852
2.6E11 1.36E15 340 3.8E-4 1.71878629E11 0.19781
3.7E11 1.36E15 340 3.8E-4 2.32585118E11 0.244024
7.1E11 1.36E15 340 3.8E-4 5.03429464E11 0.134106
1.3E12 1.36E15 340 3.8E-4 1.26843067E12 0.001664
3.7E12 1.36E15 340 3.8E-4 2.11312155E12 0.332805
6.6E12 1.36E15 340 3.8E-4 6.71533027E12 1.51E-4
7.2E12 1.36E15 340 3.8E-4 7.9206322E12 0.008279
7.6E12 1.36E15 340 3.8E-4 5.61725466E12 0.094596
8.9E12 1.36E15 340 3.8E-4 7.83102928E12 0.017168
4.9E12 1.36E15 340 3.8E-4 8.08955517E12 0.249306
1.4E13 1.36E15 340 3.8E-4 1.99058061E13 0.125258
1.9E13 1.36E15 340 3.8E-4 2.26946093E13 0.032463
2.8E13 1.36E15 340 3.8E-4 3.32543673E13 0.031372
2.9E13 1.36E15 340 3.8E-4 3.11909123E13 0.006084
4.2E13 1.36E15 340 3.8E-4 4.29843473E13 9.53E-4
3.9E11 1.36E15 300 3.8E-4 2.99138974E11 0.084531
3.7E12 1.36E15 300 3.8E-4 4.75604661E12 0.058886
6.6E12 1.36E15 300 3.8E-4 7.33129946E12 0.010019
2.9E13 1.36E15 300 3.8E-4 2.91631362E13 1.16E-4
4.2E13 1.36E15 320 3.8E-4 4.33928138E13 0.001626
2.9E13 1.36E15 320 3.8E-4 2.15929732E13 0.08456
3.9E11 1.36E15 320 3.8E-4 3.60756183E11 0.010502
4.9E12 1.36E15 320 3.8E-4 6.55294883E12 0.08097
2.8E13 1.36E15 330 3.8E-4 2.37576242E13 0.025459
4.2E13 1.36E15 330 3.8E-4 3.33944277E13 0.0493
2.8E13 1.36E15 310 3.8E-4 2.00118695E13 0.110544
2.8E13 1.36E15 325 3.8E-4 2.2384774E13 0.048115
2.6E11 1.36E15 305 3.8E-4 1.89198811E11 0.120324
