Ytrue Nb T d Ypred RSE
2.6E11 1.36E15 340 3.8E-4 6.09614103E10 2.611095
3.7E11 1.36E15 340 3.8E-4 9.6563897E10 2.182653
3.7E12 1.36E15 340 3.8E-4 2.32242514E12 0.229636
6.6E12 1.36E15 340 3.8E-4 3.62584927E12 0.376058
7.2E12 1.36E15 340 3.8E-4 6.20942985E12 0.023284
2.8E13 1.36E15 340 3.8E-4 3.56024362E13 0.060385
2.9E13 1.36E15 340 3.8E-4 4.75757602E13 0.255438
4.2E13 1.36E15 340 3.8E-4 4.08910265E13 3.63E-4
3.9E11 1.36E15 300 3.8E-4 2.3279399E11 0.299302
3.7E12 1.36E15 300 3.8E-4 3.31314537E12 0.014285
6.6E12 1.36E15 300 3.8E-4 5.19576181E12 0.059959
2.9E13 1.36E15 300 3.8E-4 5.07915179E13 0.328505
4.2E13 1.36E15 320 3.8E-4 5.86924804E13 0.118347
2.9E13 1.36E15 320 3.8E-4 3.39531606E13 0.026575
3.9E11 1.36E15 320 3.8E-4 5.04697611E11 0.054687
2.8E13 1.36E15 330 3.8E-4 2.84307471E13 4.07E-4
2.6E11 1.36E15 305 3.8E-4 1.3283764E11 0.508568

