Ytrue Nb T d Ypred RSE
2.6E11 1.36E15 340 3.8E-4 6.96712806E10 2.095765
3.7E11 1.36E15 340 3.8E-4 1.43856796E11 1.01598
6.6E12 1.36E15 340 3.8E-4 7.3171463E12 0.009635
2.8E13 1.36E15 340 3.8E-4 3.18403856E13 0.017833
4.2E13 1.36E15 340 3.8E-4 4.82089191E13 0.021229
3.9E11 1.36E15 300 3.8E-4 7.18634811E11 0.354226
3.7E12 1.36E15 300 3.8E-4 1.6188925E13 2.566751
6.6E12 1.36E15 300 3.8E-4 1.05985541E14 14.040415
2.9E13 1.36E15 300 3.8E-4 2.74245154E13 0.002572
4.2E13 1.36E15 320 3.8E-4 4.27701442E13 6.69E-4
3.9E11 1.36E15 320 3.8E-4 1.63791582E12 2.342194
2.8E13 1.36E15 330 3.8E-4 2.87617686E13 0.001008
2.6E11 1.36E15 305 3.8E-4 3.03898788E11 0.016595

