Ytrue Nb T d Ypred RSE
1.9E11 1.36E15 340 3.8E-4 1.1654842E11 0.274544
2.2E11 1.36E15 340 3.8E-4 1.46653741E11 0.191314
2.6E11 1.36E15 340 3.8E-4 1.87892138E11 0.125255
3.7E11 1.36E15 340 3.8E-4 2.3014998E11 0.254859
7.1E11 1.36E15 340 3.8E-4 4.65486152E11 0.199068
1.3E12 1.36E15 340 3.8E-4 1.13488953E12 0.02316
3.7E12 1.36E15 340 3.8E-4 1.97183406E12 0.421559
6.6E12 1.36E15 340 3.8E-4 5.86670775E12 0.015101
7.2E12 1.36E15 340 3.8E-4 6.94441581E12 0.001647
7.6E12 1.36E15 340 3.8E-4 4.77008285E12 0.224845
8.9E12 1.36E15 340 3.8E-4 6.94441581E12 0.063377
4.9E12 1.36E15 340 3.8E-4 6.94441581E12 0.117846
1.4E13 1.36E15 340 3.8E-4 1.68737636E13 0.035013
1.9E13 1.36E15 340 3.8E-4 2.04689354E13 0.005888
2.8E13 1.36E15 340 3.8E-4 3.09260861E13 0.01089
2.9E13 1.36E15 340 3.8E-4 3.09260861E13 0.004826
4.2E13 1.36E15 340 3.8E-4 4.44345027E13 0.004103
3.9E11 1.36E15 300 3.8E-4 3.14238304E11 0.058112
3.7E12 1.36E15 300 3.8E-4 4.61127706E12 0.044754
6.6E12 1.36E15 300 3.8E-4 6.9541209E12 0.002231
2.9E13 1.36E15 300 3.8E-4 3.15332556E13 0.007908
4.2E13 1.36E15 320 3.8E-4 3.93469084E13 0.003313
2.9E13 1.36E15 320 3.8E-4 2.07447801E13 0.109791
3.9E11 1.36E15 320 3.8E-4 3.34249492E11 0.032036
4.9E12 1.36E15 320 3.8E-4 6.26202457E12 0.057003
2.8E13 1.36E15 330 3.8E-4 2.22216847E13 0.051397
4.2E13 1.36E15 330 3.8E-4 3.0770555E13 0.092767
2.8E13 1.36E15 310 3.8E-4 2.07662927E13 0.087039
2.8E13 1.36E15 325 3.8E-4 2.21424334E13 0.05304
2.6E11 1.36E15 305 3.8E-4 2.05418807E11 0.06952

