Ytrue Nb T d Ypred RSE
1.9E11 1.36E15 340 3.8E-4 1.24306648E11 0.209407
2.2E11 1.36E15 340 3.8E-4 1.47511617E11 0.186128
2.6E11 1.36E15 340 3.8E-4 1.8360216E11 0.142426
3.7E11 1.36E15 340 3.8E-4 2.08300966E11 0.370129
7.1E11 1.36E15 340 3.8E-4 4.35322111E11 0.265304
1.3E12 1.36E15 340 3.8E-4 1.00897948E12 0.073143
3.7E12 1.36E15 340 3.8E-4 1.44674701E12 0.968119
6.6E12 1.36E15 340 3.8E-4 5.64410291E12 0.026136
7.2E12 1.36E15 340 3.8E-4 7.48515482E12 0.001184
7.6E12 1.36E15 340 3.8E-4 5.11767373E12 0.161741
8.9E12 1.36E15 340 3.8E-4 7.4196288E12 0.034284
4.9E12 1.36E15 340 3.8E-4 7.61834956E12 0.19155
1.4E13 1.36E15 340 3.8E-4 1.76307641E13 0.053473
1.9E13 1.36E15 340 3.8E-4 1.97412415E13 0.001642
2.8E13 1.36E15 340 3.8E-4 2.59250875E13 0.005198
2.9E13 1.36E15 340 3.8E-4 2.48298243E13 0.022572
4.2E13 1.36E15 340 3.8E-4 3.34934256E13 0.047986
3.9E11 1.36E15 300 3.8E-4 3.36152909E11 0.030028
3.7E12 1.36E15 300 3.8E-4 5.64033927E12 0.172667
6.6E12 1.36E15 300 3.8E-4 8.34364305E12 0.052855
2.9E13 1.36E15 300 3.8E-4 2.97522167E13 9.46E-4
4.2E13 1.36E15 320 3.8E-4 5.24697088E13 0.053257
2.9E13 1.36E15 320 3.8E-4 2.44376941E13 0.027625
3.9E11 1.36E15 320 3.8E-4 3.74520011E11 0.004225
4.9E12 1.36E15 320 3.8E-4 6.42078789E12 0.069689
2.8E13 1.36E15 330 3.8E-4 2.63110008E13 0.003285
4.2E13 1.36E15 330 3.8E-4 3.79852439E13 0.008613
2.8E13 1.36E15 310 3.8E-4 1.99862684E13 0.111409
2.8E13 1.36E15 325 3.8E-4 2.86320815E13 7.42E-4
2.6E11 1.36E15 305 3.8E-4 2.13270855E11 0.051019

