Ytrue Nb T d Ypred RSE
2.6E11 1.36E15 340 3.8E-4 1.18273753E11 0.701739
3.7E11 1.36E15 340 3.8E-4 1.73900235E11 0.639659
3.7E12 1.36E15 340 3.8E-4 3.8485033E12 9.21E-4
6.6E12 1.36E15 340 3.8E-4 5.40515448E12 0.042068
7.2E12 1.36E15 340 3.8E-4 7.80070237E12 0.005733
2.8E13 1.36E15 340 3.8E-4 3.1958558E13 0.018838
2.9E13 1.36E15 340 3.8E-4 4.38417301E13 0.177663
4.2E13 1.36E15 340 3.8E-4 3.7367868E13 0.011928
3.9E11 1.36E15 300 3.8E-4 3.40285293E11 0.025929
3.7E12 1.36E15 300 3.8E-4 4.14668974E12 0.011028
6.6E12 1.36E15 300 3.8E-4 5.83319264E12 0.016544
2.9E13 1.36E15 300 3.8E-4 3.15190642E13 0.007828
4.2E13 1.36E15 320 3.8E-4 4.84882514E13 0.022951
2.9E13 1.36E15 320 3.8E-4 2.50629734E13 0.019844
3.9E11 1.36E15 320 3.8E-4 6.33359172E11 0.21574
2.8E13 1.36E15 330 3.8E-4 2.21791251E13 0.052275
2.6E11 1.36E15 305 3.8E-4 2.2338075E11 0.032156

