Ytrue Nb T d Ypred RSE
2.6E11 1.36E15 340 3.8E-4 8.47567735E10 1.469648
3.7E11 1.36E15 340 3.8E-4 1.5580725E11 0.845249
3.7E12 1.36E15 340 3.8E-4 3.09478287E12 0.035307
6.6E12 1.36E15 340 3.8E-4 4.33281362E12 0.184135
7.2E12 1.36E15 340 3.8E-4 6.13708071E12 0.02701
2.8E13 1.36E15 340 3.8E-4 2.5600517E13 0.007175
2.9E13 1.36E15 340 3.8E-4 3.21439183E13 0.011692
4.2E13 1.36E15 340 3.8E-4 2.99977441E13 0.109119
3.9E11 1.36E15 300 3.8E-4 3.46766731E11 0.020193
3.7E12 1.36E15 300 3.8E-4 4.37217812E12 0.024989
6.6E12 1.36E15 300 3.8E-4 6.70368981E12 1.11E-4
2.9E13 1.36E15 300 3.8E-4 3.10650822E13 0.00547
4.2E13 1.36E15 320 3.8E-4 4.87072092E13 0.024341
2.9E13 1.36E15 320 3.8E-4 2.67170826E13 0.005907
3.9E11 1.36E15 320 3.8E-4 8.14577909E11 0.528778
2.8E13 1.36E15 330 3.8E-4 1.95004492E13 0.128704
2.6E11 1.36E15 305 3.8E-4 2.15745491E11 0.045911

