Ytrue Nb T d Ypred RSE
1.9E11 1.36E15 340 3.8E-4 1.1349387E11 0.30412
2.2E11 1.36E15 340 3.8E-4 1.37714302E11 0.252005
2.6E11 1.36E15 340 3.8E-4 1.73589054E11 0.188894
3.7E11 1.36E15 340 3.8E-4 2.1285066E11 0.343201
7.1E11 1.36E15 340 3.8E-4 4.38346846E11 0.257993
1.3E12 1.36E15 340 3.8E-4 9.55009087E11 0.106297
3.7E12 1.36E15 340 3.8E-4 1.43819144E12 0.981179
6.6E12 1.36E15 340 3.8E-4 5.10385947E12 0.069092
7.2E12 1.36E15 340 3.8E-4 6.32803767E12 0.017855
7.6E12 1.36E15 340 3.8E-4 4.55955939E12 0.271121
8.9E12 1.36E15 340 3.8E-4 6.24529965E12 0.128952
4.9E12 1.36E15 340 3.8E-4 6.46403728E12 0.073311
1.4E13 1.36E15 340 3.8E-4 1.63397041E13 0.023974
1.9E13 1.36E15 340 3.8E-4 1.85692487E13 4.28E-4
2.8E13 1.36E15 340 3.8E-4 2.60572276E13 0.004491
2.9E13 1.36E15 340 3.8E-4 2.42409058E13 0.030388
4.2E13 1.36E15 340 3.8E-4 3.24984663E13 0.06221
3.9E11 1.36E15 300 3.8E-4 3.472949E11 0.019762
3.7E12 1.36E15 300 3.8E-4 5.20578665E12 0.111528
6.6E12 1.36E15 300 3.8E-4 8.43655799E12 0.058107
2.9E13 1.36E15 300 3.8E-4 3.17424758E13 0.009129
4.2E13 1.36E15 320 3.8E-4 5.02851397E13 0.03535
2.9E13 1.36E15 320 3.8E-4 2.53932794E13 0.016319
3.9E11 1.36E15 320 3.8E-4 3.9086912E11 4.96E-4
4.9E12 1.36E15 320 3.8E-4 6.90048588E12 0.113468
2.8E13 1.36E15 330 3.8E-4 2.57213481E13 0.006399
4.2E13 1.36E15 330 3.8E-4 3.46055089E13 0.03468
2.8E13 1.36E15 310 3.8E-4 1.8588259E13 0.166083
2.8E13 1.36E15 325 3.8E-4 2.98516201E13 0.004755
2.6E11 1.36E15 305 3.8E-4 2.19256913E11 0.039219

