Ytrue Nb T d Ypred RSE
2.6E11 1.36E15 340 3.8E-4 1.54343071E11 0.308796
3.7E11 1.36E15 340 3.8E-4 1.87658811E11 0.516013
3.7E12 1.36E15 340 3.8E-4 2.49539647E12 0.164534
6.6E12 1.36E15 340 3.8E-4 4.63126223E12 0.13047
7.2E12 1.36E15 340 3.8E-4 6.54409524E12 0.009998
2.8E13 1.36E15 340 3.8E-4 2.37236063E13 0.02592
2.9E13 1.36E15 340 3.8E-4 4.00748539E13 0.108956
4.2E13 1.36E15 340 3.8E-4 2.54992017E13 0.246294
3.9E11 1.36E15 300 3.8E-4 3.16889108E11 0.054105
3.7E12 1.36E15 300 3.8E-4 4.44735899E12 0.030691
6.6E12 1.36E15 300 3.8E-4 6.23900887E12 0.003756
2.9E13 1.36E15 300 3.8E-4 3.00769193E13 0.001732
4.2E13 1.36E15 320 3.8E-4 4.53388574E13 0.007093
2.9E13 1.36E15 320 3.8E-4 2.48171443E13 0.022726
3.9E11 1.36E15 320 3.8E-4 5.70461686E11 0.127942
2.8E13 1.36E15 330 3.8E-4 1.83796492E13 0.175609
2.6E11 1.36E15 305 3.8E-4 2.10531073E11 0.057069

