Ytrue Nb T d Ypred RSE
2.6E11 1.36E15 340 3.8E-4 8.39411225E10 1.497227
3.7E11 1.36E15 340 3.8E-4 1.42184591E11 1.042581
3.7E12 1.36E15 340 3.8E-4 2.6935553E12 0.107541
6.6E12 1.36E15 340 3.8E-4 3.78609867E12 0.322784
7.2E12 1.36E15 340 3.8E-4 5.46815856E12 0.078671
2.8E13 1.36E15 340 3.8E-4 2.48635537E13 0.012985
2.9E13 1.36E15 340 3.8E-4 2.94539094E13 4.28E-4
4.2E13 1.36E15 340 3.8E-4 2.7848335E13 0.164782
3.9E11 1.36E15 300 3.8E-4 3.50152542E11 0.01752
3.7E12 1.36E15 300 3.8E-4 4.23871014E12 0.016129
6.6E12 1.36E15 300 3.8E-4 6.10707633E12 0.006835
2.9E13 1.36E15 300 3.8E-4 3.30558482E13 0.018539
4.2E13 1.36E15 320 3.8E-4 5.21357743E13 0.050332
2.9E13 1.36E15 320 3.8E-4 2.90427002E13 4.4E-5
3.9E11 1.36E15 320 3.8E-4 6.91877898E11 0.308786
2.8E13 1.36E15 330 3.8E-4 2.3133126E13 0.034707
2.6E11 1.36E15 305 3.8E-4 2.32141752E11 0.019804

