Ytrue Nb T d Ypred RSE
2.6E11 1.36E15 340 3.8E-4 2.04709577E11 0.163282
3.7E11 1.36E15 340 3.8E-4 2.59795632E11 0.290426
3.7E12 1.36E15 340 3.8E-4 2.10945429E12 0.476579
6.6E12 1.36E15 340 3.8E-4 5.20205684E12 0.018296
7.2E12 1.36E15 340 3.8E-4 7.11479473E12 0.003169
2.8E13 1.36E15 340 3.8E-4 2.63854081E13 0.006469
2.9E13 1.36E15 340 3.8E-4 4.09084101E13 0.124176
4.2E13 1.36E15 340 3.8E-4 2.34066868E13 0.160904
3.9E11 1.36E15 300 3.8E-4 2.96293171E11 0.052978
3.7E12 1.36E15 300 3.8E-4 2.25614417E12 0.029449
6.6E12 1.36E15 300 3.8E-4 3.63547512E12 0.002206
2.9E13 1.36E15 300 3.8E-4 1.44010715E13 0.004899
4.2E13 1.36E15 320 3.8E-4 2.9822074E13 0.007347
2.9E13 1.36E15 320 3.8E-4 1.48812648E13 0.011816
3.9E11 1.36E15 320 3.8E-4 4.60312281E11 0.006783
2.8E13 1.36E15 330 3.8E-4 1.47909562E13 0.177492
2.6E11 1.36E15 305 3.8E-4 2.02109092E11 0.072444

