fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
L105 49728 340.26 34.075 1.101130277E+00 1.179339650E+00 7.140004655E-08 7.679145881E+04 1.202208367E-04 2.413294399E-01 1.202208367E-04 6.070344792E-01 1.761178644E-05 1.794436142E-01 9.814650628E-05 3.085069684E-01 
L105 49728 340.26 34.075 1.101130277E+00 1.179339650E+00 7.140004655E-08 7.679145881E+04 1.202208367E-04 2.413294399E-01 1.202208367E-04 6.070344792E-01 1.761178644E-05 1.794436142E-01 9.814650628E-05 3.085069684E-01 
L106 49850 339.61 34.14 1.079663316E+00 1.204955968E+00 5.173813971E-08 3.754672078E+04 1.235315209E-04 2.447101555E-01 1.235315209E-04 6.103991769E-01 1.845201168E-05 1.825542465E-01 1.010674924E-04 2.998703384E-02 
L106 49850 339.61 34.14 1.079663316E+00 1.204955968E+00 5.173813971E-08 3.754672078E+04 1.235315209E-04 2.447101555E-01 1.235315209E-04 6.103991769E-01 1.845201168E-05 1.825542465E-01 1.010674924E-04 2.998703384E-02 
L107 49938 339.61 34.14 1.087390619E+00 1.157341201E+00 5.394302637E-08 4.933014971E+04 1.258596535E-04 2.471012016E-01 1.258596535E-04 6.104581081E-01 1.898529088E-05 1.838584452E-01 1.032575719E-04 8.497796685E-02 
L107 49938 339.61 34.14 1.087390619E+00 1.157341201E+00 5.394302637E-08 4.933014971E+04 1.258596535E-04 2.471012016E-01 1.258596535E-04 6.104581081E-01 1.898529088E-05 1.838584452E-01 1.032575719E-04 8.497796685E-02 
L108 50028 339.89 34.112 1.090735009E+00 1.145997568E+00 5.703349741E-08 5.425411037E+04 1.289848795E-04 2.466580349E-01 1.289848795E-04 6.122520549E-01 1.947889520E-05 1.844787550E-01 1.055690351E-04 5.513665283E-02 
L108 50028 339.89 34.112 1.090735009E+00 1.145997568E+00 5.703349741E-08 5.425411037E+04 1.289848795E-04 2.466580349E-01 1.289848795E-04 6.122520549E-01 1.947889520E-05 1.844787550E-01 1.055690351E-04 5.513665283E-02 
L109 50120 340.07 34.094 1.070980888E+00 1.172380348E+00 4.655236980E-08 3.084036750E+04 1.314484723E-04 2.475048210E-01 1.312042910E-04 6.126756363E-01 1.989584148E-05 1.850305466E-01 1.075052452E-04 1.443518925E-02 
L109 50120 340.07 34.094 1.070980888E+00 1.172380348E+00 4.655236980E-08 3.084036750E+04 1.314484723E-04 2.475048210E-01 1.312042910E-04 6.126756363E-01 1.989584148E-05 1.850305466E-01 1.075052452E-04 1.443518925E-02 
L110 50210 340.16 34.085 1.071921711E+00 1.164417414E+00 4.660860789E-08 2.513411921E+04 1.350257449E-04 2.480380394E-01 1.343282486E-04 6.143148073E-01 2.046805738E-05 1.858353287E-01 1.101168189E-04 1.747185088E-02 
L110 50210 340.16 34.085 1.071921711E+00 1.164417414E+00 4.660860789E-08 2.513411921E+04 1.350257449E-04 2.480380394E-01 1.343282486E-04 6.143148073E-01 2.046805738E-05 1.858353287E-01 1.101168189E-04 1.747185088E-02 
L111 50296 339.97 34.104 1.079962262E+00 1.120062147E+00 4.797028598E-08 3.503318600E+04 1.359648218E-04 2.504036427E-01 1.359648218E-04 6.149921151E-01 2.093807483E-05 1.876877762E-01 1.115547514E-04 2.824521984E-02 
L111 50296 339.97 34.104 1.079962262E+00 1.120062147E+00 4.797028598E-08 3.503318600E+04 1.359648218E-04 2.504036427E-01 1.359648218E-04 6.149921151E-01 2.093807483E-05 1.876877762E-01 1.115547514E-04 2.824521984E-02 
L112 50388 340.05 34.096 1.072739881E+00 1.141427246E+00 4.462674149E-08 3.345212958E+04 1.380692734E-04 2.510950706E-01 1.380461652E-04 6.160299333E-01 2.135326791E-05 1.878875076E-01 1.136427001E-04 1.730777284E-02 
L112 50388 340.05 34.096 1.072739881E+00 1.141427246E+00 4.462674149E-08 3.345212958E+04 1.380692734E-04 2.510950706E-01 1.380461652E-04 6.160299333E-01 2.135326791E-05 1.878875076E-01 1.136427001E-04 1.730777284E-02 
L113 50480 340.07 34.094 1.077011903E+00 1.113348266E+00 4.609810107E-08 3.289890720E+04 1.400792147E-04 2.515131050E-01 1.399982673E-04 6.175533626E-01 2.174491780E-05 1.887406815E-01 1.152293320E-04 6.896822459E-02 
L113 50480 340.07 34.094 1.077011903E+00 1.113348266E+00 4.609810107E-08 3.289890720E+04 1.400792147E-04 2.515131050E-01 1.399982673E-04 6.175533626E-01 2.174491780E-05 1.887406815E-01 1.152293320E-04 6.896822459E-02 
L114 50568 340.11 34.09 1.069998936E+00 1.118908744E+00 4.240641089E-08 2.960364399E+04 1.417372400E-04 2.534870144E-01 1.414966544E-04 6.154645031E-01 2.207521274E-05 1.895063187E-01 1.164887678E-04 1.563079706E-02 
L114 50568 340.11 34.09 1.069998936E+00 1.118908744E+00 4.240641089E-08 2.960364399E+04 1.417372400E-04 2.534870144E-01 1.414966544E-04 6.154645031E-01 2.207521274E-05 1.895063187E-01 1.164887678E-04 1.563079706E-02 
L115 50656 339.89 34.112 1.061770625E+00 1.130458869E+00 3.731456657E-08 2.203663065E+04 1.442184819E-04 2.546445290E-01 1.432318089E-04 6.191429949E-01 2.258212412E-05 1.910004709E-01 1.181999688E-04 2.789378786E-02 
L115 50656 339.89 34.112 1.061770625E+00 1.130458869E+00 3.731456657E-08 2.203663065E+04 1.442184819E-04 2.546445290E-01 1.432318089E-04 6.191429949E-01 2.258212412E-05 1.910004709E-01 1.181999688E-04 2.789378786E-02 
L116 50750 340.04 34.097 1.067003926E+00 1.106335147E+00 3.987804898E-08 3.053060298E+04 1.447205587E-04 2.549478569E-01 1.445693805E-04 6.187562760E-01 2.280590456E-05 1.907896504E-01 1.195152764E-04 1.634852662E-02 
L116 50750 340.04 34.097 1.067003926E+00 1.106335147E+00 3.987804898E-08 3.053060298E+04 1.447205587E-04 2.549478569E-01 1.445693805E-04 6.187562760E-01 2.280590456E-05 1.907896504E-01 1.195152764E-04 1.634852662E-02 
L117 50836 340.05 34.096 1.074881899E+00 1.081890516E+00 4.306276072E-08 3.572862313E+04 1.463276081E-04 2.556308815E-01 1.463276081E-04 6.186330487E-01 2.314049839E-05 1.912765272E-01 1.209833855E-04 3.331786404E-02 
L117 50836 340.05 34.096 1.074881899E+00 1.081890516E+00 4.306276072E-08 3.572862313E+04 1.463276081E-04 2.556308815E-01 1.463276081E-04 6.186330487E-01 2.314049839E-05 1.912765272E-01 1.209833855E-04 3.331786404E-02 
L118 50928 339.99 34.102 1.062465825E+00 1.102357114E+00 3.699765716E-08 2.237506179E+04 1.479914168E-04 2.563402771E-01 1.472039657E-04 6.192045357E-01 2.336525303E-05 1.921713503E-01 1.215832369E-04 1.013967951E-02 
L118 50928 339.99 34.102 1.062465825E+00 1.102357114E+00 3.699765716E-08 2.237506179E+04 1.479914168E-04 2.563402771E-01 1.472039657E-04 6.192045357E-01 2.336525303E-05 1.921713503E-01 1.215832369E-04 1.013967951E-02 
L119 51020 339.93 34.108 1.062869158E+00 1.099882937E+00 3.659884538E-08 2.485856175E+04 1.485203081E-04 2.569835018E-01 1.480993439E-04 6.195093322E-01 2.357796020E-05 1.926699976E-01 1.223580056E-04 1.576574257E-02 
L119 51020 339.93 34.108 1.062869158E+00 1.099882937E+00 3.659884538E-08 2.485856175E+04 1.485203081E-04 2.569835018E-01 1.480993439E-04 6.195093322E-01 2.357796020E-05 1.926699976E-01 1.223580056E-04 1.576574257E-02 
L120 51108 340.01 34.1 1.067519179E+00 1.078598367E+00 3.864824070E-08 2.701410575E+04 1.493963332E-04 2.571058704E-01 1.491282429E-04 6.202211481E-01 2.378036216E-05 1.927130320E-01 1.233949697E-04 2.592389661E-02 
L120 51108 340.01 34.1 1.067519179E+00 1.078598367E+00 3.864824070E-08 2.701410575E+04 1.493963332E-04 2.571058704E-01 1.491282429E-04 6.202211481E-01 2.378036216E-05 1.927130320E-01 1.233949697E-04 2.592389661E-02 
L121 51200 339.99 34.102 1.062868654E+00 1.084635710E+00 3.636872405E-08 2.512466145E+04 1.501034994E-04 2.576023598E-01 1.496849798E-04 6.207410126E-01 2.393527935E-05 1.933411701E-01 1.237908824E-04 1.452568648E-02 
L121 51200 339.99 34.102 1.062868654E+00 1.084635710E+00 3.636872405E-08 2.512466145E+04 1.501034994E-04 2.576023598E-01 1.496849798E-04 6.207410126E-01 2.393527935E-05 1.933411701E-01 1.237908824E-04 1.452568648E-02 
L122 51286 339.99 34.102 1.056808394E+00 1.101175572E+00 3.407279913E-08 2.050217964E+04 1.519385932E-04 2.579915642E-01 1.506887083E-04 6.205575251E-01 2.412505222E-05 1.935110806E-01 1.246700873E-04 2.080729261E-02 
L122 51286 339.99 34.102 1.056808394E+00 1.101175572E+00 3.407279913E-08 2.050217964E+04 1.519385932E-04 2.579915642E-01 1.506887083E-04 6.205575251E-01 2.412505222E-05 1.935110806E-01 1.246700873E-04 2.080729261E-02 
L123 51382 339.99 34.102 1.067273872E+00 1.070011708E+00 3.788348589E-08 3.502222652E+04 1.508403221E-04 2.597070232E-01 1.508106586E-04 6.181859046E-01 2.421223216E-05 1.936814684E-01 1.250289929E-04 8.969207275E-01 
L123 51382 339.99 34.102 1.067273872E+00 1.070011708E+00 3.788348589E-08 3.502222652E+04 1.508403221E-04 2.597070232E-01 1.508106586E-04 6.181859046E-01 2.421223216E-05 1.936814684E-01 1.250289929E-04 8.969207275E-01 
L124 51470 340.03 34.098 1.055892195E+00 1.100875762E+00 3.373338601E-08 2.967293676E+04 1.513331831E-04 2.591595654E-01 1.512716930E-04 6.192824020E-01 2.427804149E-05 1.936020077E-01 1.253977030E-04 1.343203096E-01 
L124 51470 340.03 34.098 1.055892195E+00 1.100875762E+00 3.373338601E-08 2.967293676E+04 1.513331831E-04 2.591595654E-01 1.512716930E-04 6.192824020E-01 2.427804149E-05 1.936020077E-01 1.253977030E-04 1.343203096E-01 
