T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.202692592E+00 1.199967239E+00 2.725353000E-03 1.202667119E+00 1.199894735E+00 2.772384000E-03 2.547300000E-05 7.250400000E-05
295 1.194738339E+00 1.067435911E+00 1.273024280E-01 1.194717788E+00 1.067337855E+00 1.273799330E-01 2.055100000E-05 9.805600000E-05
300 1.176990117E+00 1.199026245E+00 -2.203612800E-02 1.176976443E+00 1.198968473E+00 -2.199203000E-02 1.367400000E-05 5.777200000E-05
305 1.140034590E+00 1.048830847E+00 9.120374300E-02 1.140033337E+00 1.048771986E+00 9.126135100E-02 1.253000000E-06 5.886100000E-05
310 1.070511318E+00 1.190251845E+00 -1.197405270E-01 1.070533155E+00 1.190205646E+00 -1.196724910E-01 -2.183700000E-05 4.619900000E-05
315 1.017340533E+00 1.003696320E+00 1.364421300E-02 1.017315214E+00 1.003687473E+00 1.362774100E-02 2.531900000E-05 8.847000000E-06
320 1.018447640E+00 1.128434463E+00 -1.099868230E-01 1.018419230E+00 1.128420078E+00 -1.100008480E-01 2.841000000E-05 1.438500000E-05
325 1.021954222E+00 1.006194622E+00 1.575960000E-02 1.021917190E+00 1.006178339E+00 1.573885100E-02 3.703200000E-05 1.628300000E-05
330 1.028704284E+00 1.016651615E+00 1.205266900E-02 1.028649401E+00 1.016605837E+00 1.204356400E-02 5.488300000E-05 4.577800000E-05
335 1.039731711E+00 1.013229619E+00 2.650209200E-02 1.039643672E+00 1.013191870E+00 2.645180200E-02 8.803900000E-05 3.774900000E-05
340 1.056006358E+00 1.024228700E+00 3.177765800E-02 1.055859959E+00 1.024158705E+00 3.170125400E-02 1.463990000E-04 6.999500000E-05
