fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 10:46:52 295 39.3 1.000E+000 8.552E-001 4.442E-006 2.747E+004 3.041E+000 3.025E-009 9.176E-004 
0T02 10:52:00 295 39.3 1.000E+000 8.677E-001 4.311E-006 2.800E+004 3.043E+000 3.017E-009 8.753E-004 
0T03 10:54:36 295 39.3 1.000E+000 8.327E-001 4.664E-006 2.396E+004 3.034E+000 3.061E-009 1.201E-003 
0T04 10:56:48 295 39.3 1.000E+000 8.387E-001 4.592E-006 2.559E+004 3.041E+000 3.028E-009 8.793E-004 
0T05 11:00:46 295 39.3 1.000E+000 8.266E-001 4.684E-006 2.486E+004 3.036E+000 3.050E-009 8.394E-004 
0T06 11:05:08 295 39.3 1.000E+000 8.185E-001 4.825E-006 2.524E+004 3.034E+000 3.060E-009 8.879E-004 
0T07 11:09:28 294.9 39.32 1.000E+000 8.189E-001 4.731E-006 2.457E+004 3.036E+000 3.035E-009 8.983E-004 
0T08 11:13:22 295.1 39.29 1.000E+000 8.448E-001 4.724E-006 2.571E+004 3.035E+000 3.065E-009 8.538E-004 
0T09 11:19:08 295.1 39.29 1.000E+000 8.557E-001 4.507E-006 2.839E+004 3.045E+000 3.022E-009 8.689E-004 
0T10 11:24:16 295.1 39.29 1.000E+000 8.043E-001 4.930E-006 2.458E+004 3.033E+000 3.078E-009 8.860E-004 
0T11 11:27:22 295 39.3 1.000E+000 8.297E-001 4.735E-006 2.620E+004 3.040E+000 3.025E-009 8.114E-004 
0T12 11:32:18 294.9 39.32 1.000E+000 8.425E-001 4.536E-006 2.890E+004 3.045E+000 2.988E-009 9.737E-004 
0T13 11:37:08 295 39.3 1.000E+000 8.469E-001 4.652E-006 2.579E+004 3.037E+000 3.043E-009 8.440E-004 
