fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 9:46 294.4 39.38 1.000E+000 2.034E+000 1.849E-005 1.910E+004 2.690E+000 1.595E-008 1.820E-003 
00T2 10:2 296.7 39.08 1.000E+000 2.022E+000 1.764E-005 1.773E+004 2.689E+000 1.725E-008 1.869E-003 
00T3 10:22 299.2 38.75 1.000E+000 2.072E+000 1.678E-005 1.630E+004 2.677E+000 1.892E-008 1.732E-003 
00T4 10:43 302.2 38.37 1.000E+000 2.059E+000 1.705E-005 1.467E+004 2.659E+000 2.127E-008 1.489E-003 
00T5 11:3 305 38.01 1.000E+000 2.083E+000 1.776E-005 1.324E+004 2.628E+000 2.426E-008 1.162E-003 
00T6 11:30 307.8 37.67 1.000E+000 2.151E+000 2.074E-005 1.189E+004 2.622E+000 2.695E-008 2.593E-003 
00T7 11:53 310.2 37.38 1.000E+000 2.137E+000 1.795E-005 1.080E+004 2.609E+000 2.856E-008 1.034E-003 
00T8 12:13 312.8 37.07 1.000E+000 2.107E+000 1.771E-005 9.694E+003 2.602E+000 3.075E-008 1.100E-003 
00T9 12:34 315.5 36.75 1.000E+000 2.128E+000 1.705E-005 8.617E+003 2.585E+000 3.384E-008 1.119E-003 
0T10 12:58 318.9 36.36 1.000E+000 2.170E+000 1.674E-005 7.371E+003 2.573E+000 3.708E-008 1.214E-003 
0T11 13:15 322 36.01 1.000E+000 2.179E+000 1.642E-005 6.343E+003 2.554E+000 4.128E-008 5.997E-004 
0T12 13:36 324.7 35.71 1.000E+000 2.130E+000 1.708E-005 5.530E+003 2.546E+000 4.431E-008 1.279E-003 
0T13 13:55 327.5 35.4 1.000E+000 2.062E+000 1.959E-005 4.770E+003 2.521E+000 4.890E-008 1.856E-003 
