f G/w
1.0000000E+6 3.7338368E-5
8.9779585E+5 3.8742407E-5
8.0603739E+5 4.0286083E-5
7.2365703E+5 4.1905056E-5
6.4969628E+5 4.3658332E-5
5.8329463E+5 4.5631712E-5
5.2367949E+5 4.7840915E-5
4.7015728E+5 5.0252277E-5
4.2210526E+5 5.2937139E-5
3.7896435E+5 5.5826696E-5
3.4023262E+5 5.9063246E-5
3.0545943E+5 6.2495828E-5
2.7424021E+5 6.6359209E-5
2.4621173E+5 7.0469271E-5
2.2104787E+5 7.5006050E-5
1.9845586E+5 7.9887538E-5
1.7817285E+5 8.5221221E-5
1.5996284E+5 9.0914039E-5
1.4361398E+5 9.7112314E-5
1.2893603E+5 1.0382765E-4
1.1575824E+5 1.1111120E-4
1.0392726E+5 1.1897650E-4
9.3305466E+4 1.2750131E-4
8.3769261E+4 1.3690754E-4
7.5207695E+4 1.4731051E-4
6.7521156E+4 1.5865288E-4
6.0620214E+4 1.7123856E-4
5.4424577E+4 1.8555442E-4
4.8862159E+4 2.0087041E-4
4.3868244E+4 2.1855802E-4
3.9384728E+4 2.3799520E-4
3.5359445E+4 2.5965778E-4
3.1745563E+4 2.8428479E-4
2.8501035E+4 3.1160219E-4
2.5588111E+4 3.4201059E-4
2.2972900E+4 3.7679132E-4
2.0624974E+4 4.1459938E-4
1.8517016E+4 4.5744267E-4
1.6624501E+4 5.0527257E-4
1.4925408E+4 5.5852797E-4
1.3399969E+4 6.1748040E-4
1.2030437E+4 6.8312545E-4
1.0800876E+4 7.5716787E-4
9.6969820E+3 8.3726321E-4
8.7059100E+3 9.2645840E-4
7.8161300E+3 1.0247986E-3
7.0172890E+3 1.1342646E-3
6.3000930E+3 1.2578966E-3
5.6561970E+3 1.3935298E-3
5.0781110E+3 1.5439457E-3
4.5591070E+3 1.7130708E-3
4.0931470E+3 1.8970015E-3
3.6748100E+3 2.1058483E-3
3.2992300E+3 2.3357165E-3
2.9620350E+3 2.5925872E-3
2.6593020E+3 2.8753549E-3
2.3875110E+3 3.1927792E-3
2.1434970E+3 3.5425533E-3
1.9244230E+3 3.9367440E-3
1.7277390E+3 4.3651428E-3
1.5511570E+3 4.8447925E-3
1.3926220E+3 5.3800315E-3
1.2502900E+3 5.9687984E-3
1.1225050E+3 6.6298078E-3
1.0077810E+3 7.3594339E-3
9.0478100E+2 8.1707415E-3
8.1230900E+2 9.0699179E-3
7.2928800E+2 1.0064539E-2
6.5475100E+2 1.1161744E-2
5.8783300E+2 1.2399259E-2
5.2775400E+2 1.3746776E-2
4.7381500E+2 1.5244525E-2
4.2539000E+2 1.6899817E-2
3.8191300E+2 1.8739215E-2
3.4288000E+2 2.0773769E-2
3.0783600E+2 2.3041373E-2
2.7637400E+2 2.5543212E-2
2.4812700E+2 2.8325841E-2
2.2276800E+2 3.1428051E-2
2.0000000E+2 3.4868144E-2
