f G/w
1.0000000E+6 1.5510808E-5
8.9779585E+5 1.5886585E-5
8.0603739E+5 1.6278109E-5
7.2365703E+5 1.6678427E-5
6.4969628E+5 1.7139309E-5
5.8329463E+5 1.7621224E-5
5.2367949E+5 1.8149817E-5
4.7015728E+5 1.8687828E-5
4.2210526E+5 1.9267969E-5
3.7896435E+5 1.9848921E-5
3.4023262E+5 2.0461679E-5
3.0545943E+5 2.1020763E-5
2.7424021E+5 2.1636807E-5
2.4621173E+5 2.2233097E-5
2.2104787E+5 2.2801560E-5
1.9845586E+5 2.3338003E-5
1.7817285E+5 2.3801689E-5
1.5996284E+5 2.4247691E-5
1.4361398E+5 2.4529498E-5
1.2893603E+5 2.4746989E-5
1.1575824E+5 2.4998852E-5
1.0392726E+5 2.5220045E-5
9.3305466E+4 2.5382252E-5
8.3769261E+4 2.5506342E-5
7.5207695E+4 2.5602800E-5
6.7521156E+4 2.5804887E-5
6.0620214E+4 2.6136162E-5
5.4424577E+4 2.6519703E-5
4.8862159E+4 2.6992100E-5
4.3868244E+4 2.7757677E-5
3.9384728E+4 2.8645894E-5
3.5359445E+4 2.9897082E-5
3.1745563E+4 3.1357699E-5
2.8501035E+4 3.2981746E-5
2.5588111E+4 3.5383983E-5
2.2972900E+4 3.7629358E-5
2.0624974E+4 4.0633811E-5
1.8517016E+4 4.3258124E-5
1.6624501E+4 4.7591998E-5
1.4925408E+4 5.2117206E-5
1.3399969E+4 5.6411806E-5
1.2030437E+4 6.2275206E-5
1.0800876E+4 6.8440803E-5
9.6969820E+3 7.5434016E-5
8.7059100E+3 8.3428539E-5
7.8161300E+3 9.2230670E-5
7.0172890E+3 1.0218402E-4
6.3000930E+3 1.1307805E-4
5.6561970E+3 1.2509595E-4
5.0781110E+3 1.3699342E-4
4.5591070E+3 1.5082993E-4
4.0931470E+3 1.6774281E-4
3.6748100E+3 1.8656056E-4
3.2992300E+3 2.0758480E-4
2.9620350E+3 2.3056917E-4
2.6593020E+3 2.5579028E-4
2.3875110E+3 2.8305681E-4
2.1434970E+3 3.1461513E-4
1.9244230E+3 3.4935058E-4
1.7277390E+3 3.8469865E-4
1.5511570E+3 4.2432938E-4
1.3926220E+3 4.6627695E-4
1.2502900E+3 5.0867469E-4
1.1225050E+3 5.5341913E-4
1.0077810E+3 6.0758625E-4
9.0478100E+2 6.8210084E-4
8.1230900E+2 7.5735144E-4
7.2928800E+2 8.4758644E-4
6.5475100E+2 9.9254732E-4
5.8783300E+2 1.0976462E-3
5.2775400E+2 1.2289957E-3
4.7381500E+2 1.3416017E-3
4.2539000E+2 1.4601805E-3
3.8191300E+2 1.6173811E-3
3.4288000E+2 1.7933358E-3
3.0783600E+2 1.9383638E-3
2.7637400E+2 2.1714585E-3
2.4812700E+2 2.4563290E-3
2.2276800E+2 2.6870393E-3
2.0000000E+2 2.9765606E-3
