X Y Yfit
2.0817000E-2 2.5300000E-6 4.4787004E-6
4.1185000E-2 8.8549000E-6 9.9008150E-6
6.0987000E-2 1.7710000E-5 1.6388898E-5
8.0790000E-2 2.7830000E-5 2.4352061E-5
1.0172000E-1 4.1745000E-5 3.4743511E-5
1.2153000E-1 5.9454000E-5 4.6881880E-5
1.4133000E-1 8.3489000E-5 6.1769837E-5
1.6113000E-1 1.0879000E-4 8.0037388E-5
1.8093000E-1 1.4168000E-4 1.0244978E-4
2.0130000E-1 1.8089000E-4 1.3082267E-4
2.2110000E-1 2.2643000E-4 1.6474882E-4
2.4147000E-1 2.7703000E-4 2.0768759E-4
2.6128000E-1 3.3902000E-4 2.5904727E-4
2.8164000E-1 4.0733000E-4 3.2397298E-4
3.0088000E-1 4.8702000E-4 3.9919434E-4
3.2125000E-1 5.7683000E-4 4.9688937E-4
3.3879000E-1 6.6791000E-4 5.9915486E-4
3.6029000E-1 7.8809000E-4 7.5275877E-4
3.8122000E-1 9.2977000E-4 9.3948491E-4
4.0272000E-1 1.0828000E-3 1.1800882E-3
4.2252000E-1 1.2776000E-3 1.4582886E-3
4.4233000E-1 1.5370000E-3 1.8088542E-3
4.6100000E-1 1.9101000E-3 2.2296665E-3
4.8080000E-1 2.4161000E-3 2.8139813E-3
5.0117000E-1 3.3269000E-3 3.6416922E-3
5.2267000E-1 4.6944000E-3 4.9219566E-3
5.4134000E-1 6.6576000E-3 6.5856415E-3
5.6058000E-1 9.6721000E-3 9.1352317E-3
5.8264000E-1 1.3979000E-2 1.3542870E-2
6.0075000E-1 1.9184000E-2 1.8625887E-2
6.1942000E-1 2.6207000E-2 2.5336397E-2
6.3979000E-1 3.3253000E-2 3.4250630E-2
