N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.198095677E+00 1.195051041E+00 1.192341529E+00 1.189931901E+00
1.600000000E+01 1.218825356E+00 1.215994410E+00 1.213816472E+00 1.211371188E+00
1.700000000E+01 1.240117413E+00 1.238033426E+00 1.237260898E+00 1.237097383E+00
1.549996187E+01 1.206733455E+00 1.203707650E+00 1.200900878E+00 1.198874876E+00
1.649996187E+01 1.220248547E+00 1.217742881E+00 1.215852775E+00 1.214287168E+00
1.674996808E+01 1.226391740E+00 1.224206771E+00 1.222770174E+00 1.221364398E+00
1.624993176E+01 1.219703518E+00 1.217154146E+00 1.214994055E+00 1.213141350E+00
1.574996808E+01 1.213098702E+00 1.210300089E+00 1.207668371E+00 1.205349389E+00
1.524993176E+01 1.202663076E+00 1.199606189E+00 1.196886161E+00 1.194783416E+00
