fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00S1 8:28 300.8 38.54 1.000E+000 2.745E+000 4.779E-006 7.001E+002 2.608E+000 3.537E-008 1.547E-005 1.032E-002 1.541E-005 3.982E-008 2.504E-001 5.200E-003 7.508E-006 9.141E-004 
00S2 8:47 303.1 38.25 1.000E+000 2.703E+000 5.394E-006 7.112E+002 2.514E+000 4.531E-008 1.197E-005 8.124E-003 1.193E-005 2.425E-008 2.503E-001 4.100E-003 5.768E-006 1.861E-003 
00S3 9:9 306.3 37.85 1.000E+000 2.937E+000 4.451E-006 7.263E+002 2.550E+000 4.434E-008 1.346E-005 9.189E-003 1.340E-005 3.084E-008 2.505E-001 4.600E-003 6.558E-006 8.153E-004 
00S4 9:28 309 37.52 1.000E+000 3.274E+000 4.800E-006 7.387E+002 2.519E+000 5.019E-008 1.358E-005 9.368E-003 1.352E-005 3.173E-008 2.505E-001 4.700E-003 6.607E-006 6.361E-004 
00S5 9:50 311.7 37.2 1.000E+000 3.484E+000 4.554E-006 7.509E+002 2.505E+000 5.405E-008 1.458E-005 1.011E-002 1.451E-005 3.679E-008 2.506E-001 5.100E-003 7.070E-006 7.180E-004 
00S6 10:9 315.1 36.8 1.000E+000 4.139E+000 4.850E-006 7.655E+002 2.535E+000 5.482E-008 1.701E-005 1.177E-002 1.691E-005 4.993E-008 2.509E-001 5.900E-003 8.319E-006 1.133E-002 
00S7 10:29 317.5 36.52 1.000E+000 4.295E+000 4.479E-006 7.752E+002 2.481E+000 6.319E-008 1.398E-005 9.750E-003 1.390E-005 3.399E-008 2.508E-001 4.900E-003 6.794E-006 4.450E-004 
00S8 10:51 320.2 36.21 1.000E+000 5.499E+000 3.929E-006 7.857E+002 2.540E+000 5.938E-008 1.858E-005 1.275E-002 1.843E-005 5.904E-008 2.513E-001 6.400E-003 9.081E-006 1.058E-002 
00S9 11:14 323 35.9 1.000E+000 4.336E+000 4.363E-006 7.957E+002 2.452E+000 7.330E-008 1.495E-005 1.037E-002 1.486E-005 3.871E-008 2.511E-001 5.200E-003 7.301E-006 4.754E-004 
0S10 11:34 326.1 35.55 1.000E+000 5.006E+000 4.402E-006 8.058E+002 2.437E+000 7.943E-008 1.394E-005 9.598E-003 1.384E-005 3.335E-008 2.512E-001 4.800E-003 6.804E-006 4.620E-004 
0S11 11:56 329.7 35.17 1.000E+000 4.235E+000 4.211E-006 8.161E+002 2.444E+000 8.361E-008 1.491E-005 1.007E-002 1.482E-005 3.752E-008 2.514E-001 5.100E-003 7.210E-006 2.616E-002 
0S12 12:15 332.9 34.83 1.000E+000 4.490E+000 4.470E-006 8.237E+002 2.416E+000 9.268E-008 1.564E-005 1.042E-002 1.554E-005 4.074E-008 2.516E-001 5.200E-003 7.686E-006 4.666E-004 
0S13 12:34 335.9 34.52 1.000E+000 4.489E+000 4.665E-006 8.294E+002 2.401E+000 9.926E-008 1.533E-005 1.001E-002 1.523E-005 3.838E-008 2.517E-001 5.000E-003 7.524E-006 3.619E-004 
0S14 12:55 338.2 34.28 1.000E+000 4.554E+000 4.538E-006 8.328E+002 2.395E+000 1.048E-007 1.370E-005 8.809E-003 1.361E-005 3.016E-008 2.516E-001 4.400E-003 6.700E-006 4.939E-004 
0S15 13:17 340.5 34.05 1.000E+000 5.354E+000 4.502E-006 8.353E+002 2.394E+000 1.084E-007 1.445E-005 9.068E-003 1.433E-005 3.272E-008 2.518E-001 4.600E-003 6.955E-006 3.566E-004 
