fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.949412664E-17 1.000000000E+20 1.158932469E+00 2.348953989E-17 6.332612970E-04 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.562033826E-18 1.000000000E+20 1.200510164E+00 2.229166312E-17 4.819620599E-03 
002_290 002_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.138503892E-17 1.000000000E+20 1.166544151E+00 3.406088408E-17 8.760713350E-04 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.680486361E-18 1.000000000E+20 1.200513312E+00 3.271948025E-17 4.825369800E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.449415836E-17 1.000000000E+20 1.173905817E+00 4.902950445E-17 1.170090954E-03 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 9.772019425E-18 1.000000000E+20 1.200517433E+00 4.802511661E-17 4.833801183E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.844531852E-17 1.000000000E+20 1.175726768E+00 7.136906835E-17 1.551438850E-03 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.427149845E-17 1.000000000E+20 1.200523107E+00 7.049006428E-17 4.846152222E-03 
005_290 005_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.541953665E-17 1.000000000E+20 1.186857325E+00 1.042888559E-16 1.958669235E-03 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.079449474E-17 1.000000000E+20 1.200531131E+00 1.034627085E-16 4.864223101E-03 
006_290 006_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 9.421241699E-17 1.000000000E+20 1.187820946E+00 1.525060738E-16 2.420068276E-03 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.019715752E-17 1.000000000E+20 1.200542574E+00 1.518569943E-16 4.890619534E-03 
007_290 007_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.067605264E-16 1.000000000E+20 1.188491039E+00 2.232748434E-16 2.899031519E-03 
007_290_SRH 007_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.363881951E-17 1.000000000E+20 1.200558912E+00 2.228839487E-16 4.929089671E-03 
008_290 008_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.244405441E-16 1.000000000E+20 1.188961171E+00 3.271373036E-16 3.374423336E-03 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.262556292E-17 1.000000000E+20 1.200582065E+00 3.271245578E-16 4.984977380E-03 
009_290 009_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.541912973E-16 1.000000000E+20 1.199894883E+00 4.812245224E-16 3.768836017E-03 
009_290_SRH 009_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.898721578E-17 1.000000000E+20 1.200614471E+00 4.801030756E-16 5.065793809E-03 
010_290 010_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.895916005E-16 1.000000000E+20 1.200170263E+00 7.057091016E-16 4.167764762E-03 
010_290_SRH 010_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.247011102E-16 1.000000000E+20 1.200658982E+00 7.045938645E-16 5.181910974E-03 
011_290 011_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.359054705E-16 1.000000000E+20 1.200387244E+00 1.035111274E-15 4.557132425E-03 
011_290_SRH 011_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.714343223E-16 1.000000000E+20 1.200718539E+00 1.034003943E-15 5.347266826E-03 
012_290 012_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.936003886E-16 1.000000000E+20 1.200571340E+00 1.518431825E-15 4.960165334E-03 
012_290_SRH 012_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.305689511E-16 1.000000000E+20 1.201413440E+00 1.517725881E-15 5.570812532E-03 
013_290 013_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.606459103E-16 1.000000000E+20 1.200739166E+00 2.227547622E-15 5.407778712E-03 
013_290_SRH 013_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.196693988E-16 1.000000000E+20 1.212006417E+00 2.238458551E-15 5.808985304E-03 
014_290 014_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.636521685E-16 1.000000000E+20 1.212016570E+00 3.285519463E-15 5.838410741E-03 
014_290_SRH 014_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.084975127E-16 1.000000000E+20 1.216130811E+00 3.327582231E-15 6.165510396E-03 
015_290 015_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.866594984E-16 1.000000000E+20 1.220953862E+00 4.856305768E-15 6.204379796E-03 
015_290_SRH 015_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.338487699E-16 1.000000000E+20 1.224842734E+00 4.918968592E-15 6.488870477E-03 
016_290 016_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.789442271E-16 1.000000000E+20 1.224999212E+00 7.220202616E-15 6.824544348E-03 
016_290_SRH 016_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.181565048E-16 1.000000000E+20 1.225056136E+00 7.219301123E-15 7.041382721E-03 
017_290 017_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.327662932E-16 1.000000000E+20 1.225182776E+00 1.059462495E-14 7.527620358E-03 
017_290_SRH 017_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.728249324E-16 1.000000000E+20 1.225220680E+00 1.059372268E-14 7.717409086E-03 
018_290 018_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.490808536E-16 1.000000000E+20 1.237375150E+00 1.572594350E-14 8.264718036E-03 
018_290_SRH 018_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.898993160E-16 1.000000000E+20 1.237403452E+00 1.572512460E-14 8.410059514E-03 
019_290 019_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.119509562E-16 1.000000000E+20 1.237514751E+00 2.307745911E-14 9.085109822E-03 
019_290_SRH 019_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.534507239E-16 1.000000000E+20 1.237533821E+00 2.307664951E-14 9.216393584E-03 
020_290 020_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.559982967E-16 1.000000000E+20 1.237638707E+00 3.386677072E-14 1.001904820E-02 
020_290_SRH 020_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.980789568E-16 1.000000000E+20 1.237651581E+00 3.386596969E-14 1.013935876E-02 
021_290 021_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.420722688E-16 1.000000000E+20 1.250035935E+00 5.034777177E-14 1.087985065E-02 
021_290_SRH 021_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.846259733E-16 1.000000000E+20 1.250045609E+00 5.034705599E-14 1.097258898E-02 
022_290 022_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.375190792E-16 1.000000000E+20 1.256260170E+00 7.408946970E-14 1.143368964E-02 
022_290_SRH 022_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.804788348E-16 1.000000000E+20 1.256267176E+00 7.408879647E-14 1.150223133E-02 
023_290 023_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.000210938E-25 1.000000000E+20 1.259778313E+00 1.091831614E-13 1.228023369E-02 
023_290_SRH 023_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.612089628E-23 1.000000000E+20 1.261008651E+00 1.093405892E-13 1.233192973E-02 
