X Y Yfit
5.8950000E+1 1.5700000E-4 1.5595926E-4
7.9950000E+1 1.5760000E-4 1.5688745E-4
1.0100000E+2 1.5860000E-4 1.5780651E-4
1.2200000E+2 1.5990000E-4 1.5871190E-4
1.4290000E+2 1.6010000E-4 1.5960141E-4
1.6390000E+2 1.6110000E-4 1.6048338E-4
1.8520000E+2 1.6170000E-4 1.6136572E-4
2.0620000E+2 1.6200000E-4 1.6222344E-4
2.2720000E+2 1.6290000E-4 1.6306890E-4
2.4820000E+2 1.6350000E-4 1.6390200E-4
2.9050000E+2 1.6530000E-4 1.6554210E-4
3.1180000E+2 1.6620000E-4 1.6634856E-4
3.3220000E+2 1.6720000E-4 1.6710864E-4
3.5320000E+2 1.6770000E-4 1.6787845E-4
3.7420000E+2 1.6820000E-4 1.6863540E-4
3.9520000E+2 1.6870000E-4 1.6937944E-4
4.1620000E+2 1.6960000E-4 1.7011054E-4
4.3690000E+2 1.7020000E-4 1.7081851E-4
4.5790000E+2 1.7120000E-4 1.7152386E-4
4.7890000E+2 1.7200000E-4 1.7221624E-4
4.9990000E+2 1.7250000E-4 1.7289565E-4
5.2090000E+2 1.7320000E-4 1.7356212E-4
5.4190000E+2 1.7350000E-4 1.7421568E-4
5.6290000E+2 1.7410000E-4 1.7485636E-4
5.8390000E+2 1.7480000E-4 1.7548421E-4
6.0490000E+2 1.7560000E-4 1.7609930E-4
6.2590000E+2 1.7640000E-4 1.7670169E-4
6.4690000E+2 1.7710000E-4 1.7729146E-4
6.6790000E+2 1.7780000E-4 1.7786869E-4
6.8890000E+2 1.7820000E-4 1.7843347E-4
7.0990000E+2 1.7850000E-4 1.7898590E-4
7.3090000E+2 1.7890000E-4 1.7952609E-4
7.5190000E+2 1.7970000E-4 1.8005415E-4
7.7290000E+2 1.8040000E-4 1.8057021E-4
7.9420000E+2 1.8090000E-4 1.8108151E-4
8.1490000E+2 1.8140000E-4 1.8156683E-4
8.3620000E+2 1.8220000E-4 1.8205444E-4
8.5720000E+2 1.8240000E-4 1.8252364E-4
8.7820000E+2 1.8260000E-4 1.8298153E-4
8.9920000E+2 1.8300000E-4 1.8342826E-4
9.2020000E+2 1.8350000E-4 1.8386398E-4
9.4130000E+2 1.8420000E-4 1.8429086E-4
9.6220000E+2 1.8470000E-4 1.8470306E-4
9.8320000E+2 1.8540000E-4 1.8510675E-4
1.0040000E+3 1.8580000E-4 1.8549641E-4
1.0250000E+3 1.8590000E-4 1.8587968E-4
1.0460000E+3 1.8600000E-4 1.8625296E-4
1.0670000E+3 1.8670000E-4 1.8661643E-4
1.0880000E+3 1.8690000E-4 1.8697024E-4
1.1090000E+3 1.8750000E-4 1.8731460E-4
1.1300000E+3 1.8780000E-4 1.8764967E-4
1.1510000E+3 1.8830000E-4 1.8797565E-4
1.1720000E+3 1.8860000E-4 1.8829269E-4
1.2140000E+3 1.8890000E-4 1.8890075E-4
1.2560000E+3 1.8960000E-4 1.8947529E-4
1.2770000E+3 1.9020000E-4 1.8975044E-4
1.2980000E+3 1.9040000E-4 1.9001774E-4
1.3190000E+3 1.9080000E-4 1.9027739E-4
1.3400000E+3 1.9090000E-4 1.9052954E-4
1.3610000E+3 1.9110000E-4 1.9077438E-4
