N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.251686256E+00 1.245290657E+00 1.239088703E+00 1.233318003E+00
1.016672606E+01 1.251788269E+00 1.245457352E+00 1.239340548E+00 1.233676704E+00
1.033324570E+01 1.251936815E+00 1.245699155E+00 1.239704380E+00 1.234192425E+00
1.049996187E+01 1.252152291E+00 1.246048132E+00 1.240226250E+00 1.234927141E+00
1.066670514E+01 1.252463193E+00 1.246547850E+00 1.240967113E+00 1.235960110E+00
1.083333839E+01 1.252908332E+00 1.247255636E+00 1.242003588E+00 1.237385692E+00
1.100000000E+01 1.253538705E+00 1.248242688E+00 1.243424313E+00 1.239303537E+00
1.116672606E+01 1.254417593E+00 1.249589809E+00 1.245318293E+00 1.241796989E+00
1.133324570E+01 1.255616910E+00 1.251375541E+00 1.247752109E+00 1.244899993E+00
1.149996187E+01 1.257206796E+00 1.253654486E+00 1.250738641E+00 1.248562861E+00
1.166670514E+01 1.259237067E+00 1.256429645E+00 1.254210602E+00 1.252641164E+00
1.183333839E+01 1.261713966E+00 1.259632918E+00 1.258022049E+00 1.256929283E+00
1.200000000E+01 1.264584885E+00 1.263133785E+00 1.261991037E+00 1.261229695E+00
1.216672606E+01 1.267747256E+00 1.266782399E+00 1.265963108E+00 1.265412393E+00
1.233324570E+01 1.271085691E+00 1.270462584E+00 1.269851452E+00 1.269427431E+00
1.249996187E+01 1.274514201E+00 1.274117426E+00 1.273633864E+00 1.273281342E+00
1.266670514E+01 1.277993545E+00 1.277738978E+00 1.277327608E+00 1.277010389E+00
1.283333839E+01 1.281519671E+00 1.281345907E+00 1.280969378E+00 1.280665603E+00
1.300000000E+01 1.285105423E+00 1.284969477E+00 1.284605546E+00 1.284304250E+00
