N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.276210841E+00 1.271869441E+00 1.267615505E+00 1.263586055E+00
1.016672606E+01 1.276270478E+00 1.271964464E+00 1.267756778E+00 1.263785327E+00
1.033324570E+01 1.276357430E+00 1.272102581E+00 1.267961344E+00 1.264072666E+00
1.049996187E+01 1.276483836E+00 1.272302450E+00 1.268255818E+00 1.264483779E+00
1.066670514E+01 1.276666800E+00 1.272589831E+00 1.268675974E+00 1.265065394E+00
1.083333839E+01 1.276929984E+00 1.272999319E+00 1.269268236E+00 1.265875543E+00
1.100000000E+01 1.277305225E+00 1.273575439E+00 1.270089154E+00 1.266980375E+00
1.116672606E+01 1.277833642E+00 1.274371979E+00 1.271201424E+00 1.268445539E+00
1.133324570E+01 1.278565271E+00 1.275447977E+00 1.272664760E+00 1.270321509E+00
1.149996187E+01 1.279555854E+00 1.276858950E+00 1.274521498E+00 1.272625479E+00
1.166670514E+01 1.280859421E+00 1.278643864E+00 1.276781149E+00 1.275329108E+00
1.183333839E+01 1.282517591E+00 1.280812628E+00 1.279412934E+00 1.278361309E+00
1.200000000E+01 1.284548995E+00 1.283341344E+00 1.282352898E+00 1.281628348E+00
1.216672606E+01 1.286945118E+00 1.286180264E+00 1.285523713E+00 1.285040396E+00
1.233324570E+01 1.289675760E+00 1.289270266E+00 1.288855890E+00 1.288531600E+00
1.249996187E+01 1.292700415E+00 1.292558433E+00 1.292301506E+00 1.292068894E+00
1.266670514E+01 1.295978612E+00 1.296007424E+00 1.295839297E+00 1.295651423E+00
1.283333839E+01 1.299476641E+00 1.299599527E+00 1.299473338E+00 1.299303190E+00
1.300000000E+01 1.303172549E+00 1.303336503E+00 1.303226362E+00 1.303061493E+00
