T I01mean I01sd erI01 n1mean n1sd ern1 Rsh1mean Rsh1sd erRsh1 I02mean I02sd erI02 n2mean n2sd ern2 Rsh2mean Rsh2sd erRsh2 Rsmean Rssd erRs Iphmean Iphsd erIph rmsremean rmsresd 
260 2.143978906E-04 2.856232396E-04 1.329319271E+01 1.132569064E+01 7.270196252E+00 7.778502875E-01 4.958724502E+04 1.373583977E+05 3.958724502E+00 1.323133849E-05 1.049563063E-05 4.765447291E-01 4.097828808E+00 2.020138796E+00 4.018888029E-01 1.711514872E+04 1.029173662E+04 2.073909107E-01 4.730980437E+01 9.736334375E+01 3.730980437E+00 1.381667126E-02 2.069941381E-02 1.339236589E+01 8.180853967E-01 3.511039628E-01
270 2.285424950E-04 2.945283693E-04 1.423616634E+01 8.846774516E+00 5.732574127E+00 4.421348308E-01 5.206107516E+04 1.379750032E+05 4.206107516E+00 3.692707141E-05 2.357176376E-05 1.128512023E+00 5.467023486E+00 2.674737314E+00 9.170082352E-01 1.509165847E+04 1.144910120E+04 8.060653568E-01 6.690384079E+01 1.032870256E+02 2.345192039E+00 1.610263227E-02 2.057830043E-02 1.560065183E+01 7.968174579E-01 3.651237880E-01
280 1.837661922E-04 2.512643230E-04 1.125107948E+01 9.866471270E+00 6.521442792E+00 6.679269682E-01 4.699246163E+04 9.886651705E+04 3.699246163E+00 7.036463469E-05 5.300478149E-05 1.196179216E+00 6.073747561E+00 3.613338182E+00 1.180319637E+00 1.259424948E+04 1.153037773E+04 1.462085369E+00 5.422154414E+01 9.580710408E+01 8.073848047E-01 1.478659416E-02 2.336922599E-02 1.408836139E+01 8.756636429E-01 3.683883833E-01
290 1.883521865E-04 2.594651678E-04 1.155681243E+01 1.029242821E+01 6.078305182E+00 8.020755238E-01 5.064311928E+04 1.497932158E+05 4.064311928E+00 1.511685498E-04 1.041371764E-04 1.665204472E+00 7.414832575E+00 4.947140759E+00 1.721900565E+00 1.253880880E+04 1.271909734E+04 2.870993999E+00 5.276922435E+01 9.379270014E+01 3.192306088E-01 1.032132301E-02 1.707795566E-02 9.425578797E+00 9.019716974E-01 3.593801854E-01
300 2.680707797E-04 3.000154318E-04 1.687138531E+01 8.263720483E+00 4.879003201E+00 4.967663726E-01 1.058017621E+05 2.288313920E+05 9.580176210E+00 2.986673126E-04 2.216053009E-04 2.089931211E+00 9.835889056E+00 7.242431299E+00 2.688458396E+00 1.192225672E+04 1.386563179E+04 4.638077778E+00 8.745303829E+01 1.379249697E+02 7.490607658E-01 1.634868126E-02 2.520948429E-02 1.534868126E+01 8.786958246E-01 2.943740158E-01
310 2.243185739E-04 2.462349625E-04 1.395457160E+01 1.062602675E+01 6.612454073E+00 9.887937319E-01 7.243006266E+04 1.855967620E+05 6.243006266E+00 7.458961490E-04 5.422163832E-04 3.686703833E+00 1.611611385E+01 8.760319318E+00 5.167895423E+00 6.797801854E+03 1.068161201E+04 3.790696653E+00 7.357591456E+01 9.797283197E+01 2.262652427E-01 8.060808769E-03 1.596533445E-02 6.980998781E+00 9.535500179E-01 2.477943706E-01
320 2.407251520E-04 3.219003536E-04 1.504834347E+01 1.140309037E+01 7.439176581E+00 1.203077059E+00 1.015726167E+05 2.018088031E+05 9.157261669E+00 8.052515440E-04 1.618672286E-03 2.170184134E+00 1.282559570E+01 7.663393584E+00 4.005110517E+00 2.555066201E+03 7.864672031E+03 1.617347017E+00 6.486749751E+01 1.036970717E+02 7.332146419E-02 4.681828966E-03 1.054588708E-02 3.590028398E+00 8.408875502E-01 2.422003368E-01
330 2.262085197E-04 2.432242675E-04 1.408056798E+01 1.144637134E+01 6.561836194E+00 1.280546411E+00 5.948643478E+04 1.368560085E+05 4.948643478E+00 1.383304780E-03 2.323890145E-03 2.510264175E+00 1.336109449E+01 8.458902402E+00 4.312242386E+00 1.699697018E+03 4.508843003E+03 1.474089808E+00 5.829061772E+01 8.838654184E+01 2.713672784E-01 1.222796569E-03 1.234227374E-04 1.871811350E-01 6.395071400E-01 2.766469535E-01
340 2.551777905E-04 2.285575096E-04 1.601185270E+01 1.167220579E+01 5.817171479E+00 1.396012044E+00 6.747379075E+04 1.818170682E+05 5.747379075E+00 1.707130466E-03 2.466640095E-03 1.865346249E+00 1.361177682E+01 8.858565544E+00 4.509528714E+00 1.133446328E+03 3.920614909E+03 1.296434853E+00 2.737458524E+01 5.340157292E+01 6.958379417E-01 1.192901511E-03 1.626528146E-04 1.470206836E-01 6.601332696E-01 2.628557620E-01
350 1.501305837E-04 1.465243547E-04 9.008705580E+00 8.898067485E+00 4.207873091E+00 8.802728852E-01 1.055626001E+05 2.058147396E+05 9.556260009E+00 1.661804029E-03 2.576939403E-03 8.890196628E-01 1.268849906E+01 7.869322462E+00 4.224676083E+00 1.025623187E+03 2.846441581E+03 1.838206440E+00 1.854821240E+01 2.835668024E+01 8.145178760E-01 1.166417839E-03 1.027730947E-04 1.108741323E-01 6.407444276E-01 2.736693843E-01
