T I01mean I01sd erI01 n1mean n1sd ern1 Rsh1mean Rsh1sd erRsh1 I02mean I02sd erI02 n2mean n2sd ern2 Rsh2mean Rsh2sd erRsh2 Rsmean Rssd erRs Iphmean Iphsd erIph rmsremean rmsresd 
260 2.201553961E-04 3.277946817E-04 1.367702641E+01 1.115884708E+01 8.796051231E+00 7.516600210E-01 4.546465575E+04 1.958595008E+05 3.546465575E+00 1.391933740E-05 2.062094827E-05 5.533216309E-01 3.353748626E+00 3.085960851E+00 1.473350564E-01 1.857071727E+04 1.407790300E+04 3.100742274E-01 1.431296984E+02 1.646325564E+02 1.331296984E+01 1.815078856E-02 2.565508895E-02 1.790707142E+01 4.638963756E-01 2.325336948E-01
270 2.162691262E-04 3.517285389E-04 1.341794175E+01 9.400519064E+00 7.773974044E+00 5.324021140E-01 5.150843129E+03 1.776620022E+04 4.849156871E-01 2.294658487E-05 2.792481802E-05 3.226632905E-01 3.644963250E+00 2.698737442E+00 2.781039966E-01 1.326634278E+04 1.446637493E+04 5.876241940E-01 1.658629025E+02 1.700581417E+02 7.293145126E+00 2.699717357E-02 3.050174634E-02 2.683213770E+01 7.009651100E-01 2.857149635E-01
280 1.446471520E-04 2.670281359E-04 8.643143464E+00 8.496992475E+00 7.057641961E+00 4.364165779E-01 2.252065757E+04 1.398467884E+05 1.252065757E+00 8.066896462E-05 1.262986027E-04 1.517791846E+00 5.877526222E+00 6.354925126E+00 1.109881208E+00 1.552601248E+04 1.972517821E+04 2.035223990E+00 1.212333421E+02 1.693084474E+02 3.041111402E+00 2.136442139E-02 2.688153495E-02 2.080042999E+01 7.025210667E-01 3.072169473E-01
290 2.373507056E-04 3.533578119E-04 1.482338037E+01 1.105344600E+01 8.949976233E+00 9.353202268E-01 4.476090486E+04 1.959259533E+05 3.476090486E+00 1.772881881E-04 2.502295967E-04 2.125711482E+00 7.870232970E+00 7.652593520E+00 1.889072862E+00 1.668194204E+04 2.113484080E+04 4.150066368E+00 1.106113343E+02 1.523796491E+02 1.765283357E+00 2.442924417E-02 2.938589180E-02 2.367600422E+01 8.003068826E-01 3.393552647E-01
300 2.510835261E-04 3.516872594E-04 1.573890174E+01 1.312243781E+01 9.354766805E+00 1.376801548E+00 1.017855306E+05 2.810855222E+05 9.178553064E+00 3.127181865E-04 2.519007928E-04 2.235297751E+00 1.021945645E+01 8.428642770E+00 2.832296170E+00 1.814103543E+04 2.169791579E+04 7.578960441E+00 1.048687970E+02 1.684786970E+02 1.097375941E+00 1.875204473E-02 2.625956185E-02 1.775204473E+01 8.279724694E-01 2.424126903E-01
310 3.040574116E-04 3.822718949E-04 1.927049411E+01 1.619443662E+01 9.568409037E+00 2.030991244E+00 5.143217622E+04 1.994829772E+05 4.143217622E+00 1.094414063E-03 1.187599658E-03 5.876553244E+00 1.497174704E+01 9.789455092E+00 4.729927878E+00 2.381361081E+04 2.399478227E+04 1.578245234E+01 1.326341097E+02 1.808611655E+02 1.210568496E+00 1.652343567E-02 2.296664371E-02 1.535983730E+01 8.985839050E-01 1.712498093E-01
320 3.311988323E-04 4.041703858E-04 2.107992215E+01 1.201484463E+01 9.615013445E+00 1.321267982E+00 1.096914958E+05 2.707325949E+05 9.969149577E+00 9.465324871E-04 1.969311262E-03 2.726391207E+00 1.884063363E+01 1.078359482E+01 6.352442394E+00 1.135129640E+04 2.051703771E+04 1.062798904E+01 1.650891103E+02 2.010200650E+02 1.358415861E+00 7.692675120E-03 1.603351821E-02 6.541838353E+00 8.858886205E-01 1.954262567E-01
330 3.956958292E-04 3.663439739E-04 2.537972195E+01 1.525011016E+01 8.904059661E+00 2.038393823E+00 1.176944500E+05 2.971189564E+05 1.076944500E+01 1.689504316E-03 2.996877265E-03 3.287273895E+00 1.584431800E+01 1.163569769E+01 5.299548119E+00 9.568996827E+03 1.914605456E+04 1.292869275E+01 5.490695787E+01 9.960933553E+01 3.136630266E-01 2.523439341E-03 5.611693217E-03 1.449941108E+00 9.201296267E-01 2.458999081E-01
340 2.481754912E-04 3.374713075E-04 1.554503275E+01 1.066284386E+01 8.266477594E+00 1.188815273E+00 1.961124770E+05 3.791951183E+05 1.861124770E+01 1.581207335E-03 2.872096244E-03 1.653989603E+00 1.204537877E+01 1.112255821E+01 3.875510457E+00 3.560042993E+03 1.179525567E+04 6.212875108E+00 3.253396089E+01 5.643225911E+01 6.385115457E-01 2.313626202E-03 7.623853031E-03 1.224640579E+00 7.416549519E-01 4.037800643E-01
350 2.757143128E-04 3.459774406E-04 1.738095419E+01 1.091389203E+01 7.802101027E+00 1.306241809E+00 2.742590625E+05 4.319759458E+05 2.642590625E+01 4.001991107E-03 4.229912499E-03 3.549176534E+00 1.035810668E+01 1.008799166E+01 3.265102750E+00 5.086934406E+03 1.496155615E+04 1.307707057E+01 5.044110134E+01 6.790477127E+01 4.955889866E-01 1.387932638E-03 9.438095196E-04 3.218406074E-01 8.714335840E-01 4.002946332E-01
