fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 28798 300.25 38.615 1.118439484E+00 3.239520752E+00 3.768207436E-10 3.698604342E+05 1.352186889E-04 3.690102330E-01 1.351858146E-04 7.366712875E-01 3.674880957E-05 2.993449757E-01 1.227630921E-04 1.538962401E-02 
00L2 28942 300.11 38.633 1.114785917E+00 3.163012848E+00 3.590597533E-10 4.598973768E+05 1.351857102E-04 3.704094467E-01 1.351857102E-04 7.357006303E-01 3.683952054E-05 3.004944378E-01 1.225957028E-04 1.877978452E-02 
00L3 29038 300.07 38.638 1.112701303E+00 3.164440236E+00 3.468653583E-10 5.845489024E+05 1.349800890E-04 3.716914268E-01 1.349800890E-04 7.348298294E-01 3.686710467E-05 3.005747400E-01 1.226561444E-04 1.791669663E-02 
00L4 29142 300.03 38.643 1.118749106E+00 3.140956938E+00 3.777532811E-10 8.859182421E+05 1.348695178E-04 3.715062866E-01 1.348695178E-04 7.356684298E-01 3.686057378E-05 3.009752575E-01 1.224700599E-04 3.452761769E-02 
00L5 29242 300.03 38.643 1.123301594E+00 3.133517268E+00 4.026028443E-10 1.656839277E+07 1.350869815E-04 3.718406479E-01 1.350869815E-04 7.339889424E-01 3.686887432E-05 3.008064720E-01 1.225675535E-04 4.003042502E-02 
00L6 29340 300 38.647 1.106326477E+00 3.185420766E+00 3.162517279E-10 2.754381364E+05 1.351984849E-04 3.717813805E-01 1.351457858E-04 7.338210846E-01 3.687061056E-05 3.011058828E-01 1.224487859E-04 1.249507663E-02 
00L7 29444 300.01 38.646 1.164455279E+00 3.030910262E+00 6.986488151E-10 4.570744425E+19 1.353172334E-04 3.717938919E-01 1.353172334E-04 7.334873536E-01 3.690183740E-05 3.009705395E-01 1.226096037E-04 1.566076758E-01 
00L8 29542 300.01 38.646 1.110719183E+00 3.162333056E+00 3.345508784E-10 4.582265426E+05 1.351854071E-04 3.719852173E-01 1.351515440E-04 7.345553999E-01 3.692931470E-05 3.003015486E-01 1.229732608E-04 1.903279373E-02 
00L9 29642 300 38.647 1.123827364E+00 3.131413045E+00 4.015873381E-10 1.100224686E+06 1.352260287E-04 3.715847702E-01 1.352260287E-04 7.358364140E-01 3.697425868E-05 3.008690424E-01 1.229007979E-04 4.178110299E-02 
0L10 29740 300.01 38.646 1.115574670E+00 3.154999879E+00 3.572669695E-10 7.598139645E+05 1.352409637E-04 3.736740982E-01 1.352409637E-04 7.321730378E-01 3.700112969E-05 3.014033424E-01 1.227685277E-04 7.963074704E-02 
0L11 29840 300 38.647 1.109252866E+00 3.180018996E+00 3.289668382E-10 5.953534564E+05 1.352317122E-04 3.734927078E-01 1.351810199E-04 7.323997930E-01 3.697822481E-05 3.004415480E-01 1.230820745E-04 6.878916209E-02 
0L12 29938 300.01 38.646 1.110021099E+00 3.158879638E+00 3.331026879E-10 5.059375289E+05 1.352974159E-04 3.720057755E-01 1.352868494E-04 7.347969638E-01 3.698048635E-05 3.009047863E-01 1.228959069E-04 2.058556804E-02 
0L13 30040 300.03 38.643 1.105406537E+00 3.187857209E+00 3.151223419E-10 4.347979224E+05 1.351896764E-04 3.715969063E-01 1.351228805E-04 7.361523883E-01 3.696312745E-05 3.004648909E-01 1.230180983E-04 1.029912410E-02 
0L14 30142 300.02 38.645 1.117253928E+00 3.155442737E+00 3.716743836E-10 1.323912928E+07 1.352153666E-04 3.717201820E-01 1.352153666E-04 7.360640006E-01 3.699625540E-05 3.008414909E-01 1.229741909E-04 3.181193944E-02 
0L15 30240 299.99 38.649 1.113997525E+00 3.159599056E+00 3.556711548E-10 1.039017944E+06 1.350056907E-04 3.715729042E-01 1.350056907E-04 7.363616974E-01 3.693918440E-05 3.006664894E-01 1.228569037E-04 2.307264038E-02 
0L16 30342 300 38.647 1.111701607E+00 3.153768428E+00 3.441844905E-10 9.045879082E+05 1.349696088E-04 3.778790359E-01 1.349696088E-04 7.239197481E-01 3.692148938E-05 3.008456429E-01 1.227445253E-04 1.814424876E+00 
0L17 30438 300.01 38.646 1.118802706E+00 3.138039879E+00 3.842348571E-10 6.291442583E+05 1.350667117E-04 3.712224617E-01 1.350667117E-04 7.353518240E-01 3.687039134E-05 3.006026976E-01 1.226540903E-04 3.707021091E-02 
0L18 30536 300 38.647 1.094002639E+00 4.334609515E+00 2.813280764E-10 2.386820025E+05 1.365146928E-04 3.702567360E-01 1.362826526E-04 7.378217571E-01 3.723016868E-05 3.005805859E-01 1.238604266E-04 1.759266379E-02 
0L19 30656 300.59 38.571 1.092945383E+00 4.104971518E+00 3.007221818E-10 3.044414817E+05 1.272023493E-04 3.670187279E-01 1.272023493E-04 7.352841606E-01 3.432721488E-05 2.981175848E-01 1.151467219E-04 1.894996324E-02 
0L20 30808 299.92 38.658 1.094123143E+00 4.152601402E+00 2.830625389E-10 3.686484931E+05 1.271767053E-04 3.679618355E-01 1.270274135E-04 7.383612270E-01 3.451191950E-05 2.985826265E-01 1.155857281E-04 1.339268459E-02 
0L21 30904 299.93 38.656 1.098112290E+00 4.156045429E+00 2.968131299E-10 3.812068380E+05 1.271568423E-04 3.682305229E-01 1.270982260E-04 7.364918699E-01 3.446888464E-05 2.982069885E-01 1.155876562E-04 1.572778855E-02 
0L22 31006 299.95 38.654 1.085016417E+00 4.208623420E+00 2.471602778E-10 1.291356659E+05 1.277731847E-04 3.678909286E-01 1.270914642E-04 7.372340379E-01 3.446996486E-05 2.988710041E-01 1.153340661E-04 1.032305009E-02 
0L23 31102 299.97 38.651 1.093980112E+00 4.032476089E+00 2.813559626E-10 2.649403816E+05 1.273016950E-04 3.682131744E-01 1.271687099E-04 7.354843655E-01 3.443919836E-05 2.983457628E-01 1.154342263E-04 1.062851194E-02 
0L24 31202 299.99 38.649 1.080952017E+00 4.025676190E+00 2.329402294E-10 1.046508402E+05 1.279508329E-04 3.680067879E-01 1.272744446E-04 7.360409072E-01 3.447458062E-05 2.986778801E-01 1.154240231E-04 1.222237030E-02 
0L25 31302 300 38.647 1.094890215E+00 3.955087982E+00 2.826764486E-10 2.876788510E+05 1.273523968E-04 3.680615318E-01 1.272052141E-04 7.366739607E-01 3.449059301E-05 2.984463755E-01 1.155683340E-04 1.336231285E-02 
0L26 31402 300.01 38.646 1.094609382E+00 3.966722092E+00 2.821464171E-10 2.427364313E+05 1.276159725E-04 3.686460442E-01 1.274883729E-04 7.359545246E-01 3.458845282E-05 2.988595619E-01 1.157345593E-04 1.632220172E-02 
0L27 31504 300 38.647 1.098389181E+00 3.972861903E+00 2.947062934E-10 3.596819029E+05 1.276655144E-04 3.686716431E-01 1.276464246E-04 7.353735733E-01 3.460639876E-05 2.992398029E-01 1.156475777E-04 1.462712160E-02 
0L28 31604 300.03 38.643 1.101989130E+00 3.941380383E+00 3.033275313E-10 3.620243685E+05 1.278206125E-04 3.764296707E-01 1.278206125E-04 7.214025463E-01 3.471062335E-05 2.991844454E-01 1.160132943E-04 2.973586870E-01 
0L29 31710 300 38.647 1.106949382E+00 3.940348129E+00 3.195090538E-10 4.672816905E+05 1.278890556E-04 3.694761765E-01 1.278890556E-04 7.362277118E-01 3.478820186E-05 2.995929834E-01 1.161181569E-04 1.922640045E-02 
0L30 31802 300.01 38.646 1.121495957E+00 3.879472591E+00 3.876125109E-10 6.109230109E+05 1.281817554E-04 3.699855682E-01 1.281817554E-04 7.339201061E-01 3.480645431E-05 2.997195366E-01 1.161301886E-04 4.755624801E-02 
0L31 31902 300.01 38.646 1.098712879E+00 3.966623663E+00 2.781292069E-10 2.443526223E+05 1.282270750E-04 3.700032005E-01 1.280605136E-04 7.368500546E-01 3.491401870E-05 3.004895092E-01 1.161904182E-04 6.402989639E-03 
0L32 32010 300.01 38.646 1.102510693E+00 3.952768153E+00 2.904901585E-10 3.687792182E+05 1.281188480E-04 3.703863892E-01 1.280058318E-04 7.363885234E-01 3.491337124E-05 3.002422947E-01 1.162839654E-04 1.039304133E-02 
0L33 32102 300.02 38.645 1.105954149E+00 3.952155344E+00 3.020759732E-10 4.066615257E+05 1.281203311E-04 3.704479599E-01 1.281203311E-04 7.372349673E-01 3.499058355E-05 2.999928993E-01 1.166377137E-04 1.091618996E-02 
0L34 32204 300 38.647 1.095385328E+00 4.002034313E+00 2.577099189E-10 1.833905145E+05 1.284363806E-04 3.708616539E-01 1.280514034E-04 7.368923523E-01 3.499454271E-05 3.008185589E-01 1.163310999E-04 1.092961447E-02 
0L35 32302 300.02 38.645 1.105764329E+00 3.954190233E+00 2.958280957E-10 4.240649852E+05 1.281019781E-04 3.711408684E-01 1.280827729E-04 7.373175620E-01 3.504968176E-05 3.015829351E-01 1.162187016E-04 1.491560411E-02 
0L36 32404 300.01 38.646 1.111211531E+00 3.919402303E+00 3.135433172E-10 4.896235638E+05 1.280438442E-04 3.714185616E-01 1.280438442E-04 7.368095153E-01 3.504108408E-05 3.008551184E-01 1.164718426E-04 6.725957152E-02 
0L37 32502 300.01 38.646 1.107499012E+00 3.960195621E+00 2.971729863E-10 3.548290705E+05 1.281900020E-04 3.716149132E-01 1.280972166E-04 7.369928716E-01 3.508295082E-05 3.015098372E-01 1.163576619E-04 3.733672192E-02 
0L38 32618 300.02 38.645 1.107258414E+00 3.967244608E+00 2.952312086E-10 3.489996596E+05 1.281716626E-04 3.717180031E-01 1.280457449E-04 7.386900729E-01 3.515936389E-05 3.019925886E-01 1.164247506E-04 1.453718386E-02 
0L39 32702 300.02 38.645 1.096709801E+00 3.990243364E+00 2.528591531E-10 1.908198763E+05 1.286312611E-04 3.716850182E-01 1.283923374E-04 7.371586401E-01 3.517832214E-05 3.017737545E-01 1.165717705E-04 1.393839171E-02 
0L40 32806 300 38.647 1.115577850E+00 3.939748620E+00 3.299849301E-10 4.380900812E+05 1.285839612E-04 3.719295265E-01 1.285839612E-04 7.362344533E-01 3.520980298E-05 3.020034468E-01 1.165867078E-04 4.090372492E-02 
0L41 32906 300.01 38.646 1.111706456E+00 3.955010587E+00 3.115205071E-10 4.095251475E+05 1.287464402E-04 3.815658653E-01 1.287185913E-04 7.170553516E-01 3.521790159E-05 3.016360449E-01 1.167563843E-04 1.711006982E+00 
0L42 33006 300.01 38.646 1.108472933E+00 3.969890974E+00 2.962338059E-10 4.385759206E+05 1.287930451E-04 3.721908478E-01 1.287436204E-04 7.377819947E-01 3.535244534E-05 3.017425411E-01 1.171610405E-04 1.721282259E-02 
0L43 33102 300.01 38.646 1.102926662E+00 3.959945571E+00 2.904419107E-10 2.965217579E+05 1.290323726E-04 3.708248405E-01 1.289712755E-04 7.359923361E-01 3.519938744E-05 3.001371851E-01 1.172779585E-04 1.321823039E-02 
0L44 33204 300 38.647 1.100696597E+00 3.955243555E+00 2.773698858E-10 1.952901371E+05 1.292945790E-04 3.710295502E-01 1.290038188E-04 7.366817646E-01 3.526070459E-05 3.007682034E-01 1.172354294E-04 7.279150584E-03 
0L45 33302 300.01 38.646 1.111414211E+00 3.936582999E+00 3.237912513E-10 6.750384471E+05 1.289427535E-04 3.711486603E-01 1.289427535E-04 7.372950302E-01 3.528467682E-05 3.012169609E-01 1.171403486E-04 2.506841006E-02 
0L46 33404 300.02 38.645 1.100207361E+00 3.971351530E+00 2.763134197E-10 3.240122374E+05 1.289159132E-04 3.800282097E-01 1.287238378E-04 7.207084975E-01 3.525611528E-05 3.006011608E-01 1.172837030E-04 1.019484385E+00 
0L47 33502 300 38.647 1.108891000E+00 3.952865995E+00 3.131811030E-10 7.325012318E+05 1.288004009E-04 3.709061592E-01 1.288004009E-04 7.379529495E-01 3.525412442E-05 3.012310692E-01 1.170335973E-04 1.825614484E-02 
0L48 33608 300.03 38.643 1.109214359E+00 3.954099782E+00 3.151071970E-10 6.175997180E+05 1.287932757E-04 3.710196518E-01 1.287932757E-04 7.377699328E-01 3.525421547E-05 3.015902607E-01 1.168947629E-04 2.022024228E-02 
0L49 33700 300.01 38.646 1.107761086E+00 3.957226564E+00 3.080840339E-10 4.971055931E+05 1.287750655E-04 3.709481781E-01 1.287750655E-04 7.371202117E-01 3.521140393E-05 3.004910229E-01 1.171798634E-04 2.442595734E-02 
0L50 33802 300.02 38.645 1.105901342E+00 3.961141024E+00 2.999864438E-10 4.133996383E+05 1.287963148E-04 3.720283417E-01 1.287714959E-04 7.346276690E-01 3.519354774E-05 3.007935963E-01 1.170023429E-04 3.707215227E-02 
0L51 33904 300.01 38.646 1.106820765E+00 3.941790635E+00 3.050006454E-10 2.948528680E+05 1.292113401E-04 3.709352325E-01 1.292113401E-04 7.355453060E-01 3.525397927E-05 3.009755564E-01 1.171323189E-04 1.707750335E-02 
0L52 34000 300.01 38.646 1.110450454E+00 3.927348741E+00 3.195116303E-10 4.588136077E+05 1.293606916E-04 3.710928642E-01 1.293606916E-04 7.365105428E-01 3.535606308E-05 3.013598469E-01 1.173218807E-04 2.105663462E-02 
0L53 34104 300 38.647 1.113044649E+00 3.923836988E+00 3.304020891E-10 6.672074207E+05 1.294219090E-04 3.711924286E-01 1.294219090E-04 7.365940125E-01 3.538629510E-05 3.011521145E-01 1.175029046E-04 3.143830258E-02 
0L54 34200 300.02 38.645 1.105161887E+00 3.946457083E+00 2.954561367E-10 3.474743939E+05 1.295130981E-04 3.712582802E-01 1.294295198E-04 7.370720701E-01 3.541762563E-05 3.014089994E-01 1.175062143E-04 2.179168692E-02 
0L55 34302 300.03 38.643 1.095586927E+00 3.972407559E+00 2.564233089E-10 1.837137712E+05 1.298499163E-04 3.713127716E-01 1.294657246E-04 7.373667551E-01 3.544689894E-05 3.014020937E-01 1.176065335E-04 8.164727766E-03 
0L56 34404 300.02 38.645 1.106436898E+00 3.942751013E+00 3.002980260E-10 4.355501560E+05 1.294967715E-04 3.713756500E-01 1.294790344E-04 7.377723892E-01 3.547605134E-05 3.011680233E-01 1.177949859E-04 1.608488492E-02 
0L57 34502 300.03 38.643 1.104334571E+00 3.938667043E+00 2.904887995E-10 3.182092354E+05 1.296535727E-04 3.714181854E-01 1.295961257E-04 7.370245127E-01 3.547620162E-05 3.011481373E-01 1.178030650E-04 1.984919257E-02 
0L58 34600 300.02 38.645 1.107023872E+00 3.931828054E+00 3.012716558E-10 4.191263994E+05 1.295353029E-04 3.714699677E-01 1.295353029E-04 7.375412429E-01 3.548935970E-05 3.017341448E-01 1.176175219E-04 2.241986198E-02 
0L59 34700 300.02 38.645 1.107402445E+00 3.933378904E+00 3.024298951E-10 5.481556521E+05 1.293720243E-04 3.714499046E-01 1.293514728E-04 7.373343524E-01 3.542714031E-05 3.008308065E-01 1.177645267E-04 1.817383263E-02 
0L60 34806 300.01 38.646 1.110527264E+00 3.923051954E+00 3.167296053E-10 6.476989951E+05 1.293009370E-04 3.714268158E-01 1.293009370E-04 7.374374111E-01 3.541604765E-05 3.009603800E-01 1.176767624E-04 2.100710200E-02 
0L61 34898 300.01 38.646 1.108262156E+00 3.930439789E+00 3.047241704E-10 3.643286962E+05 1.295351018E-04 3.715359283E-01 1.295351018E-04 7.367805475E-01 3.545899637E-05 3.014780611E-01 1.176170925E-04 1.580984111E-02 
0L62 35002 300.03 38.643 1.107092769E+00 3.922383209E+00 2.997188486E-10 3.637655587E+05 1.297083596E-04 3.716063385E-01 1.296753134E-04 7.370750332E-01 3.551829583E-05 3.013843271E-01 1.178505303E-04 1.819038766E-02 
0L63 35102 300.03 38.643 1.102946354E+00 3.926389716E+00 2.824648968E-10 2.515022096E+05 1.300199810E-04 3.715931831E-01 1.297799474E-04 7.371163842E-01 3.554769101E-05 3.008493254E-01 1.181578954E-04 8.370527390E-03 
0L64 35202 300.03 38.643 1.113407548E+00 3.892760984E+00 3.278191476E-10 6.152391120E+05 1.299717580E-04 3.719480644E-01 1.299717580E-04 7.365952529E-01 3.560903562E-05 3.016408531E-01 1.180514049E-04 3.377316604E-02 
0L65 35306 300.05 38.641 1.110559264E+00 3.898700115E+00 3.148551009E-10 5.012682926E+05 1.300181910E-04 3.718486053E-01 1.300181910E-04 7.372224730E-01 3.564255609E-05 3.021364828E-01 1.179683262E-04 2.446401080E-02 
0L66 35400 300.03 38.643 1.105471384E+00 3.921096338E+00 2.932711247E-10 3.959422243E+05 1.300964505E-04 3.718170525E-01 1.300572866E-04 7.369895301E-01 3.563898368E-05 3.012669838E-01 1.182968961E-04 1.629642940E-02 
0L67 35500 300.01 38.646 1.111524997E+00 3.898681011E+00 3.178483384E-10 4.983606097E+05 1.300284368E-04 3.718418243E-01 1.300284368E-04 7.371726837E-01 3.564230749E-05 3.017810158E-01 1.181055093E-04 2.763288987E-02 
0L68 35618 300 38.647 1.104160369E+00 3.929514070E+00 2.877505222E-10 6.172798985E+05 1.298329744E-04 3.808382195E-01 1.298228938E-04 7.206786210E-01 3.563144627E-05 3.018157656E-01 1.180634382E-04 2.048981611E+00 
0L69 35700 300.03 38.643 1.107700843E+00 3.905445999E+00 3.000385769E-10 4.601969133E+05 1.298413493E-04 3.718918053E-01 1.298193783E-04 7.375853564E-01 3.560970859E-05 3.017021935E-01 1.180294278E-04 1.655234512E-02 
0L70 35800 300.06 38.64 1.107074103E+00 3.903763714E+00 2.976842936E-10 4.127701775E+05 1.298454725E-04 3.718892914E-01 1.298229602E-04 7.384342971E-01 3.565143704E-05 3.021334160E-01 1.179994749E-04 1.509981429E-02 
0L71 35902 300.02 38.645 1.121941193E+00 3.865838432E+00 3.676530749E-10 9.966223456E+19 1.297809459E-04 3.809102280E-01 1.297809459E-04 7.200955780E-01 3.559784547E-05 3.019453390E-01 1.179034089E-04 1.951010941E+00 
0L72 36000 300.02 38.645 1.111696891E+00 3.886764346E+00 3.166150898E-10 2.307891310E+05 1.305047249E-04 3.719508385E-01 1.305047249E-04 7.344391392E-01 3.565066131E-05 3.012353935E-01 1.183480058E-04 5.898227288E-02 
0L73 36108 300.02 38.645 1.110255145E+00 3.898517083E+00 3.099226502E-10 6.080620501E+05 1.301996541E-04 3.797417679E-01 1.301640339E-04 7.228420687E-01 3.572915846E-05 3.022626867E-01 1.182151460E-04 6.381111672E-01 
0L74 36202 300 38.647 1.107507798E+00 3.912174622E+00 2.974188518E-10 3.602622540E+05 1.304961000E-04 3.721606659E-01 1.304753117E-04 7.366962370E-01 3.577233297E-05 3.015335228E-01 1.186344493E-04 1.624272537E-02 
0L75 36306 300.02 38.645 1.110348050E+00 3.896937893E+00 3.100376565E-10 7.382508931E+05 1.303980890E-04 3.721857414E-01 1.303810290E-04 7.371531068E-01 3.577106214E-05 3.011670143E-01 1.187747061E-04 2.313524168E-02 
0L76 36404 300.01 38.646 1.104846594E+00 3.922454999E+00 2.861161751E-10 3.560453344E+05 1.304960548E-04 3.808218597E-01 1.304506192E-04 7.205378828E-01 3.579520333E-05 3.018184486E-01 1.186037867E-04 1.678674095E+00 
0L77 36504 300.02 38.645 1.111070056E+00 3.893096327E+00 3.130118249E-10 6.472431646E+05 1.304047460E-04 3.721662140E-01 1.304047460E-04 7.384365358E-01 3.583797961E-05 3.025888832E-01 1.184373497E-04 8.034378351E-02 
0L78 36600 300.02 38.645 1.109532721E+00 3.910141279E+00 3.073090283E-10 5.242983671E+05 1.303903615E-04 3.720332390E-01 1.303903615E-04 7.374601164E-01 3.577385730E-05 3.017978996E-01 1.185352843E-04 1.715658522E-02 
0L79 36702 300.02 38.645 1.109995577E+00 3.901596715E+00 3.087703678E-10 5.188872977E+05 1.302505668E-04 3.809383698E-01 1.302505668E-04 7.209475893E-01 3.577157274E-05 3.020531637E-01 1.184324875E-04 1.750686518E+00 
0L80 36802 300.02 38.645 1.112773261E+00 3.895254455E+00 3.208963357E-10 6.503863070E+05 1.302047742E-04 3.810455986E-01 1.302047742E-04 7.197537042E-01 3.570982870E-05 3.011768288E-01 1.185682380E-04 1.805748077E+00 
0L81 36900 300.01 38.646 1.107479671E+00 3.918337014E+00 2.977918598E-10 4.975111155E+05 1.302009689E-04 3.810591949E-01 1.302009689E-04 7.196340029E-01 3.570412031E-05 3.017776573E-01 1.183185177E-04 1.780423523E+00 
0L82 37004 300.03 38.643 1.097098770E+00 3.946689703E+00 2.557412044E-10 2.111758157E+05 1.305799216E-04 3.720809700E-01 1.304380248E-04 7.371052012E-01 3.577430030E-05 3.020291527E-01 1.184458026E-04 1.071378444E-02 
0L83 37100 300.01 38.646 1.097660537E+00 3.945568187E+00 2.571433872E-10 2.112105100E+05 1.308798771E-04 3.722747505E-01 1.306857938E-04 7.365902522E-01 3.583586804E-05 3.020178047E-01 1.186537577E-04 9.097674486E-03 
0L84 37200 300.01 38.646 1.108474272E+00 3.913765282E+00 3.011126287E-10 4.888898008E+05 1.308295385E-04 3.723160126E-01 1.308295385E-04 7.369419461E-01 3.589639215E-05 3.020153196E-01 1.188547173E-04 2.831830819E-02 
0L85 37302 300.03 38.643 1.115354280E+00 3.898688852E+00 3.320825692E-10 1.376821340E+06 1.307695999E-04 3.722636139E-01 1.307695999E-04 7.380497558E-01 3.592882586E-05 3.024588417E-01 1.187884613E-04 5.099732778E-02 
0L86 37406 300.01 38.646 1.110646108E+00 3.907241974E+00 3.104268236E-10 9.315081242E+05 1.306237823E-04 3.808539742E-01 1.306237823E-04 7.219611450E-01 3.591654655E-05 3.015497780E-01 1.191104099E-04 1.724723948E+00 
0L87 37504 300.02 38.645 1.110127441E+00 3.908351209E+00 3.082588787E-10 4.951388303E+05 1.307144571E-04 3.723791893E-01 1.307144571E-04 7.374727553E-01 3.589673972E-05 3.022827950E-01 1.187516837E-04 2.200803866E-02 
0L88 37602 300.03 38.643 1.110207365E+00 3.909717800E+00 3.085879534E-10 8.890127972E+05 1.304171722E-04 3.723103386E-01 1.304078048E-04 7.386468497E-01 3.586291035E-05 3.017380999E-01 1.188539371E-04 2.305388489E-02 
0L89 37704 300.01 38.646 1.110593795E+00 3.910470217E+00 3.097703521E-10 6.382478783E+05 1.305010615E-04 3.724081123E-01 1.305010615E-04 7.384840998E-01 3.589007171E-05 3.019310081E-01 1.188624696E-04 2.209946468E-02 
0L90 37802 300.03 38.643 1.108020697E+00 3.914538012E+00 2.983157066E-10 3.658573735E+05 1.306519378E-04 3.723488190E-01 1.306073489E-04 7.368431708E-01 3.583378286E-05 3.018805387E-01 1.187016331E-04 1.639094970E-02 
0L91 37902 300.02 38.645 1.105372134E+00 3.934526979E+00 2.877475997E-10 3.081619048E+05 1.309411504E-04 3.727612274E-01 1.308519203E-04 7.361554644E-01 3.590710351E-05 3.019846876E-01 1.189027305E-04 3.571037378E-02 
0L92 38004 300.02 38.645 1.104316542E+00 3.934043233E+00 2.832334253E-10 2.865839139E+05 1.311150038E-04 3.810406792E-01 1.311150038E-04 7.199411590E-01 3.596836836E-05 3.025480104E-01 1.188971885E-04 1.704022227E+00 
0L93 38102 300.02 38.645 1.107767032E+00 3.924072448E+00 2.974705375E-10 4.345614548E+05 1.310380391E-04 3.724197113E-01 1.309628823E-04 7.377745853E-01 3.598359701E-05 3.019107658E-01 1.191863238E-04 1.728156590E-02 
0L94 38204 300.03 38.643 1.101595037E+00 3.934761256E+00 2.711324462E-10 2.683947461E+05 1.313228413E-04 3.810732704E-01 1.312000570E-04 7.209066078E-01 3.604304859E-05 3.022361765E-01 1.192639765E-04 1.644699831E+00 
0L95 38300 300.01 38.646 1.110736135E+00 3.918319741E+00 3.095594323E-10 6.067192692E+05 1.310325162E-04 3.725102013E-01 1.310325162E-04 7.374437149E-01 3.599532755E-05 3.016347496E-01 1.193337825E-04 2.386897061E-02 
0L96 38402 300.01 38.646 1.106136588E+00 3.928735755E+00 2.899426417E-10 3.821134780E+05 1.309497329E-04 3.724918365E-01 1.309045493E-04 7.382026548E-01 3.599540810E-05 3.019338385E-01 1.192160670E-04 1.603921590E-02 
0L97 38502 300.03 38.643 1.108608949E+00 3.918693105E+00 2.999970597E-10 4.887959047E+05 1.308115388E-04 3.724585480E-01 1.308115388E-04 7.375686700E-01 3.593572914E-05 3.016963966E-01 1.191116827E-04 1.821193480E-02 
0L98 38604 300.06 38.64 1.109111697E+00 3.915814906E+00 3.023580739E-10 5.772846731E+05 1.307048055E-04 3.811828316E-01 1.307048055E-04 7.213199016E-01 3.593790877E-05 3.023786154E-01 1.188629375E-04 1.769977078E+00 
0L99 38702 300.02 38.645 1.119303062E+00 3.888851968E+00 3.485916986E-10 1.219145183E+06 1.309736422E-04 3.725035492E-01 1.309736422E-04 7.366453017E-01 3.593955896E-05 3.025839912E-01 1.187747710E-04 3.562680926E-02 
L100 38804 300.01 38.646 1.101472155E+00 3.935685638E+00 2.694932947E-10 2.416059888E+05 1.313327308E-04 3.726809631E-01 1.311904137E-04 7.379741225E-01 3.608115605E-05 3.028253654E-01 1.191395066E-04 1.952322333E-02 
L101 38900 300.03 38.643 1.115516487E+00 3.885838051E+00 3.298566714E-10 8.171400608E+05 1.312657726E-04 3.812052467E-01 1.312657726E-04 7.203363855E-01 3.604505735E-05 3.023091866E-01 1.192417156E-04 1.924595842E+00 
