name time T kT_1 I
01RV 01rv.dat 295.9 39.18 7.856E-007
02RV 02rv.dat 295.9 39.18 8.042E-007
03RV 03rv.dat 298 38.91 5.809E-007
04RV 04rv.dat 298 38.91 5.966E-007
05RV 05rv.dat 300.1 38.63 5.620E-007
06RV 06rv.dat 300 38.65 6.185E-007
07RV 07rv.dat 300 38.65 5.604E-007
08RV 08rv.dat 302.1 38.38 7.014E-007
09RV 09rv.dat 302 38.39 6.244E-007
10RV 10rv.dat 302 38.39 6.230E-007
11RV 11rv.dat 302 38.39 6.123E-007
12RV 12rv.dat 305.1 38 8.013E-007
13RV 13rv.dat 305 38.01 7.622E-007
14RV 14rv.dat 305 38.01 7.028E-007
15RV 15rv.dat 305 38.01 7.227E-007
16RV 16rv.dat 307 37.77 9.831E-007
17RV 17rv.dat 307 37.77 1.008E-006
18RV 18rv.dat 307 37.77 9.870E-007
19RV 19rv.dat 307 37.77 1.007E-006
20RV 20rv.dat 310.1 37.39 1.088E-006
21RV 21rv.dat 310 37.4 1.059E-006
22RV 22rv.dat 310 37.4 1.097E-006
23RV 23rv.dat 310 37.4 1.083E-006
24RV 24rv.dat 312.1 37.15 1.098E-006
25RV 25rv.dat 312.1 37.15 7.738E-007
26RV 26rv.dat 312 37.16 1.135E-006
27RV 27rv.dat 312.1 37.15 8.547E-007
28RV 28rv.dat 315.1 36.8 1.008E-006
29RV 29rv.dat 315 36.81 1.001E-006
30RV 30rv.dat 315 36.81 9.215E-007
31RV 31rv.dat 317.1 36.56 1.041E-006
32RV 32rv.dat 317 36.57 9.997E-007
33RV 33rv.dat 317 36.57 9.981E-007
34RV 34rv.dat 320 36.23 1.067E-006
35RV 35rv.dat 320 36.23 1.060E-006
36RV 36rv.dat 320 36.23 9.266E-007
37RV 37rv.dat 322 36.01 1.311E-006
38RV 38rv.dat 322.1 36 1.370E-006
39RV 39rv.dat 322 36.01 1.160E-006
40RV 40rv.dat 325 35.67 1.175E-006
41RV 41rv.dat 325.1 35.66 1.126E-006
42RV 42rv.dat 325.1 35.66 1.183E-006
43RV 43rv.dat 327 35.46 1.133E-006
44RV 44rv.dat 327 35.46 1.387E-006
45RV 45rv.dat 330.1 35.12 1.387E-006
46RV 46rv.dat 330 35.13 1.309E-006
47RV 47rv.dat 330 35.13 1.319E-006
